0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,2,,,,D40
0.03333,3,,,,D40
0.03333,4,,,,D40
0.03333,5,,,,D40
0.03333,1,,,,D40
3.4329899999999998,MOT_control_all,pa_zoom1,,
3.4329899999999998,MOT_mc_bg_black_00,b65-20,,
3.4329899999999998,2,lp1,,,Lbl
3.4329899999999998,3,lp1,,,Lbl
3.4329899999999998,4,1-2,l1,,Lbl
3.4329899999999998,5,1-2,r1,,Lbl
3.4329899999999998,1,hj1,,,Lbl
3.79962,4,2-3,lb0,,
3.79962,5,2-3,rb0,,
4.16625,4,3-4,,,
4.16625,5,3-4,,,
4.16625,1,j1-2,,,
4.53288,4,4-1,,,
4.53288,5,4-1,,,
5.03283,4,1-2,l1,,
5.03283,5,1-2,r1,,
5.03283,1,j2-3,,,
5.3994599999999995,4,2-3,l2,,
5.3994599999999995,5,2-3,r2,,
5.76609,4,3-4,lb1,,
5.76609,5,3-4,rb1,,
5.76609,1,j3-4,,,
6.19938,4,4-1,lb0,,
6.19938,5,4-1,rb0,,
6.83265,1,w4,,,
6.8659799999999995,4,lp1,,,
6.8659799999999995,5,lp1,,,
6.8659799999999995,1,4-1,l1,,
7.232609999999999,1,1-2,l2,,
7.59924,1,2-3,lb1,,
7.96587,1,3-4,lb0,,
8.365829999999999,1,hj4,,,
9.39906,1,4-1,,,
9.76569,1,1-2,,,
10.36563,1,sp2-3,,,
10.53228,MOT_control_all,pa_zoom2,,
12.09879,1,3-4,,,
12.56541,1,j4-1,,,
12.59874,MOT_mc_stage_color_00,r-flash,,
12.96537,4,1-2,,,
12.96537,5,1-2,,,
13.06536,MOT_mc_stage_color_00,b-flash,,
13.46532,4,2-3,,,
13.46532,5,2-3,,,
13.46532,1,j1-2,,,
13.49865,MOT_mc_stage_color_00,y-flash,,
13.931939999999999,MOT_control_all,pa_zoom3,,
13.931939999999999,MOT_mc_stage_color_00,y-flash,,
13.931939999999999,1,hj2,,,
14.23191,2,j1-2,,,
14.23191,3,j1-2,,,
14.39856,5,w3,,,
14.39856,4,w3,,,
14.79852,4,j3-4,,,
15.09849,5,j3-4,,,
15.165149999999999,1,w2,,,
15.29847,3,w2,,,
15.29847,2,w2,,,
15.665099999999999,MOT_mc_stage_color_00,r-flash,,
15.665099999999999,1,hj2,,,
15.865079999999999,4,w4,,,
15.89841,2,j2-3,,,
15.89841,3,j2-3,,,
16.16505,5,w4,,,
16.46502,4,j4-1,,,
16.76499,5,j4-1,,,
16.89831,1,w2,,,
16.96497,3,w3,,,
16.96497,2,w3,,,
17.29827,MOT_mc_stage_color_00,y-flash,,
17.29827,1,2-3,r1,,
17.531579999999998,4,w1,,,
17.6649,1,3-4,rb0,,
17.83155,5,w1,,,
18.03153,MOT_mc_stage_color_00,r-flash,,
18.03153,1,j4-1,,,
18.59814,1,1-2,,,
19.13142,MOT_mc_stage_color_00,y-flash,,
19.13142,1,hj2,,,
19.997999999999998,MOT_mc_stage_color_00,y-flash,,
19.997999999999998,4,1-2,,,
20.3313,MOT_mc_stage_color_00,b-flash,,
20.3313,5,1-2,,,
20.36463,1,w2,,,
20.69793,MOT_mc_stage_color_00,r-flash,,
20.69793,4,2-3,,,
20.69793,5,2-3,,,
21.03123,2,3-4,,,
21.397859999999998,2,4-1,r1,,
21.631169999999997,5,w3,,,
21.631169999999997,4,w3,,,
21.76449,2,1-2,rb0,,
22.13112,2,j2-3,,,
22.6644,3,3-4,l1,,
23.031029999999998,3,4-1,lb0,,
23.19768,2,w3,,,
23.39766,3,1-2,,,
23.79762,3,j2-3,,,
24.3309,MOT_control_all,pa_zoom4,,
24.3309,1,j2-3,,,
24.36423,MOT_mc_stage_color_00,y-flash,,
24.49755,2,3-4,,,
24.49755,3,3-4,,,
24.76419,4,3-4,,,
24.96417,5,3-4,,,
