0.03333,1,sort,-26000,
0.03333,2,sort,-26000,
0.06666,MOT_mc_special_01,scene01,,
0.09999,MOT_all,cut0,,
0.3333,MOT_all,cut1,,
2.5997399999999997,1,j1-4,,
2.5997399999999997,2,j1-4,,
2.9997,1,w4,,
2.9997,2,w4,,
3.53298,2,4-3,l1,
3.8662799999999997,2,lp3,,
5.46612,2,3-2,l2,
5.89941,2,lp2,,
7.432589999999999,2,2-3,lb1,
7.432589999999999,1,4-3,,
7.79922,2,lp3,,
7.79922,1,w3,,
8.565809999999999,2,3-4,lb0,
8.93244,2,lp4,,
10.198979999999999,2,sp3-4,,
11.13222,2,sj3,,
11.49885,2,3-2,r1,
11.76549,1,j3-2,,
11.9988,2,w2,,
12.332099999999999,1,lp2,,
12.332099999999999,2,lp2,,
12.96537,1,w2,,
12.96537,2,2-4,rb0,
13.39866,2,lp4,,
13.9986,2,4-3,,
14.365229999999999,2,lp3,,
15.565109999999999,1,2-1,l1,
15.565109999999999,2,3-1,r1,
15.965069999999999,1,1-4,l2,
15.965069999999999,2,1-4,r2,
16.331699999999998,1,lp4,,
16.331699999999998,2,lp4,,
16.56501,MOT_mc_back_00,gingam,,
16.56501,1,4-2,,f1
16.56501,2,4-2,,f1
16.56501,1,sort,-26000,
16.56501,2,sort,-26000,
17.23161,1,lp2,lb1,
17.23161,2,lp2,rb1,
17.93154,1,2-3,lb0,
17.93154,2,2-3,rb0,
18.29817,1,lp3,r1,
18.29817,2,lp3,l1,
18.73146,1,3-1,r2,
18.73146,2,3-1,l2,
19.09809,1,lp1,,
19.09809,2,lp1,,
19.764689999999998,1,j1-2,,
19.764689999999998,2,j1-2,,
20.26464,1,2-3,rb1,
20.26464,2,2-3,lb1,
20.73126,1,lp3,,
20.73126,2,lp3,,
21.431189999999997,1,3-4,rb0,
21.431189999999997,2,3-4,lb0,
21.797819999999998,1,4-2,r1,
21.797819999999998,2,4-2,l1,
22.197779999999998,1,lp2,,
22.197779999999998,2,lp2,,
22.431089999999998,1,hj2,,
22.431089999999998,2,hj2,,
23.06436,MOT_mc_back_00,green,,
23.26434,1,2-1,r2,
23.26434,2,2-1,l2,
23.69763,1,lp1,r3,
23.69763,2,lp1,l3,
24.9975,1,1-4,rb2,
24.9975,2,1-4,lb2,
25.3308,1,lp4,rb1,
25.3308,2,lp4,lb1,
25.664099999999998,1,hj4,,
25.73076,2,hj4,,
26.43069,1,4-3,rb0,
26.43069,2,4-3,lb0,
26.863979999999998,1,lp3,,
26.863979999999998,2,lp3,,
27.16395,1,3-2,l1,
27.36393,2,3-2,r1,
27.63057,1,lp2,,
