time,lyrics,size
0.00 ,,
7.517 ,こんにちは　お元気にしてますか？,
12.25 ,私は今　もりのくにで暮らしています,
17.633 ,元気いっぱい、ではないですけど　それなりに,
23.30 ,おひさまといっしょに　おはようございます,
28.417 ,お月さまにむかって　おやすみなさい,
33.267 ,おだやかな毎日の中で　あなたのことを,
38.605 ,たくさん思い出していました,
43.917 ,あなたが弱虫な私の手を引いて,
48.700 ,空の下に連れていってくれた時のこと,
54.333 ,あなたが臆病な私の背中を押して,
59.683 ,ひとりで歩かせてくれた時のこと,
64.35 ,正直ムリって何度も何度も思いましたけど,
70.20 ,それも今ではいい思い出です,
77.05 ,,
78.193,都会の公園を走るリスさんのように,
83.117,ビルの屋上を渡るツバメさんのように,
88.317,強く自由になれた気がしました,
93.738,虹の光に包まれたきらめく世界で,
98.700,傷つくことなく笑っていられたのは,
103.667,あなたが守ってくれていたからですよね,
109.150,照れくさいから　お手紙で　すみません,
114.233,もりのくにから愛をこめて　ありがとう　ありがとう,
129.277,,
