0.03333,MOT_mc_bg_black_00,seat100-0,,
2.03313,2,,,b-1
2.03313,3,,,b-1
2.03313,4,,,b-1
2.03313,5,,,b-1
2.13312,1,1-2,,
2.46642,MOT_mc_stage_color_00,b-flash,,
2.46642,MOT_mc_light_up_00,l1,,
2.46642,MOT_mc_light_center_00,l1,,
2.46642,MOT_mc_light_under_00,l2,,
2.46642,MOT_mc_speaker_00,temp1,,
2.46642,MOT_mc_bg_black_00,b80-65,,
2.46642,1,lp2,,
3.09969,2,1-2,,
3.09969,3,1-2,,
3.83295,4,1-2,,
3.83295,5,1-2,,
4.0329299999999995,3,w2,,
4.0329299999999995,2,w2,,
4.36623,1,2-3,,
4.6662,1,lp3,,
4.76619,5,w2,,
4.76619,4,w2,,
5.199479999999999,1,sp3-4,,
5.4994499999999995,2,sp2-3,,
5.4994499999999995,3,sp2-3,,
5.79942,4,sp2-3,,
5.79942,5,sp2-3,,
7.59924,1,j4-1,,
7.59924,2,3-4,,
7.59924,3,3-4,,
7.59924,4,3-4,,
7.59924,5,3-4,,
7.9325399999999995,1,lp1,,
8.53248,5,w4,,
8.53248,4,w4,,
8.53248,3,w4,,
8.53248,2,w4,,
9.899009999999999,1,1-2,,
10.23231,1,lp2,,
12.06546,1,2-3,,
12.39876,1,lp3,,
12.832049999999999,1,sj3,,
13.16535,1,lp3,,
13.6653,1,j3-4,,
14.065259999999999,1,lp4,,
16.49835,1,4-1,,
16.49835,2,4-1,,
16.49835,3,4-1,,
17.03163,1,1-2,,
17.03163,4,4-1,,
17.03163,5,4-1,,
17.43159,3,w1,,
17.43159,2,w1,,
17.531579999999998,1,lp2,,
17.764889999999998,1,2-3,,
17.764889999999998,2,1-2,,
17.764889999999998,3,1-2,,
17.764889999999998,4,1-2,,
17.764889999999998,5,1-2,,
18.03153,1,j3-4,,
18.29817,1,lp4,,
18.69813,5,w2,,
18.69813,4,w2,,
18.69813,3,w2,,
18.69813,2,w2,,
19.23141,1,sj4,,
19.73136,1,w4,,
20.597939999999998,1,j4-1,,
21.06456,1,lp1,,
23.39766,1,1-2,,
23.79762,1,lp2,,
24.29757,2,sj2,,
24.29757,3,sj2,,
24.630869999999998,4,sj2,,
24.630869999999998,5,sj2,,
24.79752,3,w2,,
24.79752,2,w2,,
25.13082,5,w2,,
25.13082,4,w2,,
25.36413,1,j2-3,,
25.36413,2,j2-3,,
25.36413,3,j2-3,,
25.36413,4,j2-3,,
25.36413,5,j2-3,,
25.76409,1,3-4,,
26.097389999999997,1,lp4,,
26.097389999999997,2,lp3,,
26.097389999999997,3,lp3,,
26.097389999999997,4,lp3,,
26.097389999999997,5,lp3,,
27.03063,2,sj3,,
27.03063,4,sj3,,
27.36393,3,sj3,,
27.36393,5,sj3,,
27.53058,4,w3,,
27.53058,2,w3,,
27.697229999999998,1,4-1,,
27.697229999999998,2,sj3,,
27.697229999999998,3,sj3,,
27.697229999999998,4,sj3,,
27.697229999999998,5,sj3,,
28.19718,5,w3,,
28.19718,4,w3,,
28.19718,3,w3,,
28.19718,2,w3,,
