0.03333,1,,,,D40
0.03333,2,,,,D40
0.03333,3,,,,D40
0.03333,4,,,,D40
0.03333,5,,,,D40
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
2.46642,1,hj1,,f1,
2.46642,1,,,,L0
2.46642,MOT_mc_speaker_00,temp2,,
2.46642,MOT_mc_light_up_00,l1,,
2.46642,MOT_mc_light_center_00,l1,,
2.46642,MOT_mc_light_under_00,l2,,
2.46642,MOT_mc_bg_black_00,b80-65,,
2.46642,MOT_mc_stage_color_00,r-flash,,
2.46642,2,sort,-500,
2.46642,3,sort,-500,
3.6662999999999997,1,1-2,,,
3.6662999999999997,2,hj1,,,
4.59954,1,w2,,,
4.86618,1,2-3,,,
4.86618,2,1-2,,,
4.86618,3,hj1,,,
5.79942,2,w2,,,
5.79942,1,w3,,,
6.09939,3,w1,,,
6.09939,1,sp3-4,,,
6.09939,2,sp2-3,,,
6.09939,3,sp1-2,,,
7.332599999999999,MOT_mc_stage_color_00,r-flash,,
7.36593,1,hj4,,,
7.36593,2,hj3,,,
7.36593,3,hj2,,,
8.53248,1,4-1,,,
8.53248,2,hj3,,,
8.53248,3,hj2,,,
9.46572,1,w1,,,
9.76569,3,w2,,,
9.76569,2,w3,,,
9.86568,1,hj1,,,
9.86568,2,3-4,,,
9.86568,3,2-3,,,
10.76559,1,sp1-2,,,
10.76559,2,sp4-1,,,
10.76559,3,sp3-4,,,
10.76559,4,sp1-2,,,
10.76559,5,sp1-2,,,
11.098889999999999,MOT_mc_stage_color_00,r-flash,,
11.86548,1,2-3,,,
11.86548,2,1-2,,,
11.86548,3,4-1,,,
12.29877,3,j1-2,,,
12.79872,2,w2,,,
12.79872,1,w3,,,
12.932039999999999,2,j2-3,,,
13.36533,3,w2,,,
13.631969999999999,1,j3-4,,,
13.9986,2,w3,,,
14.13192,1,sp4-1,,,
14.13192,2,sp3-4,,,
14.13192,3,sp2-3,,,
14.13192,4,sp2-3,,,
14.13192,5,sp2-3,,,
14.3319,1,hj1,,,
14.3319,2,hj4,,,
14.3319,3,hj3,,,
14.3319,4,hj3,,,
14.3319,5,hj3,,,
14.865179999999999,1,sp1-2,,,
14.865179999999999,2,sp4-1,,,
14.865179999999999,3,sp3-4,,,
14.865179999999999,4,lp3,,,
14.865179999999999,5,lp3,,,
14.865179999999999,1,,,,L0
14.865179999999999,2,,,,L0
14.865179999999999,3,,,,L0
14.865179999999999,4,,,,L0
14.865179999999999,5,,,,L0
14.865179999999999,MOT_mc_bg_black_00,seat100-0,,
14.865179999999999,MOT_mc_light_up_00,l2,,
14.865179999999999,MOT_mc_light_center_00,l2,,
14.865179999999999,MOT_mc_light_under_00,l2,,
14.865179999999999,MOT_mc_bg_black_00,b65-45,,
15.565109999999999,1,sj2,,,
15.565109999999999,2,sj1,,,
15.565109999999999,3,sj4,,,
15.93174,1,sp2-3,,,
15.93174,2,sp1-2,,,
15.93174,3,sp4-1,,,
16.83165,1,sj3,,,
16.83165,2,sj2,,,
16.83165,3,sj1,,,
17.19828,1,sp3-4,,,
17.19828,2,sp2-3,,,
17.19828,3,sp1-2,,,
18.764789999999998,1,hj4,,,
18.764789999999998,2,hj3,,,
18.764789999999998,3,hj2,,,
19.598039999999997,1,4-1,r1,,
19.598039999999997,2,3-4,r1,,
19.598039999999997,3,2-3,r1,,
19.964669999999998,1,,r2,,
19.964669999999998,2,,r2,,
19.964669999999998,3,,r2,,
20.23131,1,1-2,rb1,,
20.23131,2,4-1,rb1,,
20.23131,3,3-4,rb1,,
20.53128,1,,rb0,,
20.53128,2,,rb0,,
20.53128,3,,rb0,,
20.89791,1,,l1,,
20.89791,2,,l1,,
20.89791,3,,l1,,
21.16455,3,w4,,,
21.16455,2,w1,,,
21.16455,1,w2,,,
21.23121,1,,l2,,
21.23121,2,,l2,,
21.23121,3,,l2,,
21.49785,1,2-3,lb1,,
21.49785,2,1-2,lb1,,
21.49785,3,4-1,lb1,,
21.797819999999998,1,,lb0,,
21.797819999999998,2,,lb0,,
21.797819999999998,3,,lb0,,
22.13112,1,3-4,l1,,
22.13112,2,2-3,l1,,
22.13112,3,1-2,l1,,
22.431089999999998,1,,l2,,
22.431089999999998,2,,l2,,
22.431089999999998,3,,l2,,
22.76439,1,4-1,lb1,,
22.76439,2,3-4,lb1,,
22.76439,3,2-3,lb1,,
23.06436,1,,lb0,,
23.06436,2,,lb0,,
23.06436,3,,lb0,,
23.36433,1,sp1-2,,,
23.36433,2,sp4-1,,,
23.36433,3,sp3-4,,,
23.73096,1,,r1,,
23.73096,2,,r1,,
23.73096,3,,r1,,
24.09759,1,,rb0,,
24.09759,2,,rb0,,
24.09759,3,,rb0,,
24.59754,1,lp2,,,
24.59754,2,lp1,,,
24.59754,3,lp4,,,
24.59754,4,lp3,,,
24.59754,5,lp3,,,
24.89751,1,2-3,r1,,
24.89751,2,,,,D20
24.89751,3,,,,D20
24.89751,4,,,,D20
24.89751,5,,,,D20
24.89751,MOT_mc_light_up_00,l1,,
24.89751,MOT_mc_light_center_00,l1,,
24.89751,MOT_mc_bg_black_00,b45-65,,
25.83075,1,w3,,,
25.96407,1,3-4,r2,,
26.19738,1,sp4-1,,,
27.03063,1,hj1,,,
28.26384,1,w1,,,
28.297169999999998,1,,rb1,,
28.83045,1,,rb0,,
29.330399999999997,1,,r1,,
29.86368,1,,r2,,
30.69693,1,,rb1,,
30.930239999999998,1,,rb0,,
31.163549999999997,1,,l1,,
31.930139999999998,1,hj1,,,
32.9967,MOT_mc_bg_black_00,b65-80,,
33.096689999999995,1,sp1-2,lb0,,
34.09659,1,lp2,,,
34.329899999999995,MOT_mc_bg_black_00,b80-65,,
34.39656,1,sp2-3,,,
35.02983,1,3-4,,,
35.56311,1,sp4-1,,,
36.26304,1,1-2,,,
36.762989999999995,1,sp2-3,,,
38.52948,1,hj3,,,
39.36273,1,,r1,,
39.72936,1,,r2,,
39.76269,1,w3,,,
39.995999999999995,1,3-4,rb1,,
40.29597,1,,rb0,,
40.6626,1,,l1,,
40.92924,1,w4,,,
40.9959,1,,l2,,
41.26254,1,4-1,lb1,,
41.562509999999996,1,,lb0,,
41.89581,1,1-2,l1,,
42.19578,1,,l2,,
42.52908,1,2-3,lb1,,
42.829049999999995,1,,lb0,,
43.46232,1,w3,,,
43.49565,1,sp3-4,,,
44.062259999999995,1,j4-1,,,
44.062259999999995,2,j1-2,,,
44.062259999999995,3,j4-1,,,
44.062259999999995,4,j3-4,,,
44.062259999999995,5,j3-4,,,
44.062259999999995,1,,,,L0
44.062259999999995,2,,,,L0
44.062259999999995,3,,,,L0
44.062259999999995,4,,,,L0
44.062259999999995,5,,,,L0
44.062259999999995,MOT_mc_light_up_00,l2,,
44.062259999999995,MOT_mc_light_center_00,l2,,
44.062259999999995,MOT_mc_light_under_00,l2,,
44.062259999999995,MOT_mc_bg_black_00,b65-45,,
44.062259999999995,MOT_mc_stage_color_00,r-flash,,
44.36223,1,1-2,l1,,
44.36223,2,2-3,l1,,
44.36223,3,1-2,l1,,
44.36223,4,4-1,l1,,
44.36223,5,4-1,l1,,
44.62887,1,,l2,,
44.62887,2,,l2,,
44.62887,3,,l2,,
44.62887,4,,l2,,
44.62887,5,,l2,,
44.92884,1,,l3,,
44.92884,2,,l3,,
44.92884,3,,l3,,
44.92884,4,,l3,,
44.92884,5,,l3,,
45.295469999999995,5,w1,,,
45.295469999999995,4,w1,,,
45.295469999999995,3,w2,,,
45.295469999999995,2,w3,,,
45.295469999999995,1,w2,,,
45.39546,1,2-3,lb2,,
45.39546,2,3-4,lb2,,
45.39546,3,2-3,lb2,,
45.39546,4,1-2,lb2,,
45.39546,5,1-2,lb2,,
45.76209,1,,lb1,,
