0.03333,MOT_mc_bg_black_00,seat100-0,,
2.56641,1,j1-2,,,
2.56641,2,j1-2,,,
2.56641,3,j1-2,,,
2.56641,4,j1-2,,,
2.56641,5,j1-2,,,
2.93304,1,2-3,,,
2.93304,2,2-3,,,
2.93304,3,2-3,,,
2.93304,4,2-3,,,
2.93304,5,2-3,,,
3.3329999999999997,4,hj3,,,
3.3329999999999997,5,hj3,,,
3.59964,2,j3-4,,,
3.59964,3,j3-4,,,
3.79962,1,j3-4,,,
4.1329199999999995,1,j4-1,,,
4.1329199999999995,2,j4-1,,,
4.1329199999999995,3,j4-1,,,
4.1329199999999995,4,j3-4,,,
4.1329199999999995,5,j3-4,,,
4.46622,1,1-2,,,
4.46622,2,1-2,,,
4.46622,3,1-2,,,
4.46622,4,4-1,,,
4.46622,5,4-1,,,
4.83285,1,hj2,,,
4.83285,2,hj2,,,
4.83285,3,hj2,,,
4.83285,4,hj1,,,
4.83285,5,hj1,,,
5.3328,1,j2-3,,,
5.3328,2,j2-3,,,
5.3328,3,j2-3,,,
5.3328,4,j1-2,,,
5.3328,5,j1-2,,,
5.6661,1,j3-4,,,
5.6661,2,j3-4,,,
5.6661,3,j3-4,,,
5.6661,4,j2-3,,,
5.6661,5,j2-3,,,
6.03273,4,hj3,,,
6.03273,5,hj3,,,
6.29937,2,j4-1,,,
6.29937,3,j4-1,,,
6.49935,1,j4-1,,,
6.89931,1,1-2,,,
6.89931,2,1-2,,,
6.89931,3,1-2,,,
6.89931,4,3-4,,,
6.89931,5,3-4,,,
7.39926,1,j2-3,,,
7.39926,2,j2-3,,,
7.39926,3,j2-3,,,
7.39926,4,j4-1,,,
7.39926,5,j4-1,,,
7.9992,1,3-4,,,
7.9992,2,3-4,,,
7.9992,3,3-4,,,
7.9992,4,1-2,,,
7.9992,5,1-2,,,
8.465819999999999,1,4-1,l1,,
8.465819999999999,2,4-1,l1,,
8.465819999999999,3,4-1,l1,,
8.465819999999999,4,2-3,l1,,
8.465819999999999,5,2-3,l1,,
8.79912,1,1-2,l2,,
8.79912,2,1-2,l2,,
8.79912,3,1-2,l2,,
8.79912,4,3-4,l2,,
8.79912,5,3-4,l2,,
9.09909,1,j2-3,,,
9.09909,2,j2-3,,,
9.09909,3,j2-3,,,
9.09909,4,j4-1,,,
9.09909,5,j4-1,,,
9.6657,1,3-4,lwb0,,
9.6657,2,3-4,lwb0,,
9.6657,3,3-4,lwb0,,
9.6657,4,1-2,lwb0,,
9.6657,5,1-2,lwb0,,
10.03233,1,4-1,rw2,,
10.03233,2,4-1,rw2,,
10.03233,3,4-1,rw2,,
10.03233,4,2-3,rw2,,
10.03233,5,2-3,rw2,,
10.36563,1,1-2,rwb0,,
10.36563,2,1-2,rwb0,,
10.36563,3,1-2,rwb0,,
10.36563,4,3-4,rwb0,,
10.36563,5,3-4,rwb0,,
10.76559,1,2-3,,,
10.76559,2,2-3,,,
10.76559,3,2-3,,,
10.76559,4,4-1,,,
10.76559,5,4-1,,,
11.06556,1,lp3,,,
11.06556,2,lp3,,,
11.06556,3,lp3,,,
11.06556,4,lp1,,,
11.06556,5,lp1,,,
11.73216,2,j3-4,,,
11.73216,3,j3-4,,,
11.86548,4,j1-2,,,
11.86548,1,j3-4,,,
11.86548,5,j1-2,,,
12.432089999999999,1,4-1,,,
12.432089999999999,2,4-1,,,
12.432089999999999,3,4-1,,,
12.432089999999999,4,2-3,,,
12.432089999999999,5,2-3,,,
12.69873,1,lp1,,,
12.69873,2,lp1,,,
12.69873,3,lp1,,,
12.69873,4,lp3,,,
12.69873,5,lp3,,,
13.59864,5,j3-4,,,
14.23191,4,j3-4,,,
14.3319,MOT_all,cut01,,
14.665199999999999,5,w4,,,
14.965169999999999,3,j1-2,,,
15.29847,4,w4,,,
15.63177,2,j1-2,,,
16.03173,3,w2,,,
16.29837,4,4-1,,,
16.29837,2,2-3,,,
16.29837,1,j1-2,,,
16.29837,3,2-3,,,
16.29837,5,4-1,,,
16.86498,1,2-3,,,
16.86498,2,3-4,,,
16.86498,3,3-4,,,
16.86498,4,1-2,,,
16.86498,5,1-2,,,
17.331599999999998,1,hj3,,,
17.331599999999998,2,hj4,,,
17.331599999999998,3,hj4,,,
17.331599999999998,4,hj2,,,
17.331599999999998,5,hj2,,,
17.9982,1,sp3-4,,,
17.9982,2,sp4-1,,,
17.9982,3,sp4-1,,,
17.9982,4,sp2-3,,,
17.9982,5,sp2-3,,,
18.9981,4,j3-4,,,
18.9981,2,j1-2,,,
18.9981,1,w4,,f1,
18.9981,1,sort,300,
18.9981,3,j1-2,,,
18.9981,5,j3-4,,,
19.03143,MOT_control_all,zoom01,,
19.198079999999997,MOT_mc_stage_color_00,b-flash,,
19.43139,1,lp4,,,
20.03133,1,,l1,,
19.43139,1,sort,300,
20.06466,5,w4,,,
20.06466,3,w2,,,
20.06466,2,w2,,,
20.06466,2,sort,300,
20.06466,3,sort,300,
20.06466,4,w4,,,
20.93124,1,4-1,,,
21.56451,1,,lb0,,
21.86448,MOT_all,cut02,,
21.86448,1,w1,,,
22.09779,1,sj1,,,
22.13112,2,sj2,,,
22.431089999999998,1,sj1,,,
22.631069999999998,2,w2,,,
22.76439,1,j1-2,,,
22.797719999999998,2,sj2,,,
23.29767,2,w2,,,
23.430989999999998,MOT_control_all,zoom02,,
23.430989999999998,1,,,,D40
23.49765,2,2-3,,f1,
23.49765,2,sort,300,
23.49765,1,,,b0,
23.49765,1,sort,300,
23.830949999999998,1,w2,,,
23.830949999999998,2,lp3,,,
24.29757,2,3-4,,,
24.630869999999998,2,lp4,,,
25.664099999999998,2,j4-1,,,
26.73066,2,w1,,,
27.097289999999997,2,1-2,,,
27.39726,2,lp2,,,
28.43049,3,sj2,,,
28.497149999999998,2,,,b0,
28.497149999999998,2,sort,300,
28.83045,3,sj2,,,
28.86378,1,2-3,,,
29.06376,MOT_all,cut03,,
29.19708,2,2-3,,,
29.19708,3,2-3,,,
29.23041,3,sj3,,,
29.530379999999997,4,4-1,,,
29.530379999999997,5,4-1,,,
29.59704,3,sj3,,,
29.79702,1,w3,,,
29.897009999999998,MOT_control_all,zoom03,,
29.997,3,3-4,,f1,
29.997,3,sort,300,
30.130319999999998,2,w3,,,
30.26364,2,,,,D40
30.39696,3,4-1,,,
30.46362,5,w1,,,
30.46362,4,w1,,,
30.79692,3,1-2,,,
30.89691,3,,l1,,
31.26354,3,lp2,,,
31.89681,3,2-3,l2,,
32.43009,3,j3-4,,,
32.9967,3,,lb1,,
33.33,4,sj1,,,
33.39666,3,,lb0,,
33.496649999999995,3,w4,,,
33.72996,4,sj1,,,
33.72996,4,sort,600,
33.72996,3,j4-1,,,
33.72996,MOT_all,cut04,,
34.12992,4,sj1,,,
34.263239999999996,MOT_control_all,zoom04,,
34.49655,4,sj1,,,
34.79652,3,w1,,,
34.79652,4,1-2,,f1,
34.79652,4,sort,600,
34.79652,3,,,b0,
34.79652,3,sort,300,
34.79652,3,,,,D40
35.3298,4,2-3,r1,,
36.26304,4,w3,,,
36.56301,MOT_all,cut05,,
36.729659999999996,4,3-4,r2,,
37.06296,4,lp4,,,
37.529579999999996,5,sj1,,,
37.82955,4,4-1,rwb0,,
37.82955,5,1-2,,f1,
37.82955,5,sort,250,
38.29617,MOT_control_all,zoom05,,
38.42949,4,,,b0,
38.42949,4,sort,600,
38.42949,5,hj2,,,
38.49615,4,,,,D40
38.762789999999995,4,w1,,,
39.29607,5,2-3,,,
39.6627,5,lp3,,,
40.795919999999995,MOT_control_all,zoom07,,
40.89591,1,j3-4,,,
40.89591,5,w3,,b0,
40.89591,5,,,,D40
40.89591,1,,,,L0
41.26254,1,lp4,,,
42.16245,MOT_control_all,zoom08,,
42.19578,2,j3-4,,,
42.19578,1,4-1,,,
42.22911,2,,,,L0
42.56241,2,lp4,,,
43.12902,1,w1,,,
43.39566,MOT_control_all,zoom09,,
43.46232,3,,,,L0
43.49565,2,4-1,,,
43.49565,3,j1-2,,,
43.86228,3,lp2,,,
44.428889999999996,2,w1,,,
44.795519999999996,4,j1-2,,,
44.795519999999996,3,2-3,,,
44.795519999999996,4,,,,L0
44.828849999999996,MOT_control_all,zoom10,,
45.16215,4,lp2,,,
45.72876,3,w3,,,
46.12872,MOT_control_all,zoom11,,
46.19538,4,2-3,,,
46.19538,5,j3-4,,,
46.19538,5,,,,L0
46.56201,5,lp4,,,
47.12862,4,w3,,,
47.86188,1,j1-2,,,
47.86188,2,j1-2,,,
47.86188,3,j3-4,,,
47.86188,4,j3-4,,,
47.86188,5,j4-1,,,
48.495149999999995,1,2-3,,,
48.495149999999995,2,2-3,,,
48.495149999999995,3,4-1,,,
48.495149999999995,4,4-1,,,
48.495149999999995,5,1-2,,,
48.9951,MOT_control_all,zoom12,,
49.06176,1,3-4,,f1,
49.42839,5,w2,,,
49.42839,3,w1,,,
49.42839,2,w3,,,
49.42839,4,w1,,,
49.79502,1,4-1,,,
49.79502,2,3-4,,,
49.79502,3,1-2,,,
49.79502,4,1-2,,,
49.79502,5,2-3,,,
50.02833,MOT_control_all,zoom13,,
50.128319999999995,2,4-1,,f1,
50.72826,5,w3,,,
50.72826,3,w2,,,
50.72826,1,w1,,,
50.72826,4,w2,,,
50.79492,1,1-2,,,
50.79492,2,1-2,,,
50.79492,3,2-3,,,
50.79492,4,2-3,,,
50.79492,5,3-4,,,
50.961569999999995,MOT_control_all,zoom14,,
51.16155,3,3-4,,f1,
51.728159999999995,5,w4,,,
51.728159999999995,1,w2,,,
51.728159999999995,2,w2,,,
51.728159999999995,4,w3,,,
51.794819999999994,MOT_control_all,zoom15,,
51.82815,4,3-4,,f1,
51.82815,2,2-3,,,
51.82815,1,j2-3,,,
51.82815,3,4-1,,,
51.82815,5,4-1,,f1,
52.194779999999994,1,lp3,,,
52.194779999999994,2,lp3,,,
52.194779999999994,3,lp1,,,
52.194779999999994,4,lp4,,,
52.194779999999994,5,lp1,,,
53.96127,1,3-4,,,
53.96127,2,3-4,,,
53.96127,3,1-2,,,
53.96127,4,4-1,,,
53.96127,5,1-2,,,
54.6612,1,j4-1,,,
54.6612,2,j4-1,,,
54.6612,3,j2-3,,,
54.6612,4,j1-2,,,
54.6612,5,j2-3,,,
55.027829999999994,1,1-2,,,
55.361129999999996,2,1-2,,,
55.361129999999996,3,3-4,,,
55.461119999999994,2,,l1,,
55.461119999999994,3,,r1,,
55.69443,4,2-3,,,
55.69443,5,3-4,,,
55.794419999999995,4,,l1,,
55.794419999999995,5,,r1,,
55.96107,1,w2,,,
56.09439,4,sj3,,,
56.09439,5,sj4,,,
56.12772,MOT_all,cut06,,
56.227709999999995,2,sj2,,,
56.227709999999995,3,sj4,,,
56.36103,1,sj2,,,
56.561009999999996,1,j2-3,,,
56.561009999999996,2,j2-3,,,
56.561009999999996,3,j4-1,,,
56.561009999999996,4,j3-4,,,
56.561009999999996,5,j4-1,,,
56.79432,MOT_control_all,zoom16,,
56.89431,MOT_mc_special_01,sabi,,
57.060959999999994,1,3-4,,,
57.060959999999994,2,3-4,,,
57.060959999999994,3,1-2,,,
57.060959999999994,4,4-1,,,
57.060959999999994,5,1-2,,,
57.49425,1,sj4,,,
57.49425,4,sj1,,,
57.49425,5,sj2,,,
57.794219999999996,2,sj4,,,
57.794219999999996,3,sj2,,,
57.9942,5,w2,,,
57.9942,1,w4,,,
57.9942,4,w1,,,
58.09419,1,4-1,,,
58.09419,2,4-1,,,
58.09419,3,2-3,,,
58.09419,4,1-2,,,
58.09419,5,2-3,,,
58.42749,1,j1-2,,,
58.42749,2,j1-2,,,
58.42749,3,j3-4,,,
58.42749,4,j2-3,,,
58.42749,5,j3-4,,,
59.027429999999995,2,j2-3,,,
59.027429999999995,3,j4-1,,,
59.3274,1,j2-3,,,
59.3274,4,j3-4,,,
59.3274,5,j4-1,,,
59.72736,1,hj3,,,
59.72736,2,hj3,,,
59.72736,3,hj1,,,
59.72736,4,hj4,,,
59.72736,5,hj1,,,
60.42729,1,3-4,,,
60.42729,2,3-4,,,
60.42729,3,1-2,,,
60.42729,4,4-1,,,
60.42729,5,1-2,,,
60.52728,1,,l1,,
60.52728,2,,l2,,
60.52728,3,,rb0,,
