0.03333,MOT_mc_bg_black_00,b95,,
0.03333,MOT_all,cut1,,
0.03333,1,,,,D100
0.03333,2,,,,D100
0.03333,3,,,,D100
1.86648,MOT_all,cut2,,
1.86648,1,j1-2,,,
1.86648,2,j1-2,,,
1.86648,3,j1-2,,,
1.89981,MOT_mc_stage_color_00,b-flash,,
1.9331399999999999,1,,,,L80
1.9331399999999999,2,,,,L80
1.9331399999999999,3,,,,L80
2.93304,3,w2,,,
2.93304,2,w2,,,
2.93304,1,w2,,,
3.53298,3,2-3,,,
3.79962,1,2-3,,,
4.06626,2,2-3,,,
4.46622,3,w3,,,
4.69953,1,3-4,,,
4.69953,2,3-4,,,
4.69953,3,3-4,,,
5.13282,1,4-1,,,
5.3994599999999995,2,4-1,,,
5.3994599999999995,3,4-1,,,
5.73276,1,j1-2,,,
5.73276,2,j1-2,,,
5.73276,3,j1-2,,,
6.3327,2,2-3,,,
6.39936,1,2-3,,,
6.466019999999999,3,2-3,,,
7.16595,2,lp3,,,
7.332599999999999,1,w3,,,
7.332599999999999,3,lp3,,,
7.49925,1,lp3,,,
8.365829999999999,2,sp3-4,,,
8.565809999999999,3,sp3-4,,,
8.765789999999999,1,sp3-4,,,
9.46572,3,hj4,,,
9.56571,MOT_mc_stage_color_00,b-flash,,
9.56571,1,hj4,,,
9.6657,2,hj4,,,
10.698929999999999,3,w4,,,
10.698929999999999,2,4-1,,,
10.798919999999999,1,w4,,,
10.96557,1,4-1,,,
11.23221,3,4-1,,,
11.63217,2,w1,,,
11.79882,3,j1-2,,,
11.89881,1,w1,,,
12.132119999999999,1,j1-2,,,
12.46542,2,j1-2,,,
12.86538,3,w2,,,
13.19868,1,w2,,,
13.39866,2,sp2-3,,,
13.46532,1,sp2-3,,,
13.531979999999999,3,sp2-3,,,
13.831949999999999,1,sj3,,,
13.831949999999999,2,sj3,,,
13.831949999999999,3,sj3,,,
14.265239999999999,3,3-4,r1,,
14.3319,2,w3,,,
14.3319,1,w3,,,
14.59854,3,lp4,,,
14.69853,1,3-4,,,
15.03183,1,lp4,,,
15.165149999999999,2,3-4,l1,,
15.49845,2,lp4,,,
16.16505,1,4-1,,,
16.16505,2,4-1,lb0,,
16.16505,3,4-1,rb0,,
17.09829,3,w1,,,
17.09829,2,w1,,,
17.09829,1,w1,,,
18.3315,MOT_mc_stage_color_00,r-flash,,
18.3315,3,sp1-2,,,
18.49815,MOT_mc_stage_color_00,r-flash,,
18.49815,2,sp1-2,,,
18.6648,MOT_mc_stage_color_00,r-flash,,
18.6648,1,sp1-2,,,
18.83145,MOT_mc_stage_color_00,r-flash,,
18.964769999999998,MOT_mc_stage_color_00,r-flash,,
19.13142,MOT_mc_stage_color_00,b-flash,,
19.13142,1,,,,L60
19.13142,2,,,,L60
19.13142,3,,,,L60
19.13142,1,hj2,,,
19.13142,2,hj2,,,
19.13142,3,hj2,,,
19.69803,1,2-3,,,
19.69803,2,2-3,l1,,
19.69803,3,2-3,r1,,
20.09799,1,3-4,,,
20.09799,2,3-4,,,
20.09799,3,3-4,,,
20.597939999999998,1,sp4-1,,,
20.597939999999998,2,sp4-1,,,
20.597939999999998,3,sp4-1,,,
20.76459,MOT_mc_stage_color_00,b-flash,,
21.03123,1,j1-2,,,
21.09789,MOT_mc_stage_color_00,r-flash,,
21.26454,2,j1-2,,,
21.26454,3,j1-2,,,
21.431189999999997,MOT_mc_stage_color_00,b-flash,,
21.631169999999997,1,2-3,,,
21.96447,1,3-4,,,
21.96447,2,2-3,lb0,,
21.96447,3,2-3,rb0,,
22.397759999999998,2,3-4,,,
22.53108,3,3-4,,,
22.6644,1,4-1,,,
22.93104,2,j4-1,,,
22.93104,3,j4-1,,,
22.9977,MOT_mc_stage_color_00,b-flash,,
23.09769,1,j1-2,,,
23.331,MOT_mc_stage_color_00,r-flash,,
23.630969999999998,2,sp1-2,,,
23.89761,1,sp2-3,,,
23.9976,3,w1,,,
24.16425,3,sp1-2,,,
24.664199999999997,MOT_mc_stage_color_00,b-flash,,
24.830849999999998,1,hj3,,,
24.96417,MOT_mc_stage_color_00,r-flash,,
25.19748,2,hj2,,,
25.19748,3,hj2,,,
25.264139999999998,MOT_mc_stage_color_00,r-flash,,
25.864079999999998,2,2-3,r1,,
25.864079999999998,3,2-3,l1,,
26.03073,MOT_mc_stage_color_00,b-flash,,
26.064059999999998,1,w3,,,
26.19738,1,j3-4,,,
26.19738,2,j3-4,,,
26.19738,3,j3-4,,,
26.76399,3,hj4,,,
26.83065,MOT_mc_stage_color_00,b-flash,,
26.83065,1,hj4,,,
26.897309999999997,2,hj4,,,
27.39726,1,4-1,,,
27.79722,1,1-2,,,
27.79722,2,,rb0,,
27.79722,3,,lb0,,
27.9972,3,w4,,,
28.130519999999997,2,w4,,,
28.19718,1,hj2,,,
28.19718,2,hj4,,,
28.19718,3,hj4,,,
28.497149999999998,MOT_mc_stage_color_00,b-flash,,
28.79712,2,j4-1,,,
28.79712,3,j4-1,,,
28.83045,MOT_mc_stage_color_00,r-flash,,
29.03043,1,j2-3,,,
29.16375,MOT_mc_stage_color_00,b-flash,,
29.6637,1,sp3-4,,,
29.6637,2,sp1-2,,,
29.6637,3,sp1-2,,,
30.63027,1,j4-1,,,
30.763589999999997,MOT_mc_stage_color_00,b-flash,,
30.930239999999998,2,j2-3,,,
