0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,,,,D100
0.03333,2,,,,D100
0.03333,3,,,,D100
0.03333,4,,,,D100
0.03333,5,,,,D100
0.03333,2,sort,-500,
0.03333,3,sort,-500,
0.06666,MOT_mc_special_01,open,,
2.46642,MOT_mc_light_center_00,open,,
2.5997399999999997,MOT_mc_bg_black_00,b80-65,,
2.5997399999999997,1,1-2,,,
2.5997399999999997,2,1-2,,,
2.5997399999999997,3,1-2,,,
2.5997399999999997,4,1-2,,,
2.5997399999999997,5,1-2,,,
2.63307,1,,,,L80
2.63307,2,,,,L80
2.63307,3,,,,L80
2.63307,4,,,,L80
2.63307,5,,,,L80
2.86638,MOT_mc_stage_color_00,r-flash,,
2.9997,1,lp2,,,
2.9997,2,lp2,,,
2.9997,3,lp2,,,
2.9997,4,lp2,,,
2.9997,5,lp2,,,
3.89961,1,2-3,,,
3.9996,2,2-3,,,
3.9996,3,2-3,,,
4.09959,4,2-3,,,
4.09959,5,2-3,,,
4.39956,1,lp3,,,
4.39956,2,lp3,,,
4.39956,3,lp3,,,
4.39956,4,lp3,,,
4.39956,5,lp3,,,
5.53278,1,3-4,,,
5.53278,2,3-4,,,
5.53278,3,3-4,,,
5.53278,4,3-4,,,
5.53278,5,3-4,,,
5.89941,1,lp4,,,
5.89941,2,lp4,,,
5.89941,3,lp4,,,
5.89941,4,lp4,,,
5.89941,5,lp4,,,
6.9659699999999996,1,j4-1,,,
7.032629999999999,2,j4-1,,,
7.032629999999999,3,j4-1,,,
7.09929,4,j4-1,,,
7.09929,5,j4-1,,,
7.432589999999999,1,lp1,,,
7.432589999999999,2,lp1,,,
7.432589999999999,3,lp1,,,
7.432589999999999,4,lp1,,,
7.432589999999999,5,lp1,,,
7.86588,1,1-2,,,
7.86588,2,1-2,,,
7.86588,3,1-2,,,
7.86588,4,1-2,,,
7.86588,5,1-2,,,
8.73246,2,,r1,,
8.73246,3,,r1,,
8.73246,1,,l1,,
8.73246,4,,l1,,
8.73246,5,,l1,,
8.79912,5,w2,,,
8.79912,4,w2,,,
8.79912,3,w2,,,
8.79912,2,w2,,,
8.79912,1,w2,,,
9.3324,2,2-3,rb0,,
9.3324,3,2-3,rb0,,
9.3324,1,2-3,lb0,,
9.3324,4,2-3,lb0,,
9.3324,5,2-3,lb0,,
9.63237,1,lp3,,,
9.63237,2,lp3,,,
9.63237,3,lp3,,,
9.63237,4,lp3,,,
9.63237,5,lp3,,,
10.098989999999999,1,sp3-4,,,
10.098989999999999,2,sp3-4,,,
10.098989999999999,3,sp3-4,,,
10.098989999999999,4,sp3-4,,,
10.098989999999999,5,sp3-4,,,
10.798919999999999,1,sj4,,,
10.798919999999999,2,sj4,,,
10.798919999999999,3,sj4,,,
10.798919999999999,4,sj4,,,
10.798919999999999,5,sj4,,,
11.098889999999999,1,lp4,,,
11.098889999999999,2,lp4,,,
11.098889999999999,3,lp4,,,
11.098889999999999,4,lp4,,,
11.098889999999999,5,lp4,,,
11.63217,4,4-1,,,
11.63217,5,4-1,,,
12.29877,2,4-1,,,
12.29877,3,4-1,,,
12.56541,5,w1,,,
12.56541,4,w1,,,
13.09869,1,4-1,,,
13.232009999999999,3,w1,,,
13.232009999999999,2,w1,,,
13.831949999999999,1,j1-2,,,
13.831949999999999,2,j1-2,,,
13.831949999999999,3,j1-2,,,
13.831949999999999,4,j1-2,,,
13.831949999999999,5,j1-2,,,
14.165249999999999,1,lp2,,,
14.165249999999999,2,lp2,,,
14.165249999999999,3,lp2,,,
14.165249999999999,4,lp2,,,
14.165249999999999,5,lp2,,,
14.665199999999999,1,2-3,,,
14.665199999999999,2,2-3,,,
14.665199999999999,3,2-3,,,
14.665199999999999,4,2-3,,,
14.665199999999999,5,2-3,,,
14.765189999999999,MOT_mc_bg_black_00,b65-45,,
14.765189999999999,1,,,,L60
14.765189999999999,2,,,,L60
14.765189999999999,3,,,,L60
14.765189999999999,4,,,,L60
14.765189999999999,5,,,,L60
14.83185,MOT_mc_stage_color_00,b-flash,,
14.83185,MOT_mc_light_up_00,l2,,
14.89851,1,,,,L40
14.89851,2,,,,L40
14.89851,3,,,,L40
14.89851,4,,,,L40
14.89851,5,,,,L40
15.03183,1,,,,L20
15.03183,2,,,,L20
15.03183,3,,,,L20
15.03183,4,,,,L20
15.03183,5,,,,L20
15.29847,1,3-4,,,
15.29847,2,3-4,,,
15.29847,3,3-4,,,
15.29847,4,3-4,,,
15.29847,5,3-4,,,
16.03173,4,4-1,,,
16.06506,2,4-1,,,
16.09839,1,4-1,,,
16.131719999999998,3,4-1,,,
16.16505,5,4-1,,,
16.43169,1,lp1,,,
16.43169,2,lp1,,,
16.43169,3,lp1,,,
16.43169,4,lp1,,,
16.43169,5,lp1,,,
16.79832,5,1-2,,,
16.83165,3,1-2,,,
16.86498,1,1-2,,,
16.89831,2,1-2,,,
16.931639999999998,4,1-2,,,
17.49825,1,2-3,,,
17.49825,2,2-3,,,
17.49825,3,2-3,,,
17.49825,4,2-3,,,
17.49825,5,2-3,,,
17.83155,1,lp3,,,
17.83155,2,lp3,,,
17.83155,3,lp3,,,
17.83155,4,lp3,,,
17.83155,5,lp3,,,
18.19818,1,3-4,,,
18.19818,2,3-4,,,
18.19818,3,3-4,,,
