time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,1,0
1.846154,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,37.14285714,0
3.461538,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,260,8
3.692308,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,37.14285714,0
5.307692,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,260,8
5.538462,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,37.14285714,0
7.153846,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,260,8
7.384615,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,37.14285714,0
9,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,260,8
9.230769,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,130,0
11.884615,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
12,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
12.230769,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
12.346154,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
12.576923,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
12.692308,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
12.923077,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,0
18.461538,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,0
18.576923,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
18.692308,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
18.923077,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
19.038462,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
19.269231,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
19.384615,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
19.615385,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
19.730769,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
19.961538,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
20.076923,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
20.192308,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,520,8
20.307692,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,0
49.846154,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,130,0
57.230769,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,130,0
64.615385,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,37.14285714,0
66.230769,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,260,8
66.461538,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,0
110.769231,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,37.14285714,0
112.384615,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Uhoi,260,8
112.615385,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,0
116.307692,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,1,1
116.423077,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
116.538462,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
116.653846,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
116.769231,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
116.884615,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
117,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
117.115385,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
117.230769,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
117.461538,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
117.576923,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
117.807692,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
117.923077,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
118.269231,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
118.384615,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
118.5,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
118.615385,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Pause,1,2
118.730769,Uhoi,5,Random2,Pink05,Blue07,,,,,,,,,Oioi,260,2
