0.00000,1,sort,-24000,
0.00000,2,sort,-24000,
0.03333,MOT_mc_special_01,stay,,
0.03333,MOT_all,cut1,,
3.1330199999999997,MOT_mc_special_01,scene01,,
18.03153,MOT_mc_special_01,scene02,,
21.09789,1,1-2,,
21.09789,2,1-2,,
21.431189999999997,1,lp2,,
21.431189999999997,2,lp2,,
21.797819999999998,1,j2-3,,
21.797819999999998,2,j2-3,,
22.597739999999998,1,,r1,
22.597739999999998,2,,r1,
23.29767,1,,r2,
23.29767,2,,r2,
23.79762,1,3-4,,
23.79762,2,3-4,,
24.13092,1,lp4,,
24.13092,2,lp4,,
24.56421,2,4-2,,
24.864179999999998,1,4-2,,
25.19748,1,sj2,,
25.19748,2,sj2,,
25.53078,1,lp2,,
25.53078,2,lp2,,
25.864079999999998,1,2-3,,
26.16405,2,2-3,,
26.53068,1,sj3,,
26.53068,2,sj3,,
26.897309999999997,1,lp3,,
26.897309999999997,2,lp3,,
27.297269999999997,1,3-1,rb1,
27.297269999999997,2,3-1,rb1,
27.79722,1,1-4,,
27.79722,2,1-4,,
28.130519999999997,1,sj4,,
28.130519999999997,2,sj4,,
28.530479999999997,1,4-2,rb0,
28.530479999999997,2,4-2,rb0,
29.26374,1,2-3,,
29.26374,2,2-3,,
29.59704,1,lp3,,
29.59704,2,lp3,,
29.930339999999998,1,j3-4,,
29.930339999999998,2,j3-4,,
30.296969999999998,1,lp4,,
30.296969999999998,2,lp4,,
31.563509999999997,MOT_mc_special_01,scene04,,
40.42929,MOT_mc_special_01,scene05,,
54.227909999999994,MOT_mc_special_01,scene06,,
65.39345999999999,MOT_mc_special_01,scene07,,
74.29257,MOT_mc_special_01,scene08,,
80.62527,MOT_mc_special_01,scene10,,
85.49145,MOT_mc_back_00,live,,
88.29117,MOT_mc_special_01,scene11,,
98.9901,1,5-6,,
98.9901,2,5-6,,
98.9901,1,,lb0,
98.9901,2,,rb0,
99.35673,1,lp6,,
99.35673,2,lp6,,
99.59004,1,6-7,,
99.59004,2,6-7,,
99.95667,1,j7-8,,
99.95667,2,j7-8,,
99.95667,1,,l1,
99.95667,2,,r1,
100.32329999999999,1,lp8,,
100.32329999999999,2,lp8,,
101.88981,1,8-6,,
101.88981,2,8-6,,
101.88981,1,,l2,
101.88981,2,,r2,
102.25644,1,6-5,,
102.25644,2,6-5,,
102.25644,1,,l3,
102.25644,2,,r3,
102.62307,1,sj5,,
102.62307,2,sj5,,
102.9897,1,lp5,,
102.9897,2,lp5,,
103.62297,1,5-8,,
103.62297,2,5-8,,
103.62297,1,,l4,
103.62297,2,,r4,
103.82294999999999,MOT_mc_special_01,scene12,,
104.35623,1,lp8,,
104.35623,2,lp8,,
107.72256,MOT_mc_special_01,scene13,,
113.32199999999999,MOT_mc_special_01,scene14,,
119.02143,MOT_mc_special_01,scene15,,
