0.03333,MOT_all,cut1,,
0.03333,1,,,,D100
0.03333,2,,,,D100
0.03333,3,,,,D100
0.03333,MOT_mc_bg_black_00,b65,,
0.03333,MOT_mc_light_center_00,l2,,
0.03333,MOT_control_all,zoom1,,
2.43309,1,j1-2,,,
2.43309,2,j1-2,,,
2.43309,3,j1-2,,,
2.63307,1,,,,L80
2.63307,2,,,,L80
2.63307,3,,,,L80
2.7997199999999998,MOT_mc_stage_color_00,b-flash,,
2.86638,1,2-3,,,
2.86638,2,2-3,,,
2.86638,3,2-3,,,
3.19968,1,lp3,,,
3.79962,3,w3,,,
3.79962,2,w3,,,
3.8662799999999997,1,3-4,,f1,
3.9662699999999997,1,,,,L20
4.26624,1,lp4,,,
4.6662,1,4-1,,,
5.23281,1,j1-2,,,
5.63277,1,lp2,,,
6.73266,1,,,b0,
6.89931,1,,,,D80
7.46592,2,,,,L20
7.46592,3,,,,L20
7.46592,1,2-3,,,
7.46592,2,3-4,,,
7.46592,3,3-4,,,
7.46592,2,,,f1,
7.46592,3,,,f1,
7.69923,MOT_mc_stage_color_00,b-flash,,
7.86588,2,4-1,,,
7.86588,3,4-1,,,
8.19918,2,1-2,,,
8.19918,3,1-2,,,
8.39916,1,w3,,,
8.53248,2,lp2,,,
8.53248,3,lp2,,,
9.53238,2,j2-3,,,
9.53238,3,j2-3,,,
9.93234,2,lp3,,,
9.93234,3,lp3,,,
11.06556,2,j3-4,,,
11.06556,3,j3-4,,,
11.63217,2,sj4,,,
11.63217,3,sj4,,,
11.63217,1,3-4,,,
12.132119999999999,3,w4,,,
12.132119999999999,2,w4,,,
12.36543,2,sj4,,,
12.36543,3,sj4,,,
12.36543,1,4-1,,,
12.86538,3,w4,,,
12.86538,2,w4,,,
13.232009999999999,MOT_all,cut2,,
13.232009999999999,MOT_mc_bg_black_00,b65-20,,
13.29867,1,w1,,,
13.29867,3,,,,L0
13.29867,2,,,,D80
13.29867,2,4-1,,b0,
13.29867,1,1-2,,,
13.29867,3,j4-1,,,
13.69863,3,hj1,,,
14.09859,MOT_mc_stage_color_00,r-flash,,
14.165249999999999,MOT_mc_light_center_00,l1,,
14.23191,2,w1,,,
14.23191,1,w2,,,
14.265239999999999,3,1-2,,,
14.63187,3,2-3,,,
14.965169999999999,3,lp3,,,
15.29847,3,j3-4,,,
15.63177,3,lp4,,,
16.36503,3,4-1,,,
16.731659999999998,3,,r1,,
17.09829,3,,r2,,
17.29827,3,w1,,,
17.46492,3,1-2,r3,,
17.9982,3,hj2,,,
18.49815,3,lp2,,,
19.23141,3,2-3,,,
19.564709999999998,3,j3-4,,,
19.598039999999997,1,2-3,,,
19.598039999999997,2,1-2,,,
19.83135,MOT_mc_stage_color_00,r-flash,,
20.03133,3,4-1,,,
20.3313,3,j1-2,,,
20.53128,2,w2,,,
20.53128,1,w3,,,
20.6646,3,lp2,,,
20.997899999999998,3,j2-3,,,
21.3312,3,lp3,,,
22.09779,3,3-4,,,
22.49775,3,,rb2,,
22.86438,3,,rb1,,
23.031029999999998,3,w4,,,
23.19768,3,4-1,rb0,,
23.56431,1,3-4,,,
23.56431,2,2-3,,,
23.864279999999997,3,j1-2,,,
24.230909999999998,3,lp2,,,
24.49755,2,w3,,,
24.49755,1,w4,,,
25.29747,2,3-4,,f1,
25.29747,3,2-3,,b0,
25.43079,2,,,,L0
25.43079,3,,,,D80
25.56411,MOT_mc_stage_color_00,y-flash,,
25.664099999999998,2,lp4,,,
26.064059999999998,2,4-1,,,
26.23071,3,w3,,,
26.36403,2,1-2,,,
27.063959999999998,2,j2-3,,,
27.43059,2,3-4,,,
27.730559999999997,2,4-1,,,
28.43049,2,j1-2,,,
28.83045,2,2-3,,,
29.130419999999997,2,3-4,,,
29.930339999999998,2,4-1,l1,,
30.26364,2,1-2,l2,,
30.63027,2,2-3,lb1,,
30.963569999999997,2,3-4,lb0,,
31.363529999999997,2,4-1,,,
31.69683,2,1-2,,,
32.03013,2,lp2,,,
33.896609999999995,2,2-3,,,
34.52988,2,j3-4,,,
34.86318,2,lp4,,,
35.42979,2,4-1,,,
35.76309,2,hj1,,,
36.329699999999995,2,sj1,,,
36.82965,MOT_all,cut3,,
36.82965,2,w1,,,
36.82965,MOT_mc_bg_black_00,b20-80,,
36.89631,MOT_mc_stage_color_00,b-flash,,
36.89631,1,,,,L0
36.89631,2,,,,D80
36.89631,1,4-1,,f1,
36.89631,2,,,b0,
36.96297,MOT_mc_light_center_00,l2,,
37.39626,1,1-2,,,
37.39626,1,,r1,,
37.42959,2,1-2,,,
37.42959,3,3-4,,,
38.06286,1,2-3,,,
38.06286,1,,rb0,,
38.362829999999995,3,w4,,,
38.362829999999995,2,w2,,,
38.46282,1,lp3,,,
38.86278,2,2-3,,,
38.86278,3,4-1,,,
39.26274,1,3-4,,,
39.596039999999995,1,j4-1,,,
39.79602,3,w1,,,
39.79602,2,w3,,,
40.29597,1,j1-2,,,
40.29597,2,3-4,,,
40.29597,3,1-2,,,
41.02923,1,j2-3,,,
41.229209999999995,3,w2,,,
41.229209999999995,2,w4,,,
41.39586,1,lp3,,,
41.72916,2,4-1,,f1,
41.72916,3,2-3,,f1,
41.92914,2,,,,L20
41.92914,3,,,,L20
42.06246,2,,,,L0
42.06246,3,,,,L0
42.06246,1,j3-4,,,
42.429089999999995,1,4-1,,,
