time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,1,0
2.742857,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
3.771429,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
4.114286,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
5.142857,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
15.085714,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
16.114286,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
16.457143,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
17.485714,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
17.828571,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
18.857143,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
19.2,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
20.228571,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
20.571429,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
21.6,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
21.942857,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Oioi,175,0
49.371429,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Oioi,87.5,0
60.342857,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
61.371429,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
61.714286,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
62.742857,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
63.085714,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
64.114286,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
64.457143,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
65.485714,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
65.828571,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
66.857143,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
67.2,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Oioi,175,0
103.2,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Oioi,1,7
103.885714,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Oioi,175,8
104.228571,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
105.257143,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
105.6,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
106.628571,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
106.971429,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
108,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
108.342857,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,58.33,0
109.371429,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Uhoi,175,8
130.285714,Uhoi,5,Random2,Yellow01,Yellow01,,,,,,,,,Bye,300,0
