time,lyrics,size
0,,
19.450,困らせちゃいそうで　悩んでます,
23.833,ちょっと前までのあたしたちってどんなだった？,
30.502835,今日はこのくらい　明日はどのくらい？,
34.800,ほんの少しずつ縮んでく距離,
38.617,もっと大胆でいい？,
40.933,あたし+きみ=ハッピーくらいの　シンプルがいいのに,
49.233,会いたいも曖昧になっちゃう今日この頃です,
57.171737,この恋の解を　何回も　書いて消して繰り返し,
62.850,公式に当てはめてもわかんない,
68.100,まだ埋まんないままの　空欄だらけの気持ち,
73.750,さあ、きみに問題です　この恋の解を答えなさい,
79.847474,今日はうまくいく気がしてた,
82.800,根拠なんてなくて,
85.401789,空回りで　参ったりもするけど,
88.485689,今も　ときめきは　溢れて止まらないから　ゆるしてね？,
95.867,恋の解を　何回も　書いて消して繰り返し,
101.274805,公式に当てはめてもわかんない,
106.580927,あたしなりの解答を導き出したなら　次はきみの番です,
115.083,この恋の解の選択肢は一つだけ,
118.871176,Yesと答えなさい,
126.127412,,
