time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0,,
0,,4,,MasterOut,0,0,,
0,,4,,BUS_0007,0,0,,
0,1,1,1,,,,0,0.78
0,2,2,1,,,,0,0
0,3,3,1,,,,0,0.78
0,4,4,1,,,,0,0.78
30.052,1,1,1,,,,0,0
30.052,2,2,1,,,,0,0.78
44.953,,3,,MasterOut,0.05,0,,
44.953,,3,,BUS_0007,0.2,0,,
47.647,,4,,MasterOut,0,1,,
47.647,,4,,BUS_0007,0,0,,
51.316,,4,,MasterOut,0.05,0,,
51.316,,4,,BUS_0007,0.2,0,,
54.566,,3,,MasterOut,0,1,,
54.566,,3,,BUS_0007,0,0,,
68.844,,2,,MasterOut,0.05,0,,
68.844,,2,,BUS_0007,0.2,0,,
69.54,,1,,MasterOut,0,1,,
69.54,,1,,BUS_0007,0,0.1,,
69.54,1,1,1,,,,0,0.78
76.689,,2,,MasterOut,0,1,,
76.689,,2,,BUS_0007,0,0.1,,
76.689,1,1,1,,,,0,0
91.788,,4,,MasterOut,0,1,,
91.788,,4,,BUS_0007,0,0,,
91.788,3,3,1,,,,5,0.54
91.788,4,4,1,,,,-5,0.54
96.449,,1,,MasterOut,0,1,,
96.449,,1,,BUS_0007,0,0.1,,
96.449,1,1,1,,,,5,0.54
96.449,2,2,1,,,,-5,0.54
104.446,1,1,1,,,,0,0.78
104.446,2,2,1,,,,0,0
108.286,3,3,1,,,,0,0
108.286,4,4,1,,,,0,0.78
109.859,1,1,1,,,,5,0.54
109.859,2,2,1,,,,-5,0.54
110.622,3,3,1,,,,5,0.54
110.622,4,4,1,,,,-5,0.54
118.259,1,1,1,,,,0,0
118.259,2,2,1,,,,0,0.78
120.929,3,3,1,,,,0,0.78
120.929,4,4,1,,,,0,0
126.084,1,1,1,,,,0,0.78
126.084,2,2,1,,,,0,0
