0.03333,MOT_mc_bg_black_00,seat100-0,,
2.7997199999999998,MOT_all,cut01,,
2.7997199999999998,MOT_mc_light_center_00,l1,,
3.29967,1,1-2,r1,
3.29967,2,1-2,l1,
3.63297,1,lp2,,
3.63297,2,lp2,,
4.999499999999999,1,2-3,r2,
4.999499999999999,2,2-3,l2,
5.3328,1,lp3,,
5.3328,2,lp3,,
6.6659999999999995,1,3-4,rb1,
6.6659999999999995,2,3-4,lb1,
6.9993,1,lp4,,
6.9993,2,lp4,,
8.165849999999999,1,4-1,rb0,
8.165849999999999,2,4-1,lb0,
8.49915,1,lp1,,
8.49915,2,lp1,,
9.56571,1,1-2,,
9.56571,2,1-2,,
9.86568,1,j2-3,,
9.86568,2,j2-3,,
10.298969999999999,1,lp3,,
10.298969999999999,2,lp3,,
11.63217,1,j3-4,,
11.89881,2,j3-4,,
12.16545,1,4-1,,
12.69873,2,4-1,,
13.09869,1,w1,,
13.132019999999999,1,1-2,,
13.531979999999999,2,1-2,,
14.065259999999999,1,w2,,
14.465219999999999,2,w2,,
14.59854,1,2-3,,
14.73186,2,2-3,,
15.03183,1,j3-4,,
15.03183,2,j3-4,,
15.465119999999999,1,lp4,,
15.465119999999999,2,lp4,,
15.9984,1,4-1,,
15.9984,2,4-1,,
16.36503,1,1-2,,
16.36503,2,1-2,,
16.89831,MOT_all,cut02,,
16.89831,MOT_mc_light_center_00,stay,,
16.931639999999998,1,2-3,,f1
16.931639999999998,2,w2,,
17.59824,1,3-4,l1,
17.93154,1,lp4,,
18.29817,1,4-1,l2,
18.73146,1,lp1,,
19.46472,1,1-2,,
19.93134,1,j2-3,,
20.26464,1,lp3,,
20.93124,1,3-4,lb1,
21.26454,1,lp4,,
22.73106,1,4-1,lb0,
23.19768,1,sj1,,
23.69763,1,w1,,
23.73096,1,1-2,r1,
24.064259999999997,1,lp2,,
24.464219999999997,1,j2-3,,
24.864179999999998,1,lp3,,
25.39746,1,3-4,rb0,
25.73076,1,lp4,,
26.36403,1,4-1,l1,
26.76399,1,lp1,,
27.16395,1,1-2,lb0,
27.697229999999998,1,lp2,,
28.79712,1,j2-3,,
29.36373,1,3-4,,
29.530379999999997,MOT_all,cut03,,
29.730359999999997,1,4-1,,
30.163649999999997,2,2-3,,f1
30.23031,1,w1,,b0
30.730259999999998,2,lp3,,
31.26354,2,3-4,l1,
31.6635,2,lp4,,
31.930139999999998,2,4-1,l2,
32.296769999999995,2,lp1,,
33.23001,2,1-2,,
33.52998,2,2-3,,
33.863279999999996,2,j3-4,,
34.49655,2,j4-1,,
34.96317,2,lp1,,
36.26304,2,1-2,lb1,
36.59634,2,2-3,lb0,
36.9963,2,lp3,,
37.26294,2,3-4,r1,
37.6629,2,lp4,,
38.16285,2,4-1,r2,
38.49615,2,lp1,,
38.96277,2,j1-2,,
39.46272,2,2-3,rb1,
39.86268,2,lp3,,
40.26264,2,3-4,,
40.69593,2,4-1,,
41.06256,2,lp1,,
41.86248,MOT_all,cut04,,
42.829049999999995,2,1-2,,b0
