0.03333,MOT_mc_bg_black_00,seat100-0,,
3.06636,MOT_mc_bg_black_00,b80-45,,
3.06636,MOT_mc_stage_color_00,b-flash,,
3.06636,MOT_mc_light_under_00,l1,,
3.09969,1,1-2,,
3.69963,2,1-2,,
4.0329299999999995,1,w2,,
4.26624,3,1-2,,
4.63287,2,w2,,
5.199479999999999,3,w2,,
5.23281,1,2-3,,
5.23281,2,2-3,,
5.23281,3,2-3,,
5.5994399999999995,1,lp3,,
5.5994399999999995,2,lp3,,
5.5994399999999995,3,lp3,,
6.266039999999999,MOT_mc_light_center_00,l1,,
6.266039999999999,MOT_mc_light_up_00,l1,,
6.266039999999999,1,j3-4,,
6.266039999999999,2,j3-4,,
6.266039999999999,3,j3-4,,
6.79932,1,4-1,,
6.79932,2,4-1,,
6.79932,3,4-1,,
7.232609999999999,1,1-2,,
7.232609999999999,2,1-2,l1,
7.232609999999999,3,1-2,r1,
7.9992,1,j2-3,,
7.9992,2,j2-3,,
7.9992,3,j2-3,,
8.365829999999999,1,lp3,,
8.365829999999999,2,lp3,,
8.365829999999999,3,lp3,,
8.49915,1,j3-4,,
8.665799999999999,2,j3-4,,
8.83245,3,j3-4,,
9.19908,MOT_mc_stage_color_00,b,,
9.19908,MOT_mc_light_center_00,l2,,
9.19908,MOT_mc_light_up_00,l2,,
9.23241,3,4-1,,f1
9.56571,1,w4,,
9.699029999999999,3,lp1,,
9.73236,2,w4,,
10.53228,3,1-2,rb0,
10.898909999999999,3,j2-3,,
11.298869999999999,3,lp3,,
12.49875,3,3-4,l1,
12.76539,3,lp4,,
13.69863,3,j4-1,,
14.09859,3,lp1,,
15.59844,3,1-2,lb0,
15.89841,3,lp2,,
16.83165,3,j2-3,,
17.19828,3,lp3,,
17.86488,3,j3-4,,
18.23151,3,lp4,,
18.6648,3,4-1,r1,
18.964769999999998,3,lp1,,
21.86448,MOT_mc_stage_color_00,b-r,,
21.86448,3,1-2,,b0
21.86448,1,4-1,,f1
22.231109999999997,1,lp1,,
