time,lyrics,size
0,,
2.3916,（とくとく…… とく…… すぅ……）,
8.033,小さな……\n（ふわふわふわ……）,
13.083,手のひら……\n（ぱちぱちぱち……）,
17.6581,宝物と……\n（にゃにゃにゃあ……）,
23.2227,みんながいるから……,
32.7667,,
38.0725,陽だまり……\n（ぽかぽかぽか……）,
43.2091,ステージ……\n（ぴかぴかぴか……）,
48.0188,どんなときもみんなと……,
53.53,笑っていたいな……,
58.9035,伝えるのは……,
62.3851,少し苦手なんだけれど……,
68.8918,嬉しい気持ちは……,
72.578,言葉にしたいな……,
78.1786,,
80.0709,ね…… 聴こえてるかな…… かな……？,
85.4365,小さな声に…… 少し背伸びして……,
90.8051,壁越しに重ねた…… 気持ちに……,
95.5366,気付いてくれて…… 見つけてくれて……,
99.9658,ありがとう……,
104.2544,ずっと一緒ね…… 約束……。,
111.772,（ドキドキドキ……）,
116.7221,（にこにこにこ……）,
121.7474,（キラキラキラ……）,
126.6944,（わくわくわく……）,
131.803,,
