0.03333,MOT_all,cut1,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_stage_color_00,b,,
0.03333,MOT_mc_light_under_00,l1,,
2.73306,MOT_mc_speaker_00,temp1,,
2.76639,1,1-2,,
2.76639,2,1-2,,
2.76639,3,1-2,,
3.19968,1,w2,,
3.19968,2,w2,,
3.19968,3,w2,,
5.46612,2,2-3,,
5.63277,1,2-3,,
5.76609,3,2-3,,
5.86608,2,w3,,
5.9994,1,w3,,
6.166049999999999,3,w3,,
8.29917,1,3-4,,
8.43249,2,3-4,l1,
8.59914,3,3-4,r1,
8.665799999999999,1,w4,,
8.83245,2,w4,,
9.03243,3,w4,,
11.098889999999999,1,4-2,,
11.098889999999999,2,4-2,l2,
11.098889999999999,3,4-2,r2,
11.49885,1,w2,,
11.49885,2,w2,,
11.49885,3,w2,,
13.9986,1,2-1,,
13.9986,2,2-1,,
13.9986,3,2-1,,
14.365229999999999,1,w1,,
14.365229999999999,2,w1,,
14.365229999999999,3,w1,,
16.46502,1,1-3,,
16.46502,2,1-3,lb1,
16.46502,3,1-3,rb1,
16.83165,1,w3,,
16.83165,2,w3,,
16.83165,3,w3,,
19.49805,1,3-4,,
19.6647,2,3-4,,
19.83135,3,3-4,,
19.93134,1,w4,,
20.03133,2,w4,,
20.23131,3,w4,,
22.56441,1,4-3,,
22.56441,2,4-3,l2,
22.56441,3,4-3,r2,
22.93104,1,w3,,
22.93104,2,w3,,
22.93104,3,w3,,
24.13092,MOT_control_all,zoom1,,
24.59754,MOT_all,cut2,,
25.09749,MOT_mc_light_up_00,l4,,
25.09749,MOT_mc_light_center_00,l3,,
25.09749,MOT_mc_bg_black_00,b80-45,,
25.09749,MOT_mc_special_01,up_b,,
25.3308,2,3-1,,f1
25.79742,2,lp1,,
26.43069,2,1-4,,
26.79732,2,lp4,,
29.16375,2,4-2,l2,
29.6637,2,lp2,,
32.13012,2,2-1,,
32.49675,2,lp1,,
33.463319999999996,2,1-4,lb1,
33.863279999999996,2,lp4,,
36.09639,2,4-2,,
36.56301,2,lp2,,
39.26274,2,2-1,l2,
39.72936,2,lp1,,
42.19578,2,,l3,
44.92884,2,1-4,l4,
45.3288,MOT_control_all,zoom2,,
45.39546,2,lp4,,
45.96207,MOT_all,cut3,,
46.462019999999995,MOT_mc_light_up_00,l5,,
46.462019999999995,MOT_mc_light_center_00,l4,,
47.09529,MOT_mc_special_01,up_y,,
47.09529,MOT_mc_stage_color_00,b-y,,
47.728559999999995,2,w4,,b0
47.728559999999995,3,3-4,,f1
48.22851,3,lp4,,
50.29497,3,4-1,r3,
50.72826,3,lp1,,
53.06136,3,1-4,,
53.49465,3,lp4,,
54.6612,3,4-1,r4,
55.09449,3,lp1,,
56.36103,3,1-2,,
56.79432,3,lp2,,
