time,lyrics,size
0.00 ,,
2.68 ,でも　そんなんじゃ　だめ,
4.70 ,もう　そんなんじゃ　ほら,
6.67 ,心は進化するよ,
8.94 ,もっと　もっと,
11.87 ,,
18.60 ,言葉にすれば消えちゃう関係なら,
21.17 ,言葉を消せばいいやって,
22.82 ,思ってた　恐れてた,
24.47 ,だけど　あれ？　なんかちがうかも..,
26.66 ,せんりのみちもいっぽから !,
28.67 ,石のようにかたい　そんな意志で,
30.95 ,ちりもつもればやまとなでしこ？,
32.93 ,「し」抜きで　いや　死ぬ気で !,
34.93 ,ふわふわり　ふわふわる,
37.93 ,あなたが名前を呼ぶ,
39.92 ,それだけで,
40.956,宙へ浮かぶ,
42.941,ふわふわる　ふわふわり,
45.983,あなたが笑っている,
47.887,それだけで,
48.944,笑顔になる,
50.917,神様　ありがとう,
54.714,運命のいたずらでも,
58.87,めぐり逢えたことが,
62.632,しあわせなの,
66.927,コイスル　キセツハ　ヨクバリ　circulation,
74.904,コイスル　オトメハ　ヨクバリ　circulation,
84.923,ふわふわり　ふわふわる,
87.907,あなたが名前を呼ぶ,
89.706,それだけで,
90.925,宙へ浮かぶ,
92.945,ふわふわる　ふわふわり,
95.918,あなたが笑っている,
97.717,それだけで,
98.948,笑顔になる,
100.887,神様　ありがとう,
104.683,運命のいたずらでも,
108.944,めぐり逢えたことが,
112.601,しあわせなの,
116.618,でも　そんなんじゃ　だめ,
118.685,もう　そんなんじゃ　ほら,
120.658,心は進化するよ,
122.922,もっと　もっと,
124.664,そう　そんなんじゃ　やだ,
126.603,ねぇ　そんなんじゃ　まだ,
128.681,私のこと　見ててね,
130.933,ずっと　ずっと,
134,,
