0.03333,MOT_all,o2revive,,
0.03333,MOT_mc_stage_color_00,reb_flash,,
0.03333,MOT_mc_stage_color_00,b,,
0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_light_up_00,revive,,
0.03333,MOT_mc_light_under_00,revive,,
0.03333,MOT_mc_light_center_00,revive,,
2.83305,2,1-2,,f1
3.09969,MOT_control_all,re01,,
3.09969,MOT_mc_bg_black_00,b80-65,,
3.09969,MOT_mc_special_03,l2,,
3.19968,MOT_all,revive01,,
3.29967,2,sj2,,
3.79962,2,lp2,,
5.89941,2,2-3,,
6.29937,2,lp3,,
8.43249,2,3-4,,
8.83245,2,lp4,,
12.6654,MOT_control_all,re02,,
12.86538,2,4-1,,b0
12.86538,1,1-2,,f1
12.86538,3,1-2,,
13.331999999999999,1,sj2,,
13.431989999999999,MOT_all,revive02,,
13.59864,MOT_mc_special_03,l1,,
13.79862,3,w2,,
13.79862,2,w1,,
13.79862,1,lp2,,
15.93174,1,2-3,,
16.331699999999998,1,lp3,,
18.46482,1,3-4,,
18.86478,1,lp4,,
22.16445,1,4-1,,b0
22.16445,3,2-3,,f1
22.16445,2,1-2,,
22.397759999999998,MOT_control_all,re03,,
22.597739999999998,MOT_mc_bg_black_00,b65-45,,
22.597739999999998,MOT_mc_special_03,l3,,
22.631069999999998,3,sj3,,
22.96437,MOT_all,revive03,,
23.09769,2,w2,,
23.09769,1,w1,,
23.09769,3,3-4,,
23.09769,1,lp1,,
23.09769,2,lp2,,
23.664299999999997,3,sj4,,
24.16425,3,w4,,
24.264239999999997,3,sj4,,
24.76419,3,w4,,
24.79752,3,lp4,,
25.63077,3,4-1,,
26.23071,3,sj1,,
26.73066,3,w1,,
26.79732,3,lp1,,
27.9972,3,1-2,,
28.297169999999998,3,sj2,,
28.79712,3,w2,,
29.43039,3,2-3,,
29.83035,3,3-4,,
30.19698,3,lp4,,
31.83015,MOT_control_all,re04,,
31.930139999999998,3,,,b0
31.930139999999998,2,2-3,l1,f1
32.3301,MOT_all,revive04,,
32.39676,MOT_mc_special_03,l2,,
32.39676,2,sj3,,
32.39676,3,4-1,,
32.86338,2,hj3,,
32.86338,3,lp1,,
32.86338,1,lp1,,
34.09659,2,w3,,
34.16325,2,j3-4,,
34.52988,2,lp4,,
35.56311,2,j4-1,,
36.26304,2,1-2,,
36.86298,2,2-3,,
37.39626,2,sj3,,
37.896209999999996,2,w3,,
38.06286,2,lp3,,
40.59594,MOT_control_all,re05,,
40.62927,1,1-2,r1,f1
40.62927,2,,lb0,b0
41.09589,1,sj2,,
41.09589,2,3-4,,
41.09589,3,1-2,,
41.3292,MOT_all,revive05,,
41.39586,MOT_mc_special_03,l1,,
41.562509999999996,1,hj2,,
41.562509999999996,2,lp4,,
41.562509999999996,3,lp2,,
42.62907,1,sj2,,
42.92904,1,2-3,,
43.329,1,lp3,,
44.19558,1,3-4,,
44.59554,1,lp4,,
45.36213,1,4-1,,
45.76209,1,lp1,,
46.095389999999995,MOT_mc_special_03,scene_change,,
46.828649999999996,MOT_all,revive06,,
46.9953,MOT_control_all,re06,,
47.39526,1,,rb0,b0
47.42859,MOT_mc_stage_color_00,kirakira,,
47.42859,MOT_mc_speaker_00,w3,,
47.42859,MOT_mc_bg_black_00,none,,
47.79522,1,hj1,,
47.79522,2,hj4,,
47.79522,3,hj2,,
47.79522,4,hj1,,
47.79522,5,hj1,,
48.82845,3,j2-3,,f1
49.02843,5,w1,,
49.02843,4,w1,,
49.02843,2,w4,,
49.02843,1,w1,,
49.89501,3,w3,,
50.094989999999996,3,sj3,,
50.59494,3,w3,,
51.46152,3,sj3,,
51.96147,3,w3,,
52.82805,1,1-2,,
52.82805,2,hj4,l1,f1
52.82805,3,3-4,,b0
53.19468,MOT_control_all,re07,,
53.761289999999995,3,w4,,
53.761289999999995,1,w2,,
53.9946,2,sj4,,
54.49455,2,w4,,
55.22781,2,sj4,,
55.727759999999996,2,w4,,
56.49435,2,sj4,,
56.69433,MOT_control_all,re07_02,,
56.994299999999996,2,w4,,
57.72756,1,sj2,,
57.72756,2,,lb0,b0
57.72756,3,sj4,,
58.227509999999995,3,w4,,
58.227509999999995,1,w2,,
58.92744,1,j2-3,,
58.92744,2,j4-1,,
58.92744,3,j4-1,,
58.92744,4,j1-2,,
58.92744,5,j1-2,,
59.994,5,w2,,
59.994,4,w2,,
59.994,3,w1,,
59.994,2,w1,,
59.994,1,w3,,
60.12732,1,hj3,,
60.12732,2,hj1,,
60.12732,3,hj1,,
60.12732,4,hj2,,
60.12732,5,hj2,,
60.76059,MOT_control_all,re08,,
61.36053,5,w2,,
61.36053,4,w2,,
61.36053,3,w1,,
61.36053,2,w1,,
61.36053,1,w3,,
61.427189999999996,1,,r1,f1
62.59374,1,sj3,,
63.093689999999995,1,w3,,
63.72696,1,sj3,,
64.22691,1,w3,,
64.92684,1,sj3,,
65.42679,1,w3,,
65.92674,1,sp3-4,,
66.56000999999999,3,1-2,,
66.75999,2,1-2,,
67.09329,MOT_control_all,re09,,
67.22661,1,,rb0,b0
67.49325,3,w2,,
67.69323,2,w2,,
67.72655999999999,1,4-1,,
67.72655999999999,2,2-3,,
67.72655999999999,3,j2-3,,
67.92654,1,1-2,,
67.92654,2,3-4,,
68.75979,3,,,f1
68.79312,3,w3,,
68.85978,2,w4,,
68.85978,1,w2,,
69.09309,3,lp3,,
71.55951,1,sj2,,
71.55951,2,sj4,,
72.02613,1,sj2,,
72.02613,2,sj4,,
72.45942,3,3-4,,b0
72.52608,2,w4,,
72.52608,1,w2,,
72.65939999999999,1,2-3,,
72.65939999999999,2,4-1,,
72.65939999999999,3,4-1,,
72.82605,MOT_control_all,re10,,
73.59264,3,w1,,
73.59264,2,w1,,
73.59264,1,w3,,
73.6593,2,,,f1
73.9926,2,lp1,,
76.49235,1,sj3,,
76.49235,3,sj1,,
76.69233,MOT_control_all,re11,,
76.9923,3,w1,,
76.9923,1,sj3,,
76.9923,3,sj1,,
77.49225,3,w1,,
77.49225,1,w3,,
77.6589,1,j3-4,,f1
77.6589,2,j1-2,,b0
77.6589,3,j1-2,,
78.72546,3,w2,,
78.72546,2,w2,,
78.72546,1,w4,,
78.79212,3,j2-3,,
78.9921,1,j4-1,,
78.9921,2,j2-3,,
79.85867999999999,3,w3,,
79.99199999999999,3,hj3,,
80.05866,2,w3,,
80.05866,1,w1,,
80.19198,1,hj1,,
80.19198,2,hj3,,
80.49195,MOT_control_all,re12,,
80.9919,2,lp3,,
80.9919,3,lp3,,
81.35853,1,j1-2,r1,f2
82.32509999999999,1,hj2,,
83.45832,1,hj2,,
83.6583,MOT_control_all,re13,,
84.6582,1,hj2,,
85.12482,MOT_mc_special_03,wing_out,,
85.62477,MOT_mc_bg_black_00,b20-45,,
85.79142,MOT_all,revive07,,
85.89141,1,j2-3,rb0,b1
86.658,1,,,b0
86.658,2,,,b-1
86.658,3,,,b-1
86.95797,1,w3,,
86.9913,MOT_mc_light_up_00,stay,,
87.39126,1,3-4,,b-1
87.39126,2,3-4,,f0
87.39126,3,3-4,,
88.3245,3,w4,,
88.3245,2,w4,,
88.3245,1,w4,,
88.49114999999999,1,,,f0
88.82445,1,lp4,,
92.15745,2,j4-1,,
92.25744,1,4-1,,
92.25744,3,4-1,,
93.19068,3,w1,,
