time,lyrics,size
0.00 ,,
4.08 ,終わらない夜に　君の声聞こえた,
14.02 ,目覚めた朝を　包み込んでくれた,
23.12 ,失ったものの多さに,
28.06 ,立ちすくむ事もあるけど,
32.94 ,それでも　立ち上がることだけが,
41.66 ,君とした　約束,
47.87 ,REVIVE　巡り会えたすべてが,
52.84 ,REVIVE　鼓動の中で生きている,
57.76 ,"REVIVE, REVIVE, REVIVE　もう迷わない",
67.68 ,REVIVE　繋がっていく　想いが,
72.62 ,REVIVE　揺るぎない火を燃やすよ,
77.57 ,"REVIVE, REVIVE, REVIVE　今蘇る",
86.57 , ,
87.47 ,REVIVE　幾千の星の前,
92.39 ,REVIVE　確かに今　誓うよ,
97.34 ,"REVIVE, REVIVE, REVIVE　もう迷わない",
105.90 ,信じて　REVIVE,
117.21 ,"REVIVE, REVIVE, REVIVE　やっと気づいたよ",
125.80 ,明日へ　REVIVE,
129.91 ,,
