time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.78
0,2,2,1,,,,0,0
0,3,3,1,,,,0,0
38.819,1,1,1,,,,0,0
38.819,2,2,1,,,,0,0.78
45.011,2,2,1,,,,0,0
45.011,3,3,1,,,,0,0.78
52.931,3,3,1,,,,0,0
52.931,1,1,1,,,,0,0.78
58.922,1,1,1,,,,0,0
58.922,2,2,1,,,,0,0.78
61.222,2,2,1,,,,0,0
61.222,3,3,1,,,,0,0.78
62.451,3,3,1,,,,0,0
62.451,1,1,1,,,,0,0.78
66.874,1,1,1,,,,0,0
66.874,2,2,1,,,,0,0.78
68.236,2,2,1,,,,0,0
68.236,3,3,1,,,,0,0.78
69.522,3,3,1,,,,0,0
69.522,1,1,1,,,,0,0.78
70.671,1,1,1,,,,0,0.59
70.671,2,2,1,,,,-8,0.45
70.671,3,3,1,,,,8,0.45
81.306,1,1,1,,,,0,0
81.306,3,3,1,,,,0,0
81.306,2,2,1,,,,0,0.78
83.031,2,2,1,,,,0,0
83.031,3,3,1,,,,0,0.78
84.823,1,1,1,,,,0,0.59
84.823,2,2,1,,,,-8,0.45
84.823,3,3,1,,,,8,0.45
97.156,2,2,1,,,,0,0
97.156,3,3,1,,,,0,0
97.156,1,1,1,,,,0,0.78
100.159,1,1,1,,,,0,0.59
100.159,2,2,1,,,,-8,0.45
100.159,3,3,1,,,,8,0.45
