time,lyrics,size
0,,
3.57,（Wow wow....）,
16.75,（Stay tuned!）,
20.33,,
29.48,"（Brand new wave Brand new wave）",
32.28,始まりはいつだって本当に突然で,
39.3,気が付けば何もかも変わってく,
46.35,何気ない一言で空が輝いたり,
53.47,いつもより前髪を気にしたり,
59.15,まるで恋みたい、恋みたい,
62.47,あふれるドキドキで、ねぇ、トキメキで,
66.93,視界ごと世界ごとキラキラ,
70.68,Wow wow,
71.9,今 Changing!,
73.1,"Hello, brand new myself",
74.87,"Hello, brand new smile and start",
76.63,#ここから飛び乗れ,
78.73,"Brand new wave Brand new wave",
81.27,#七色　#最先端　#街中を巻き込んで,
84.8,Wow wow 今 Changing!,
87.22,"Hello, brand new myself",
88.98,"Hello, brand new days and dreams",
90.75,#シュワシュワ　#弾ける,
92.9,"Brand new wave Brand new wave",
95.33,#あと一歩　#Step-Step-Step,
97.15,#踏み出して　#1・2・3,
100.23,I change in Ultra-Colorful,
105.92,（Wow wow....）,
114.08,"（Brand new wave Brand new wave）",
120,,
