0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,,,,D20
0.03333,2,,,,D20
0.03333,3,,,,D20
0.03333,4,,,,D20
0.03333,5,,,,D20
2.73306,1,1-2,,,
2.73306,2,1-2,,,
2.73306,3,1-2,,,
2.73306,4,1-2,,,
2.73306,5,1-2,,,
3.06636,MOT_mc_stage_color_00,r-flash,,
3.1330199999999997,MOT_mc_light_under_00,l2,,
3.1330199999999997,MOT_mc_speaker_00,temp4,,
3.1330199999999997,1,lp2,,,
3.1330199999999997,2,lp2,,,
3.1330199999999997,3,lp2,,,
3.1330199999999997,4,lp2,,,
3.1330199999999997,5,lp2,,,
5.93274,1,j2-3,,,
5.93274,2,j2-3,,,
5.93274,3,j2-3,,,
5.93274,4,j2-3,,,
5.93274,5,j2-3,,,
6.3327,1,lp3,,,
6.3327,2,lp3,,,
6.3327,3,lp3,,,
6.3327,4,lp3,,,
6.3327,5,lp3,,,
7.532579999999999,1,3-4,,,
7.532579999999999,2,3-4,,,
7.532579999999999,3,3-4,,,
7.532579999999999,4,3-4,,,
7.532579999999999,5,3-4,,,
7.9325399999999995,1,4-1,,,
7.9325399999999995,2,4-1,,,
7.9325399999999995,3,4-1,,,
7.9325399999999995,4,4-1,,,
7.9325399999999995,5,4-1,,,
8.3325,1,sj1,,,
8.3325,2,sj1,,,
8.3325,3,sj1,,,
8.3325,4,sj1,,,
8.3325,5,sj1,,,
8.83245,5,w1,,,
8.83245,4,w1,,,
8.83245,3,w1,,,
8.83245,2,w1,,,
8.83245,1,w1,,,
9.19908,1,,r1,,
9.19908,2,,r1,,
9.19908,3,,r1,,
9.19908,4,,r1,,
9.19908,5,,r1,,
9.39906,MOT_mc_stage_color_00,b-flash,,
9.39906,MOT_mc_bg_black_00,b80-65,,
9.46572,MOT_mc_light_center_00,l1,,
9.46572,MOT_mc_light_up_00,l1,,
9.599039999999999,1,1-2,,,
9.599039999999999,2,1-2,,,
9.599039999999999,3,1-2,,,
9.599039999999999,4,1-2,,,
9.599039999999999,5,1-2,,,
9.96567,1,,rb0,,
9.96567,2,,rb0,,
9.96567,3,,rb0,,
9.96567,4,,rb0,,
9.96567,5,,rb0,,
10.46562,1,j2-3,,,
10.46562,2,j2-3,,,
10.46562,3,j2-3,,,
10.46562,4,j2-3,,,
10.46562,5,j2-3,,,
10.93224,1,lp3,,,
10.93224,2,lp3,,,
10.93224,3,lp3,,,
10.93224,4,lp3,,,
10.93224,5,lp3,,,
12.332099999999999,1,j3-4,,,
12.332099999999999,2,j3-4,,,
12.332099999999999,3,j3-4,,,
12.332099999999999,4,j3-4,,,
12.332099999999999,5,j3-4,,,
12.69873,5,4-1,,,
12.69873,4,4-1,,,
12.69873,1,lp4,,,
12.69873,2,lp4,,,
12.69873,3,lp4,,,
13.032029999999999,2,4-1,,,
13.032029999999999,3,4-1,,,
13.431989999999999,1,4-1,,,
13.431989999999999,2,1-2,,,
13.431989999999999,3,1-2,,,
13.431989999999999,4,1-2,,,
13.431989999999999,5,1-2,,,
13.79862,1,1-2,,,
13.79862,2,2-3,,,
13.79862,3,2-3,,,
13.79862,4,2-3,,,
13.79862,5,2-3,,,
14.165249999999999,1,sj2,,,
14.165249999999999,2,sj3,,,
14.165249999999999,3,sj3,,,
14.165249999999999,4,sj3,,,
14.165249999999999,5,sj3,,,
14.53188,1,hj2,,,
14.53188,2,hj3,,,
14.53188,3,hj3,,,
14.53188,4,hj3,,,
14.53188,5,hj3,,,
15.065159999999999,1,lp2,,,
15.065159999999999,2,lp3,,,
15.065159999999999,3,lp3,,,
15.065159999999999,4,lp3,,,
15.065159999999999,5,lp3,,,
15.59844,1,2-3,l1,,
15.59844,2,3-4,l1,,
15.59844,3,3-4,l1,,
15.59844,4,3-4,l1,,
15.59844,5,3-4,l1,,
15.93174,1,lp3,,,
15.93174,2,lp4,,,
15.93174,3,lp4,,,
15.93174,4,lp4,,,
15.93174,5,lp4,,,
16.29837,1,3-4,lb0,,
16.29837,2,4-1,lb0,,
16.29837,3,4-1,lb0,,
16.29837,4,4-1,lb0,,
16.29837,5,4-1,lb0,,
16.63167,1,lp4,,,
16.63167,2,lp1,,,
16.63167,3,lp1,,,
16.63167,4,lp1,,,
16.63167,5,lp1,,,
17.03163,1,sp4-1,,,
17.03163,2,sp1-2,,,
17.03163,3,sp1-2,,,
17.03163,4,sp1-2,,,
17.03163,5,sp1-2,,,
18.29817,1,1-2,,,
18.29817,2,2-3,,,
18.29817,3,2-3,,,
18.29817,4,2-3,,,
18.29817,5,2-3,,,
18.63147,1,j2-3,,,
18.63147,2,j3-4,,,
18.63147,3,j3-4,,,
18.63147,4,j3-4,,,
18.63147,5,j3-4,,,
19.364729999999998,1,j3-4,,,
19.364729999999998,2,j4-1,,,
19.364729999999998,3,j4-1,,,
19.364729999999998,4,j4-1,,,
19.364729999999998,5,j4-1,,,
19.69803,1,lp4,,,
19.69803,2,lp1,,,
19.69803,3,lp1,,,
19.69803,4,lp1,,,
19.69803,5,lp1,,,
20.49795,MOT_mc_stage_color_00,b-flash,,
20.797919999999998,MOT_mc_stage_color_00,r-flash,,
21.09789,MOT_mc_stage_color_00,b-flash,,
21.16455,MOT_mc_light_center_00,l3,,
21.29787,4,1-2,,,
21.36453,2,1-2,,,
21.397859999999998,MOT_mc_stage_color_00,y-flash,,
21.397859999999998,MOT_mc_bg_black_00,b65-80,,
21.431189999999997,1,4-1,,,
21.46452,MOT_mc_light_up_00,l3,,
21.49785,3,1-2,,,
21.56451,5,1-2,,,
21.89781,1,1-2,,,
21.89781,2,2-3,,,
21.89781,3,2-3,,,
21.89781,4,2-3,,,
21.89781,5,2-3,,,
22.197779999999998,1,lp2,,,
22.197779999999998,2,lp3,,,
22.197779999999998,3,lp3,,,
22.197779999999998,4,lp3,,,
22.197779999999998,5,lp3,,,
23.49765,1,2-3,,,
23.49765,2,3-4,,,
23.49765,3,3-4,,,
23.49765,4,3-4,,,
23.49765,5,3-4,,,
23.79762,1,lp3,,,
23.79762,2,lp4,,,
23.79762,3,lp4,,,
23.79762,4,lp4,,,
23.79762,5,lp4,,,
24.9975,1,j3-4,,,
24.9975,2,j4-1,,,
24.9975,3,j4-1,,,
24.9975,4,j4-1,,,
24.9975,5,j4-1,,,
25.3308,1,lp4,,,
25.3308,2,lp1,,,
25.3308,3,lp1,,,
25.3308,4,lp1,,,
25.3308,5,lp1,,,
26.56401,1,j4-1,,,
26.93064,2,j1-2,,,
26.93064,3,j1-2,,,
27.297269999999997,1,j1-2,,,
27.297269999999997,4,j1-2,,,
27.297269999999997,5,j1-2,,,
27.63057,1,lp2,,,
27.63057,2,lp2,,,
27.63057,3,lp2,,,
27.63057,4,lp2,,,
27.63057,5,lp2,,,
28.23051,1,2-3,,,
28.23051,2,2-3,,,
28.23051,3,2-3,,,
28.23051,4,2-3,,,
28.23051,5,2-3,,,
28.530479999999997,1,lp3,,,
28.530479999999997,2,lp3,,,
28.530479999999997,3,lp3,,,
28.530479999999997,4,lp3,,,
28.530479999999997,5,lp3,,,
31.330199999999998,1,j3-4,,,
31.330199999999998,2,j3-4,,,
31.330199999999998,3,j3-4,,,
31.330199999999998,4,j3-4,,,
31.330199999999998,5,j3-4,,,
31.69683,1,lp4,,,
31.69683,2,lp4,,,
31.69683,3,lp4,,,
31.69683,4,lp4,,,
31.69683,5,lp4,,,
32.83005,1,4-1,,,
32.83005,2,4-1,,,
32.83005,3,4-1,,,
32.83005,4,4-1,,,
32.83005,5,4-1,,,
33.16335,1,1-2,,,
33.16335,2,1-2,,,
33.16335,3,1-2,,,
33.16335,4,1-2,,,
33.16335,5,1-2,,,
33.496649999999995,1,hj2,,,
33.496649999999995,2,hj2,,,
33.496649999999995,3,hj2,,,
33.496649999999995,4,hj2,,,
33.496649999999995,5,hj2,,,
34.06326,1,lp2,,,
34.06326,2,lp2,,,
34.06326,3,lp2,,,
34.06326,4,lp2,,,
34.06326,5,lp2,,,
34.52988,MOT_mc_bg_black_00,b80-45,,
34.79652,MOT_mc_stage_color_00,r-flash,,
34.86318,MOT_mc_light_center_00,l2,,
34.86318,MOT_mc_light_up_00,l3,,
34.89651,1,2-3,,,
34.89651,2,2-3,,,
34.89651,3,2-3,,,
34.89651,4,2-3,,,
34.89651,5,2-3,,,
35.26314,1,,,,L0
35.26314,2,,,,L0
35.26314,3,,,,L0
35.26314,4,,,,L0
35.26314,5,,,,L0
35.3298,1,3-4,,,
35.3298,2,3-4,,,
35.3298,3,3-4,,,
35.3298,4,3-4,,,
35.3298,5,3-4,,,
35.76309,1,4-1,,,
35.76309,2,4-1,,,
35.76309,3,4-1,,,
35.76309,4,4-1,,,
35.76309,5,4-1,,,
36.16305,1,j1-2,,,
36.16305,2,j1-2,,,
36.16305,3,j1-2,,,
36.16305,4,j1-2,,,
36.16305,5,j1-2,,,
36.52968,1,lp2,,,
36.52968,2,lp2,,,
36.52968,3,lp2,,,
36.52968,4,lp2,,,
36.52968,5,lp2,,,
37.79622,1,2-3,,,
37.79622,2,,r1,,
37.79622,3,,l1,,
37.79622,4,,r1,,
37.79622,5,,l1,,
38.56281,1,3-4,,,
38.56281,2,,rb0,,
38.56281,3,,lb0,,
38.56281,4,,rb0,,
38.56281,5,,lb0,,
39.3294,4,j2-3,,,
39.3294,5,j2-3,,,
39.49605,1,w4,,,
39.6627,2,j2-3,,,
39.6627,3,j2-3,,,
40.09599,1,j4-1,,,
40.09599,2,j3-4,,,
40.09599,3,j3-4,,,
40.09599,4,j3-4,,,
40.09599,5,j3-4,,,
40.42929,1,lp1,,,
40.42929,2,lp4,,,
40.42929,3,lp4,,,
40.42929,4,lp4,,,
40.42929,5,lp4,,,
41.162549999999996,MOT_mc_stage_color_00,b-flash,,
41.39586,1,1-2,,,
41.39586,2,4-1,,,
41.39586,3,4-1,,,
41.39586,4,4-1,,,
41.39586,5,4-1,,,
41.72916,1,2-3,,,
41.72916,2,1-2,,,
41.72916,3,1-2,,,
41.72916,4,1-2,,,
41.72916,5,1-2,,,
42.12912,1,sj3,,,
42.12912,2,sj2,,,
42.12912,3,sj2,,,
42.12912,4,sj2,,,
42.12912,5,sj2,,,
42.52908,1,lp3,,,
42.52908,2,lp2,,,
42.52908,3,lp2,,,
42.52908,4,lp2,,,
42.52908,5,lp2,,,
44.062259999999995,1,sj3,,,
44.062259999999995,2,sj2,,,
44.062259999999995,3,sj2,,,
44.062259999999995,4,sj2,,,
44.062259999999995,5,sj2,,,
44.49555,1,sp3-4,,,
44.49555,2,sp2-3,,,
44.49555,3,sp2-3,,,
44.49555,4,sp2-3,,,
44.49555,5,sp2-3,,,
45.628769999999996,5,sj3,,,
45.695429999999995,3,sj3,,,
45.76209,1,sj4,,,
45.82875,2,sj3,,,
45.89541,4,sj3,,,
46.12872,5,w3,,,
46.19538,3,w3,,,
46.26204,1,w4,,,
46.3287,2,w3,,,
46.39536,4,w3,,,
46.428689999999996,1,j4-1,,,
46.428689999999996,2,j3-4,,,
46.428689999999996,3,j3-4,,,
46.428689999999996,4,j3-4,,,
46.428689999999996,5,j3-4,,,
46.76199,1,lp1,,,
46.76199,2,lp4,,,
46.76199,3,lp4,,,
46.76199,4,lp4,,,
46.76199,5,lp4,,,
47.49525,MOT_mc_stage_color_00,y-flash,,
47.56191,1,1-2,,,
47.56191,2,4-1,,,
47.56191,3,4-1,,,
47.56191,4,4-1,,,
47.56191,5,4-1,,,
47.96187,1,2-3,,,
47.96187,2,1-2,,,
47.96187,3,1-2,,,
47.96187,4,1-2,,,
47.96187,5,1-2,,,
48.36183,1,3-4,,,
48.36183,2,2-3,,,
48.36183,3,2-3,,,
48.36183,4,2-3,,,
48.36183,5,2-3,,,
48.76179,1,j4-1,,,
48.76179,2,j3-4,,,
48.76179,3,j3-4,,,
48.76179,4,j3-4,,,
48.76179,5,j3-4,,,
49.09509,1,lp1,,,
49.09509,2,lp4,,,
49.09509,3,lp4,,,
49.09509,4,lp4,,,
49.09509,5,lp4,,,
50.42829,2,j4-1,,,
50.6616,3,j4-1,,,
50.894909999999996,1,j1-2,,,
51.12822,4,j4-1,,,
51.361529999999995,5,j4-1,,,
51.49485,2,w1,,,
51.728159999999995,3,w1,,,
51.86148,2,,l1,,
51.86148,3,,l1,,
51.96147,1,w2,,,
52.194779999999994,4,w1,,,
52.3281,1,,l1,,
52.3281,4,,l1,,
52.3281,5,,l1,,
52.42809,5,w1,,,
52.79472,2,,l2,,
52.79472,3,,l2,,
53.19468,1,,l2,,
53.19468,4,,l2,,
53.19468,5,,l2,,
53.56131,1,j2-3,,,
53.56131,2,j1-2,,,
53.56131,3,j1-2,,,
53.56131,4,j1-2,,,
53.56131,5,j1-2,,,
53.89461,1,lp3,,,
53.89461,2,lp2,,,
53.89461,3,lp2,,,
53.89461,4,lp2,,,
53.89461,5,lp2,,,
54.36123,1,3-4,,,
54.36123,2,2-3,,,
54.36123,3,2-3,,,
54.36123,4,2-3,,,
54.36123,5,2-3,,,
54.86118,1,4-1,,,
54.86118,2,3-4,,,
54.86118,3,3-4,,,
54.86118,4,3-4,,,
54.86118,5,3-4,,,
55.327799999999996,1,sj1,,,
55.327799999999996,2,sj4,,,
55.327799999999996,3,sj4,,,
55.327799999999996,4,sj4,,,
55.327799999999996,5,sj4,,,
55.761089999999996,1,1-2,,,
55.761089999999996,2,4-1,,,
55.761089999999996,3,4-1,,,
55.761089999999996,4,4-1,,,
55.761089999999996,5,4-1,,,
56.161049999999996,1,lp2,,,
56.161049999999996,2,lp1,,,
56.161049999999996,3,lp1,,,
56.161049999999996,4,lp1,,,
56.161049999999996,5,lp1,,,
58.42749,1,2-3,lb1,,
58.42749,2,1-2,lb1,,
58.42749,3,1-2,lb1,,
58.42749,4,1-2,lb1,,
58.42749,5,1-2,lb1,,
58.82745,1,,lb0,,
58.82745,2,,lb0,,
58.82745,3,,lb0,,
58.82745,4,,lb0,,
58.82745,5,,lb0,,
59.16075,1,j3-4,,,
59.16075,2,j2-3,,,
59.16075,3,j2-3,,,
59.16075,4,j2-3,,,
59.16075,5,j2-3,,,
59.494049999999994,1,lp4,,,
59.494049999999994,2,lp3,,,
59.494049999999994,3,lp3,,,
59.494049999999994,4,lp3,,,
59.494049999999994,5,lp3,,,
59.96067,1,4-1,,,
59.96067,2,3-4,,,
59.96067,3,3-4,,,
59.96067,4,3-4,,,
59.96067,5,3-4,,,
60.193979999999996,MOT_mc_stage_color_00,r-flash,,
60.193979999999996,MOT_mc_bg_black_00,b45-80,,
60.260639999999995,MOT_mc_light_center_00,l1,,
60.260639999999995,MOT_mc_light_up_00,l1,,
60.293969999999995,1,lp1,,,
60.293969999999995,2,lp4,,,
60.293969999999995,3,lp4,,,
60.293969999999995,4,lp4,,,
60.293969999999995,5,lp4,,,
61.19388,2,j4-1,,,
61.19388,4,j4-1,,,
61.527179999999994,1,1-2,,,
61.527179999999994,2,1-2,,,
61.527179999999994,3,4-1,,,
61.527179999999994,4,1-2,,,
61.527179999999994,5,4-1,,,
61.860479999999995,1,lp2,,,
61.860479999999995,2,lp2,,,
61.860479999999995,3,lp1,,,
61.860479999999995,4,lp2,,,
61.860479999999995,5,lp1,,,
62.727059999999994,3,j1-2,,,
62.727059999999994,5,j1-2,,,
63.060359999999996,5,lp2,,,
63.060359999999996,3,lp2,,,
63.060359999999996,1,2-3,,,
63.060359999999996,2,2-3,,,
63.060359999999996,3,2-3,,,
63.060359999999996,4,2-3,,,
63.060359999999996,5,2-3,,,
63.39366,1,lp3,,,
63.39366,2,lp3,,,
63.39366,3,lp3,,,
63.39366,4,lp3,,,
63.39366,5,lp3,,,
64.3269,1,3-4,,,
64.3269,2,3-4,,,
64.3269,3,3-4,,,
64.3269,4,3-4,,,
64.3269,5,3-4,,,
64.6602,1,j4-1,,,
64.6602,2,j4-1,,,
64.6602,3,j4-1,,,
64.6602,4,j4-1,,,
64.6602,5,j4-1,,,
64.9935,1,lp1,,,
64.9935,2,lp1,,,
64.9935,3,lp1,,,
64.9935,4,lp1,,,
64.9935,5,lp1,,,
66.19337999999999,1,j1-2,,,
66.22671,2,j1-2,,,
66.22671,3,j1-2,,,
66.26004,4,j1-2,,,
66.26004,5,j1-2,,,
66.59334,1,lp2,,,
66.59334,2,lp2,,,
66.59334,3,lp2,,,
66.59334,4,lp2,,,
66.59334,5,lp2,,,
67.82655,4,2-3,,,
67.89321,2,2-3,,,
67.95987,1,2-3,,,
68.02653,3,2-3,,,
68.09318999999999,5,2-3,,,
68.62647,4,3-4,,,
68.69313,2,3-4,,,
68.75979,1,3-4,,,
68.82645,3,3-4,,,
68.89311,5,3-4,,,
69.49305,4,sp4-1,,,
69.55971,2,sp4-1,,,
69.62637,1,sp4-1,,,
69.69303,3,sp4-1,,,
69.75968999999999,5,sp4-1,,,
70.89291,1,j1-2,,,
70.89291,2,j1-2,,,
70.89291,3,j1-2,,,
70.89291,4,j1-2,,,
70.89291,5,j1-2,,,
71.35952999999999,1,j2-3,,,
71.35952999999999,2,j2-3,,,
71.35952999999999,3,j2-3,,,
71.35952999999999,4,j2-3,,,
71.35952999999999,5,j2-3,,,
71.82615,1,sj3,,,
71.82615,2,sj3,,,
71.82615,3,sj3,,,
71.82615,4,sj3,,,
71.82615,5,sj3,,,
72.15944999999999,1,lp3,,,
72.15944999999999,2,lp3,,,
72.15944999999999,3,lp3,,,
72.15944999999999,4,lp3,,,
72.15944999999999,5,lp3,,,
72.39276,MOT_mc_bg_black_00,b80-45,,
72.75939,1,,r1,,
72.75939,2,,r1,,
72.75939,3,,r1,,
72.75939,4,,r1,,
72.75939,5,,r1,,
72.92604,MOT_mc_stage_color_00,b-flash,,
72.9927,MOT_mc_light_center_00,l3,,
72.9927,MOT_mc_light_up_00,l4,,
73.15935,1,3-4,,,
73.15935,2,3-4,,,
73.15935,3,3-4,,,
73.15935,4,3-4,,,
73.15935,5,3-4,,,
73.49265,MOT_mc_bg_black_00,b45-20,,
73.52597999999999,1,,rb0,,
73.52597999999999,2,,rb0,,
73.52597999999999,3,,rb0,,
73.52597999999999,4,,rb0,,
73.52597999999999,5,,rb0,,
74.02593,1,j4-1,,,
74.02593,2,j4-1,,,
74.02593,3,j4-1,,,
74.02593,4,j4-1,,,
74.02593,5,j4-1,,,
74.49255,1,lp1,,,
74.49255,2,lp1,,,
74.49255,3,lp1,,,
74.49255,4,lp1,,,
74.49255,5,lp1,,,
75.75909,1,j1-2,,,
75.75909,2,j1-2,,,
75.75909,3,j1-2,,,
75.75909,4,j1-2,,,
75.75909,5,j1-2,,,
76.12572,5,2-3,,,
76.12572,4,2-3,,,
76.12572,1,lp2,,,
76.12572,2,lp2,,,
76.12572,3,lp2,,,
76.45902,2,2-3,,,
76.45902,3,2-3,,,
76.85898,1,2-3,,,
76.85898,2,3-4,,,
76.85898,3,3-4,,,
76.85898,4,3-4,,,
76.85898,5,3-4,,,
77.22561,1,j3-4,,,
77.22561,2,j4-1,,,
77.22561,3,j4-1,,,
77.22561,4,j4-1,,,
77.22561,5,j4-1,,,
77.59223999999999,1,sj4,,,
77.59223999999999,2,sj1,,,
77.59223999999999,3,sj1,,,
77.59223999999999,4,sj1,,,
77.59223999999999,5,sj1,,,
77.95886999999999,1,hj4,,,
77.95886999999999,2,hj1,,,
77.95886999999999,3,hj1,,,
77.95886999999999,4,hj1,,,
77.95886999999999,5,hj1,,,
78.49215,1,lp4,,,
78.49215,2,lp1,,,
78.49215,3,lp1,,,
78.49215,4,lp1,,,
78.49215,5,lp1,,,
79.02543,1,4-1,l1,,
79.02543,2,1-2,l1,,
79.02543,3,1-2,l1,,
79.02543,4,1-2,l1,,
79.02543,5,1-2,l1,,
79.35873,1,lp1,,,
79.35873,2,lp2,,,
79.35873,3,lp2,,,
79.35873,4,lp2,,,
79.35873,5,lp2,,,
79.72536,1,1-2,lb0,,
79.72536,2,2-3,lb0,,
79.72536,3,2-3,lb0,,
79.72536,4,2-3,lb0,,
79.72536,5,2-3,lb0,,
80.05866,1,lp2,,,
80.05866,2,lp3,,,
80.05866,3,lp3,,,
80.05866,4,lp3,,,
80.05866,5,lp3,,,
80.45862,1,2-3,,,
80.45862,2,3-4,,,
80.45862,3,3-4,,,
80.45862,4,3-4,,,
80.45862,5,3-4,,,
80.79191999999999,1,lp3,,,
80.79191999999999,2,lp4,,,
80.79191999999999,3,lp4,,,
80.79191999999999,4,lp4,,,
80.79191999999999,5,lp4,,,
82.15845,1,3-4,,,
82.15845,2,4-1,,,
82.15845,3,4-1,,,
82.15845,4,4-1,,,
