time,lyrics,size
0,,
1.967,幸せの音を口ずさもう !,
6.28,はずかしがらないで,
8.383,ハッピーオヤマトペ♪,
12.857,,
23.25,ぷにぷに　ぷわぷわ　ぷにょぷにょ,
26.5,はぁ、たまらん…大好きな音だもん♪,
31.967,ふわふわ　ふかふか　ふにふに,
35.167,幸せは触れたらどんな音でしょ？,
41.067,憧れは十人十色,
45.35,巡り合うため　旅しよう,
49.633,お山のその向こうはきっと,
53.383,愛と希望と夢がふくらmin' !,
57.667,幸せの音は,
59.767,ぷにぷにぽいーん♪,
61.967,なんてステキ,
63.833,この世のキセキ,
66.25,夢はお山だよ,
68.42,ふわふわぽいーん♪,
70.533,あっつくなってきちゃった,
72.52,ハッピーオヤマトペ♪,
76.967,とても大きくたって,
81.17,たとえ小さくたって,
85.35,ひとりひとり違うんだよ,
87.85,違ったっていいんだよ,
89.883,それが　お山だもの,
94.533, ,
96.25,夢かなう音は,
98.333,ぷにぷにぽいーん♪,
100.533,やっぱステキ,
102.4,しょーじきムテキ,
104.617,愛をこめて言うよ,
106.967,ふわふわぽいーん♪,
108.95,わきわきしてきちゃった,
111.217,ハッピーの音だ,
113.383,ハッピーオヤマトペ♪,
117.433,,
