time,lyrics,size
0,,
17.767,あのね　実は　最近ね　気になってる人がいて,
21.498,どうしたら気づいてもらえるかなって,
25.3,いきなりじゃなくてちょっと,
28.343,意識されたい　トキメキたい,
33.075,だけどどうすればいい？　悩めるオトメたち,
36.95,…動画ばっか見てないで !,
40.209,～楽しいMusic～　これじゃない？,
43.377,Challenge Time !,
47.25,●Rec押したなら,
49.03,誰よりキュートに踊ろうよ,
52.42,気持ちまで揺れてる手作りハート,
56.25,ねぇ　今の笑顔　はちゃめちゃにキラキラしてる\n恋をしたなら,
63.64,かわいくなれるチャンス到来,
66.912,１人じゃムリなら巻き込んでTry !,
70.65,ねぇ　いつも　そばにいるんだもん　私たち,
81.9423,,
92.568,誰よりかわいくなりたいの,
95.85,誰にでもじゃなくてあなたのために,
99.883,ねぇ　今のココロ　はちゃめちゃにキラキラしてる\n思いついたら,
107.1857,いつでも\n始まる初めてのラヴストーリー,
110.64,あの背中\n絶対振り向いてくれますように,
114.1416,ドキワクがとまらない,
117.93,Teeenage☆Groovinʼ,
124.91,（クレープ♪グループ？\nグルーヴ？？→Groovinʼ）,
132.677,（Teeenage☆Groovinʼ）,
137.49,,
