0.03333,MOT_mc_bg_black_00,seat100-0,,
0.13332,1,,,,D20
0.13332,2,,,,D20
0.13332,3,,,,D20
0.26664,1,,,,D40
0.26664,2,,,,D40
0.26664,3,,,,D40
0.39996,1,,,,D60
0.39996,2,,,,D60
0.39996,3,,,,D60
0.53328,1,,,,D80
0.53328,2,,,,D80
0.53328,3,,,,D80
1.9998,MOT_mc_speaker_00,temp4,,
1.9998,1,,,,L60
1.9998,2,,,,L60
1.9998,3,,,,L60
1.9998,1,1-2,,,
1.9998,2,1-2,,,
1.9998,3,1-2,,,
2.03313,MOT_mc_stage_color_00,b-flash,,
2.56641,MOT_mc_light_under_00,l3,,
2.56641,1,2-3,,,
2.93304,2,w2,,,
2.93304,3,j2-3,,,
3.29967,2,j2-3,,,
3.49965,1,w3,,,
3.79962,1,3-4,,,
3.79962,2,3-4,,,
3.79962,3,3-4,,,
4.46622,1,j4-1,,,
4.46622,2,j4-1,,,
4.46622,3,j4-1,,,
5.3328,2,j1-2,,,
5.53278,3,w1,,,
5.53278,1,w1,,,
5.6994299999999996,1,j1-2,,,
6.066059999999999,3,j1-2,,,
6.39936,2,w2,,,
6.63267,1,2-3,,,
6.63267,2,2-3,,,
6.63267,3,2-3,,,
7.432589999999999,1,3-4,,,
7.432589999999999,2,3-4,,,
7.432589999999999,3,3-4,,,
7.9325399999999995,1,4-1,,,
7.9992,MOT_mc_stage_color_00,b-flash,,
8.13252,MOT_mc_bg_black_00,b80-65,,
8.13252,2,j4-1,,,
8.13252,3,j4-1,,,
8.23251,MOT_mc_stage_color_00,y-flash,,
8.23251,MOT_mc_light_up_00,l1,,
8.23251,1,,,,L40
8.23251,2,,,,L40
8.23251,3,,,,L40
8.565809999999999,1,1-2,,,
8.93244,1,j2-3,,,
8.93244,2,j1-2,,,
8.93244,3,j1-2,,,
9.599039999999999,1,3-4,,,
9.599039999999999,2,2-3,l1,,
9.599039999999999,3,2-3,r1,,
10.298969999999999,1,4-1,,,
10.298969999999999,2,3-4,,,
10.298969999999999,3,3-4,,,
10.96557,3,j4-1,,,
11.03223,MOT_mc_stage_color_00,b-flash,,
11.23221,2,w4,,,
11.23221,1,w1,,,
11.36553,1,j1-2,,,
11.76549,2,j4-1,,,
12.032129999999999,3,w1,,,
12.432089999999999,1,j2-3,,,
12.432089999999999,2,1-2,lb0,,
12.432089999999999,3,1-2,rb0,,
13.06536,1,sp3-4,,,
13.132019999999999,MOT_mc_stage_color_00,y-flash,,
13.232009999999999,2,sp2-3,,,
13.331999999999999,MOT_mc_stage_color_00,b-flash,,
13.36533,3,w2,,,
13.39866,3,sp2-3,,,
13.531979999999999,MOT_mc_stage_color_00,r-flash,,
13.76529,1,j4-1,,,
13.79862,MOT_mc_bg_black_00,b65-45,,
13.89861,MOT_mc_stage_color_00,b-flash,,
13.89861,MOT_mc_speaker_00,temp1,,
13.89861,MOT_mc_light_up_00,l2,,
13.89861,MOT_mc_light_center_00,l1,,
13.89861,1,,,,L20
13.89861,2,,,,L20
13.89861,3,,,,L20
14.09859,3,j3-4,,,
14.43189,2,j3-4,,,
14.83185,1,w1,,,
15.13182,1,1-2,r1,,
15.13182,2,4-1,r1,,
15.13182,3,4-1,r1,,
15.19848,MOT_mc_stage_color_00,r-flash,,
15.79842,1,2-3,rb0,,
15.79842,2,1-2,rb0,,
15.79842,3,1-2,rb0,,
15.865079999999999,MOT_mc_stage_color_00,b-flash,,
16.59834,2,j2-3,,,
16.63167,MOT_mc_stage_color_00,b-flash,,
16.731659999999998,3,w2,,,
16.731659999999998,1,w3,,,
16.96497,1,j3-4,,,
16.96497,2,3-4,,,
17.331599999999998,1,4-1,,,
17.331599999999998,3,j2-3,,,
17.89821,2,w4,,,
17.93154,1,hj1,,,
17.93154,2,hj4,,,
17.93154,3,hj3,,,
17.964869999999998,MOT_mc_stage_color_00,y-flash,,
18.69813,3,sp3-4,,,
18.83145,MOT_mc_stage_color_00,b-flash,,
18.86478,1,sp1-2,,,
19.03143,2,sp4-1,,,
19.49805,MOT_mc_stage_color_00,b-flash,,
19.49805,2,j1-2,,,
19.86468,1,j2-3,,,
20.23131,3,j4-1,,,
20.56461,2,w2,,,
20.76459,MOT_mc_stage_color_00,r-flash,,
20.76459,1,3-4,l1,,
20.76459,2,2-3,l1,,
20.76459,3,1-2,l1,,
21.53118,1,4-1,lb0,,
21.53118,2,3-4,lb0,,
21.53118,3,2-3,lb0,,
21.597839999999998,MOT_mc_stage_color_00,b-flash,,
22.29777,1,j1-2,,,
22.3311,MOT_mc_stage_color_00,b-flash,,
22.46442,3,w3,,,
22.46442,2,w4,,,
22.597739999999998,2,4-1,,,
22.89771,3,3-4,,,
23.26434,1,2-3,,,
23.53098,2,w1,,,
23.630969999999998,1,j3-4,,,
23.630969999999998,2,j1-2,,,
23.630969999999998,3,j4-1,,,
23.73096,MOT_mc_stage_color_00,b-flash,,
24.16425,1,j4-1,,,
24.3309,MOT_mc_stage_color_00,r-flash,,
24.464219999999997,2,j2-3,,,
24.464219999999997,3,j1-2,,,
24.630869999999998,MOT_mc_stage_color_00,y-flash,,
24.79752,1,,,,L0
24.89751,1,1-2,,f1,
24.89751,2,sort,-500,
24.89751,3,sort,-500,
25.19748,MOT_mc_stage_color_00,b-flash,,
25.53078,3,w2,,,
25.53078,2,w3,,,
25.59744,1,2-3,l1,,
26.464019999999998,1,sp3-4,,,
26.863979999999998,1,j4-1,,,
27.3306,1,1-2,lb0,,
27.96387,1,2-3,,,
28.03053,MOT_mc_stage_color_00,b-flash,,
28.330499999999997,1,3-4,r1,,
29.19708,1,j4-1,,,
29.297069999999998,MOT_mc_stage_color_00,b-flash,,
29.697029999999998,1,1-2,rb0,,
29.697029999999998,2,3-4,,,
29.697029999999998,3,2-3,,,
29.86368,MOT_mc_stage_color_00,r-flash,,
30.63027,3,w3,,,
30.63027,2,w4,,,
30.63027,1,2-3,,,
30.69693,MOT_mc_stage_color_00,b-flash,,
31.03023,1,j3-4,,,
31.63017,1,4-1,,,
31.963469999999997,1,1-2,,,
32.89671,1,w2,,,
32.96337,1,2-3,l1,,
33.096689999999995,MOT_mc_stage_color_00,b-flash,,
33.62997,1,sp3-4,,,
33.79662,MOT_mc_stage_color_00,y-flash,,
34.46322,1,j4-1,,,
34.86318,1,1-2,lb0,,
34.86318,2,4-1,,,
34.86318,3,3-4,,,
34.96317,MOT_mc_stage_color_00,b-flash,,
35.19648,1,lp2,,,
35.79642,3,w4,,,
35.79642,2,w1,,,
36.12972,1,2-3,r1,,
36.46302,1,3-4,,,
36.62967,MOT_mc_stage_color_00,b-flash,,
36.82965,1,hj4,,,
37.79622,1,4-1,,,
38.12952,1,1-2,rb0,,
38.46282,1,j2-3,,,
39.129419999999996,1,3-4,,,
39.26274,MOT_mc_stage_color_00,b-flash,,
39.46272,1,j4-1,,,
40.362629999999996,1,j1-2,,,
40.52928,MOT_mc_stage_color_00,y-flash,,
40.69593,2,j1-2,,,
40.69593,3,j4-1,,,
41.06256,1,2-3,,,
41.26254,MOT_mc_stage_color_00,r-flash,,
41.39586,1,lp3,,,
41.76249,3,w1,,,
41.76249,2,w2,,,
41.962469999999996,1,3-4,l1,,
42.12912,MOT_mc_stage_color_00,b-flash,,
42.29577,1,j4-1,,,
42.89571,1,1-2,,,
43.329,1,2-3,lb0,,
43.329,2,2-3,,,
43.329,3,1-2,,,
44.09559,1,sp3-4,,,
44.26224,3,w2,,,
44.26224,2,w3,,,
44.26224,MOT_mc_stage_color_00,b-flash,,
44.96217,1,hj4,,,
44.96217,2,3-4,,,
44.96217,3,2-3,,,
45.06216,MOT_mc_stage_color_00,y-flash,,
45.89541,3,w3,,,
45.89541,2,w4,,,
45.92874,1,4-1,,,
45.9954,MOT_mc_stage_color_00,b-flash,,
46.22871,1,j1-2,,,
46.72866,1,2-3,,,
47.09529,1,3-4,,,
47.09529,2,4-1,,,
47.09529,3,3-4,,,
47.261939999999996,MOT_mc_stage_color_00,b-flash,,
47.49525,1,hj4,,,
47.49525,2,hj1,,,
47.49525,3,hj4,,,
47.59524,MOT_mc_stage_color_00,y-flash,,
47.661899999999996,MOT_mc_stage_color_00,r-flash,,
47.661899999999996,MOT_mc_bg_black_00,b20-45,,
47.661899999999996,MOT_mc_speaker_00,temp4,,
47.661899999999996,MOT_mc_light_up_00,l3,,
48.095189999999995,1,lp4,,,
48.72846,3,w4,,,
48.72846,2,w1,,,
48.72846,1,4-1,,,
48.861779999999996,MOT_mc_stage_color_00,b-flash,,
49.09509,1,1-2,l1,,
49.49505,1,j2-3,,,
49.995,1,3-4,lb0,,
50.494949999999996,1,4-1,,,
50.494949999999996,2,1-2,,,
50.494949999999996,3,4-1,,,
50.6616,MOT_mc_stage_color_00,b-flash,,
50.82825,1,lp1,,,
51.42819,3,w1,,,
51.42819,2,w2,,,
51.728159999999995,1,j1-2,,,
51.82815,MOT_mc_stage_color_00,r-flash,,
52.62807,1,2-3,,,
52.76139,MOT_mc_stage_color_00,b-flash,,
52.961369999999995,2,j2-3,,,
52.961369999999995,3,j1-2,,,
53.294669999999996,1,j3-4,,,
53.56131,MOT_mc_stage_color_00,y-flash,,
53.794619999999995,1,sp4-1,,,
54.02793,3,w2,,,
54.02793,2,w3,,,
54.46122,1,hj1,,,
54.69453,MOT_mc_stage_color_00,b-flash,,
55.461119999999994,1,1-2,r1,,
55.59444,MOT_mc_stage_color_00,b-flash,,
56.12772,1,2-3,,,
56.561009999999996,1,,rb0,,
56.660999999999994,MOT_mc_stage_color_00,b-flash,,
56.89431,1,3-4,,,
57.460919999999994,1,4-1,l1,,
57.52758,MOT_mc_stage_color_00,r-flash,,
58.12752,1,1-2,lb0,,
58.3275,MOT_mc_stage_color_00,b-flash,,
58.46082,2,j3-4,,,
58.46082,3,j2-3,,,
58.96077,1,sp2-3,,,
58.96077,2,sp4-1,,,
58.96077,3,sp3-4,,,
59.094089999999994,MOT_mc_speaker_00,temp1,,
59.094089999999994,MOT_mc_light_up_00,l2,,
59.16075,MOT_mc_stage_color_00,y-flash,,
59.994,1,j3-4,,,
59.994,2,1-2,,,
59.994,3,4-1,,,
60.02733,MOT_mc_stage_color_00,b-flash,,
60.46062,1,hj4,,,
