0.03333,MOT_mc_bg_black_00,seat100-0,,
0.6999299999999999,MOT_mc_bg_black_00,b80-65,,
1.63317,1,1-3,,
1.63317,2,1-3,,
1.63317,3,1-3,,
1.63317,4,1-3,,
1.63317,5,1-3,,
1.8331499999999998,MOT_mc_stage_color_00,r-flash,,
1.8331499999999998,MOT_mc_light_center_00,l1,,
1.8331499999999998,MOT_mc_bg_black_00,b65-45,,
1.9998,1,3-2,,
1.9998,2,3-2,,
1.9998,3,3-2,,
1.9998,4,3-2,,
1.9998,5,3-2,,
2.0664599999999997,MOT_mc_light_under_00,l2,,
2.0664599999999997,MOT_mc_speaker_00,temp4,,
2.1664499999999998,MOT_mc_stage_color_00,b-flash,,
2.3997599999999997,1,sj2,,
2.3997599999999997,2,sj2,,
2.3997599999999997,3,sj2,,
2.3997599999999997,4,sj2,,
2.3997599999999997,5,sj2,,
2.46642,MOT_mc_stage_color_00,y-flash,,
2.76639,1,lp2,,
2.76639,2,lp2,,
2.76639,3,lp2,,
2.76639,4,lp2,,
2.76639,5,lp2,,
4.56621,1,2-4,,
4.56621,2,2-4,,
4.56621,3,2-4,,
4.56621,4,2-4,,
4.56621,5,2-4,,
4.93284,1,sj4,,
4.93284,2,sj4,,
4.93284,3,sj4,,
4.93284,4,sj4,,
4.93284,5,sj4,,
5.2994699999999995,1,lp4,,
5.2994699999999995,2,lp4,,
5.2994699999999995,3,lp4,,
5.2994699999999995,4,lp4,,
5.2994699999999995,5,lp4,,
6.5660099999999995,1,4-1,,
6.5660099999999995,2,4-1,,
6.5660099999999995,3,4-1,,
6.5660099999999995,4,4-1,,
6.5660099999999995,5,4-1,,
6.932639999999999,1,sj1,,
6.932639999999999,2,sj1,,
6.932639999999999,3,sj1,,
6.932639999999999,4,sj1,,
6.932639999999999,5,sj1,,
7.29927,1,lp1,,
7.29927,2,lp1,,
7.29927,3,lp1,,
7.29927,4,lp1,,
7.29927,5,lp1,,
8.59914,1,1-3,,
8.59914,2,1-3,,
8.59914,3,1-3,,
8.59914,4,1-3,,
8.59914,5,1-3,,
8.93244,1,sp3-4,,
8.93244,2,sp3-4,,
8.93244,3,sp3-4,,
8.93244,4,sp3-4,,
8.93244,5,sp3-4,,
10.26564,MOT_mc_bg_black_00,b45-20,,
10.298969999999999,1,hj3,,
10.298969999999999,2,hj3,,
10.298969999999999,3,hj3,,
10.298969999999999,4,hj3,,
10.298969999999999,5,hj3,,
10.398959999999999,MOT_mc_stage_color_00,r-flash,,
10.398959999999999,MOT_mc_light_center_00,l3,,
10.398959999999999,MOT_mc_light_up_00,l4,,
10.93224,1,3-1,,f1
10.93224,2,w3,,b-1
10.93224,3,w3,,b-1
10.93224,4,w3,,b-1
10.93224,5,w3,,b-1
11.398859999999999,1,lp1,,
11.398859999999999,2,lp3,,
11.398859999999999,3,lp3,,
11.398859999999999,4,lp3,,
11.398859999999999,5,lp3,,
12.532079999999999,1,1-2,,
12.532079999999999,2,3-1,,
12.532079999999999,3,3-1,,
12.532079999999999,4,3-1,,
12.532079999999999,5,3-1,,
12.932039999999999,1,lp2,,
12.932039999999999,2,lp1,,
12.932039999999999,3,lp1,,
12.932039999999999,4,lp1,,
12.932039999999999,5,lp1,,
13.56531,1,2-1,,
13.56531,2,1-3,,
13.56531,3,1-3,,
13.56531,4,1-3,,
13.56531,5,1-3,,
13.965269999999999,2,lp3,,
13.965269999999999,3,lp3,,
13.965269999999999,4,lp3,,
13.965269999999999,5,lp3,,
13.965269999999999,1,w1,,
14.465219999999999,1,j1-4,,
14.89851,1,lp4,,
15.69843,1,4-3,,
16.16505,1,3-2,,
16.56501,1,j2-4,,
16.56501,2,j2-4,,
16.56501,3,j2-4,,
16.56501,4,j2-4,,
16.56501,5,j2-4,,
16.56501,2,3-4,,
16.56501,3,3-4,,
16.56501,4,3-4,,
16.56501,5,3-4,,
16.96497,1,j4-2,,
16.96497,2,j4-2,,
16.96497,3,j4-2,,
16.96497,4,j4-2,,
16.96497,5,j4-2,,
17.364929999999998,1,sj2,,
17.364929999999998,2,sj2,,
17.364929999999998,3,sj2,,
17.364929999999998,4,sj2,,
17.364929999999998,5,sj2,,
17.79822,1,hj2,,
17.79822,2,hj2,,
17.79822,3,hj2,,
17.79822,4,hj2,,
17.79822,5,hj2,,
18.49815,1,sj2,,
18.49815,2,sj2,,
18.49815,3,sj2,,
18.49815,4,sj2,,
18.49815,5,sj2,,
18.89811,1,lp2,,
18.89811,2,lp2,,
18.89811,3,lp2,,
18.89811,4,lp2,,
18.89811,5,lp2,,
20.46462,1,2-4,,
20.46462,2,2-1,,
20.46462,3,2-1,,
20.46462,4,2-1,,
20.46462,5,2-1,,
20.86458,1,lp4,,
20.86458,2,lp1,,
20.86458,3,lp1,,
20.86458,4,lp1,,
20.86458,5,lp1,,
21.597839999999998,1,4-3,,
21.597839999999998,2,1-3,,
21.597839999999998,3,1-3,,
21.597839999999998,4,1-3,,
21.597839999999998,5,1-3,,
21.997799999999998,2,lp3,,
21.997799999999998,3,lp3,,
21.997799999999998,4,lp3,,
21.997799999999998,5,lp3,,
21.997799999999998,1,lp3,,
22.49775,1,j1-4,,
22.49775,1,j3-4,,
22.49775,2,j3-4,,
22.49775,3,j3-4,,
22.49775,4,j3-4,,
22.49775,5,j3-4,,
22.93104,1,sj4,,
22.93104,2,sj4,,
22.93104,3,sj4,,
22.93104,4,sj4,,
22.93104,5,sj4,,
23.46432,1,4-1,,
23.46432,2,4-1,,
23.46432,3,4-1,,
23.46432,4,4-1,,
23.46432,5,4-1,,
23.830949999999998,1,1-3,,
23.830949999999998,2,1-3,,
23.830949999999998,3,1-3,,
23.830949999999998,4,1-3,,
23.830949999999998,5,1-3,,
24.16425,1,3-2,,
24.16425,2,3-2,,
24.16425,3,3-2,,
24.16425,4,3-2,,
24.16425,5,3-2,,
24.53088,1,j2-4,,
24.53088,2,j2-4,,
24.53088,3,j2-4,,
24.53088,4,j2-4,,
24.53088,5,j2-4,,
24.864179999999998,MOT_mc_stage_color_00,b-flash,,
24.89751,MOT_mc_bg_black_00,b45-20,,
24.93084,1,j4-2,,
24.93084,2,j4-2,,
24.93084,3,j4-2,,
24.93084,4,j4-2,,
24.93084,5,j4-2,,
25.030829999999998,MOT_mc_light_under_00,l1,,
25.3308,1,sj2,,
25.3308,2,sj2,,
25.3308,3,sj2,,
25.3308,4,sj2,,
25.3308,5,sj2,,
25.76409,1,hj2,,
25.76409,2,hj2,,
25.76409,3,hj2,,
25.76409,4,hj2,,
25.76409,5,hj2,,
26.56401,1,2-3,,
26.56401,2,2-3,,
26.56401,3,2-3,,
26.56401,4,2-3,,
26.56401,5,2-3,,
26.9973,1,3-4,,
26.9973,2,3-4,,
26.9973,3,3-4,,
26.9973,4,3-4,,
26.9973,5,3-4,,
27.3306,1,4-1,,
27.3306,2,4-1,,
27.3306,3,4-1,,
27.3306,4,4-1,,
27.3306,5,4-1,,
28.097189999999998,1,hj1,,
28.097189999999998,2,hj1,,
28.097189999999998,3,hj1,,
28.097189999999998,4,hj1,,
28.097189999999998,5,hj1,,
28.530479999999997,MOT_mc_stage_color_00,r-flash,,
28.530479999999997,MOT_mc_light_up_00,l1,,
28.530479999999997,MOT_mc_light_center_00,l1,,
28.530479999999997,MOT_mc_bg_black_00,b20-65,,
28.897109999999998,1,w1,,
28.897109999999998,2,w1,,
28.897109999999998,3,w1,,
28.897109999999998,4,w1,,
28.897109999999998,5,w1,,
