time,lyrics,size
0,, 
2.43,胸がキュンってしちゃう　なんで？,
5.18,超特急ね　ジェットコースター,
7.9,カウントダウンのbpmはもうヤバい,
12.93,あれれ？　ねぇ ! ,
13.93,これ　青春の罠 ! ？,
18.7,,
27.22,ちょっとのきっかけで,
29.88,超Cute 沼落ちって,
32.37,なんでかな？,
34.5,けけけ、消しゴムありがと ! ,
38,きっと期待してる,
40.7,もっと桃色のハプニング,
45.27,放課後、ちょっといい？,
48.5,星の数みたいにキラリ,
53.68,いつもどこでも　かくれんぼしてる,
57.43,そして　狙ってる,
61.33,アンタを罠に落とすの,
64.7,「くっくっく……ただの胸キュンソングだと思った？,
68.9,残念、罠よ ! ,
70.4,あーーっはっはっは ! ゲホゲホ……」,
73.2,非実在青春　崇め奉る連中 you know,
76.8,高まれ　落ちこめ　でも　這い上がれ,
78.55,そうよ beat up 青春モンスター,
81.7,ホンモノのワナなら,
83.88,こんなもんじゃない,
85.2,Freaking!,
86.17,驚きなさい　絶望しなさい,
88.85,喰らえ　アタシの渾身を,
91.03,底の底まで Falling!,
96.77,驚天動地　明日はどっち,
100.37,どうせ落とすなら徹底に,
105.23,刺激的がいい I wanna!,
109.88,「くっくっく……また罠が来るって期待した？,
113.5,ひっかかったわね、これこそがトドメの罠 ! ,
117.38,もっともっと驚きの顔をアタシに見せなさい ! ,
120.75,アーッハッハッハ……ゲホッゲホッ」,
128,,
