id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,555,0,0,82,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,2.076923,93,,,0,0,0,,,
5,2.615385,93,,,-30,0,0,,,
6,4.923077,93,,,0,0,0,,,
7,5,93,,,20,0,0,,,
8,5.076923,93,,,40,0,0,,,
9,5.153846,93,,,60,0,0,,,
10,5.230769,93,,,80,0,0,,,
11,5.307692,93,,,100,0,0,,,
12,6.153846,1,3,3,0,0,0,,,2.384615
13,6.173077,9,3,3,1,0,5,80,20,2.403846
14,7.384615,1,4,2,0,1,0,,,3.615385
15,7.384615,1,2,4,0,1,0,,,3.615385
16,7.403846,9,4,2,1,0,6,70,20,3.634615
17,7.403846,9,2,4,1,0,7,70,20,3.634615
18,8.615385,1,5,1,0,1,0,,,4.846154
19,8.615385,1,1,5,0,1,0,,,4.846154
20,8.634615,9,5,1,1,0,8,60,20,4.865385
21,8.634615,9,1,5,1,0,17,60,20,4.865385
22,9.846154,3,1,1,0,1,41,,200,6.076923
23,9.846154,3,5,5,0,1,42,,200,6.076923
24,9.852564,9,3,3,1,0,5,80,200,6.083333
25,9.852564,9,2,2,1,0,6,70,200,6.083333
26,9.852564,9,4,4,1,0,7,70,200,6.083333
27,9.852564,9,1,1,1,0,8,60,200,6.083333
28,9.852564,9,5,5,1,0,17,60,200,6.083333
29,9.852564,9,1,1,1,0,393,,200,6.083333
30,9.852564,9,2,2,1,0,394,,200,6.083333
31,9.852564,9,3,3,1,0,395,,200,6.083333
32,9.852564,9,5,5,1,0,396,,200,6.083333
33,9.852564,9,4,4,1,0,397,,200,6.083333
34,12.307692,9,2,2,67,0,10,,,8.538462
35,12.307692,9,4,4,67,0,11,,,8.538462
36,12.307692,3,1,1,0,1,41,,,8.538462
37,12.307692,3,5,5,0,1,42,,,8.538462
38,12.307692,9,2,2,67,0,394,,,8.538462
39,12.307692,9,4,4,67,0,397,,,8.538462
40,12.314103,9,1,1,67,0,9,,,8.544872
41,12.314103,9,5,5,67,0,12,,,8.544872
42,12.314103,9,1,1,67,0,393,,,8.544872
43,12.314103,9,5,5,67,0,396,,,8.544872
44,13.538462,9,3,3,66,0,9,,70,9.769231
45,13.538462,9,3,3,66,0,11,,70,9.769231
46,13.538462,9,3,3,66,0,12,,70,9.769231
47,13.538462,9,3,3,66,0,10,,70,9.769231
48,13.538462,3,4,2,0,1,41,,,9.769231
49,13.538462,3,2,4,0,1,42,,,9.769231
50,13.538462,9,3,3,66,0,13,,,9.769231
51,13.538462,9,3,3,67,0,395,,,9.769231
52,13.807692,1,3,3,0,0,0,-85,,10.038462
53,14.038462,1,3,3,0,0,0,-85,,10.269231
54,14.384615,1,3,3,0,0,0,-85,,10.615385
55,14.576923,1,3,3,0,0,0,-85,,10.807692
56,14.769231,3,5,1,0,1,73,-75,,11
57,14.769231,3,1,5,0,1,74,-75,,11
58,14.846154,1,3,3,0,0,0,-85,,11.076923
59,15.076923,1,3,3,0,0,0,-85,,11.307692
60,15.096154,3,5,2,0,1,73,-75,,11.326923
61,15.096154,3,1,4,0,1,74,-75,,11.326923
62,15.307692,2,3,3,0,0,0,-85,,11.538462
63,15.326923,3,5,1,0,1,73,-75,,11.557692
64,15.326923,3,1,5,0,1,74,-75,,11.557692
65,15.461538,3,5,2,0,1,73,-75,,11.692308
66,15.461538,3,1,4,0,1,74,-75,,11.692308
67,15.576923,3,5,1,0,1,73,-75,,11.807692
68,15.576923,3,1,5,0,1,74,-75,,11.807692
69,15.692308,3,5,2,0,1,73,-75,,11.923077
70,15.692308,3,1,4,0,1,74,-75,,11.923077
71,16.737179,3,5,1,0,1,73,-75,90,12.967949
72,16.737179,3,1,5,0,1,74,-75,90,12.967949
73,16.769231,3,5,2,0,1,41,,90,13
74,16.769231,3,1,4,0,1,42,,90,13
75,16.775641,2,3,3,0,0,0,-85,90,13.00641
76,16.788462,9,3,3,1,0,13,,90,13.019231
77,17.230769,1,5,1,0,1,0,,200,13.461538
78,17.230769,1,1,5,0,1,0,,200,13.461538
79,17.230769,9,5,2,6,0,85,,200,13.461538
80,17.230769,9,1,4,6,0,86,,200,13.461538
81,17.230769,8,3,3,0,0,0,,200,13.461538
82,17.237179,9,5,2,6,0,85,,200,13.467949
83,17.237179,9,1,4,6,0,86,,200,13.467949
84,17.384615,1,5,2,0,1,0,,200,13.615385
85,17.384615,1,1,4,0,1,0,,200,13.615385
86,17.384615,9,5,1,6,0,87,,200,13.615385
87,17.384615,9,1,5,6,0,92,,200,13.615385
88,17.391026,9,5,1,6,0,87,,200,13.621795
89,17.391026,9,1,5,6,0,92,,200,13.621795
90,17.538462,1,5,1,0,1,0,,200,13.769231
91,17.538462,1,1,5,0,1,0,,200,13.769231
92,17.538462,9,5,2,6,0,88,,200,13.769231
93,17.538462,9,1,4,6,0,93,,200,13.769231
94,17.538462,8,3,3,0,0,0,,200,13.769231
95,17.544872,9,5,2,6,0,88,,200,13.775641
96,17.544872,9,1,4,6,0,93,,200,13.775641
97,17.692308,1,5,2,0,1,0,,200,13.923077
98,17.692308,1,1,4,0,1,0,,200,13.923077
99,17.692308,9,5,1,6,0,89,,200,13.923077
100,17.692308,9,1,5,6,0,94,,200,13.923077
101,17.698718,9,5,1,6,0,89,,200,13.929487
102,17.698718,9,1,5,6,0,94,,200,13.929487
103,17.846154,1,5,1,0,1,0,,200,14.076923
104,17.846154,1,1,5,0,1,0,,200,14.076923
105,17.846154,9,5,2,6,0,90,,200,14.076923
106,17.846154,9,1,4,6,0,95,,200,14.076923
107,17.846154,8,3,3,0,0,0,,200,14.076923
108,17.852564,9,5,2,6,0,90,,200,14.083333
109,17.852564,9,1,4,6,0,95,,200,14.083333
110,18,1,5,2,0,1,0,,200,14.230769
111,18,1,1,4,0,1,0,,200,14.230769
112,18,9,5,1,6,0,91,,200,14.230769
113,18,9,1,5,6,0,96,,200,14.230769
114,18.00641,9,5,1,6,0,91,,200,14.237179
115,18.00641,9,1,5,6,0,96,,200,14.237179
116,18.153846,8,3,3,0,0,0,,200,14.384615
117,18.307692,1,5,1,0,1,0,,200,14.538462
118,18.307692,1,1,5,0,1,0,,200,14.538462
119,18.307692,9,5,2,6,0,97,,200,14.538462
120,18.307692,9,1,4,6,0,98,,200,14.538462
121,18.314103,9,5,2,6,0,97,,200,14.544872
122,18.314103,9,1,4,6,0,98,,200,14.544872
123,18.461538,8,3,3,0,0,0,,200,14.692308
124,18.615385,1,5,1,0,1,0,,200,14.846154
125,18.615385,1,1,5,0,1,0,,200,14.846154
126,18.615385,9,5,2,6,0,99,,200,14.846154
127,18.615385,9,1,4,6,0,100,,200,14.846154
128,18.769231,1,5,1,0,1,0,,200,15
129,18.769231,1,1,5,0,1,0,,200,15
130,18.769231,8,3,3,0,0,0,,200,15
131,18.923077,1,5,1,0,1,0,,200,15.153846
132,18.923077,1,1,5,0,1,0,,200,15.153846
133,19.076923,1,5,1,0,1,0,,200,15.307692
134,19.076923,1,1,5,0,1,0,,200,15.307692
135,19.076923,9,5,2,6,0,99,,200,15.307692
136,19.076923,8,3,3,0,0,0,,200,15.307692
137,19.083333,9,1,4,6,0,100,,200,15.314103
138,19.230769,1,5,2,0,1,0,,200,15.461538
139,19.230769,1,1,4,0,1,0,,200,15.461538
140,19.230769,9,3,3,6,0,101,,200,15.461538
141,19.237179,9,3,3,6,0,101,,200,15.467949
142,19.384615,8,3,3,0,0,0,,200,15.615385
143,19.692308,1,5,1,0,1,0,,200,15.923077
144,19.692308,1,1,5,0,1,0,,200,15.923077
145,19.692308,9,5,2,6,0,102,,200,15.923077
146,19.692308,9,1,4,6,0,103,,200,15.923077
147,19.692308,8,3,3,0,0,0,,200,15.923077
148,19.698718,9,5,2,6,0,102,,200,15.929487
149,19.698718,9,1,4,6,0,103,,200,15.929487
150,19.846154,1,5,2,0,1,0,,200,16.076923
151,19.846154,1,1,4,0,1,0,,200,16.076923
152,19.846154,9,5,1,6,0,104,,200,16.076923
153,19.846154,9,1,5,6,0,105,,200,16.076923
154,19.852564,9,5,1,6,0,104,,200,16.083333
155,19.852564,9,1,5,6,0,105,,200,16.083333
156,20,1,5,1,0,1,0,,200,16.230769
157,20,1,1,5,0,1,0,,200,16.230769
158,20,9,5,2,6,0,106,,200,16.230769
159,20,9,1,4,6,0,107,,200,16.230769
160,20,8,3,3,0,0,0,,200,16.230769
161,20.00641,9,5,2,6,0,106,,200,16.237179
162,20.00641,9,1,4,6,0,107,,200,16.237179
163,20.153846,1,5,2,0,1,0,,200,16.384615
164,20.153846,1,1,4,0,1,0,,200,16.384615
165,20.153846,9,5,1,6,0,108,,200,16.384615
166,20.153846,9,1,5,6,0,109,,200,16.384615
167,20.160256,9,5,1,6,0,108,,200,16.391026
168,20.160256,9,1,5,6,0,109,,200,16.391026
169,20.307692,1,5,1,0,1,0,,200,16.538462
170,20.307692,1,1,5,0,1,0,,200,16.538462
171,20.307692,9,5,2,6,0,110,,200,16.538462
172,20.307692,9,1,4,6,0,111,,200,16.538462
173,20.307692,8,3,3,0,0,0,,200,16.538462
174,20.314103,9,5,2,6,0,110,,200,16.544872
175,20.314103,9,1,4,6,0,111,,200,16.544872
176,20.461538,1,5,2,0,1,0,,200,16.692308
177,20.461538,1,1,4,0,1,0,,200,16.692308
178,20.461538,9,5,1,6,0,112,,200,16.692308
179,20.461538,9,1,5,6,0,113,,200,16.692308
180,20.467949,9,5,1,6,0,112,,200,16.698718
181,20.467949,9,1,5,6,0,113,,200,16.698718
182,20.615385,8,3,3,0,0,0,,200,16.846154
183,20.769231,1,5,1,0,1,0,,200,17
184,20.769231,1,1,5,0,1,0,,200,17
185,20.769231,9,5,2,6,0,114,,200,17
186,20.769231,9,1,4,6,0,115,,200,17
187,20.775641,9,5,2,6,0,114,,200,17.00641
188,20.775641,9,1,4,6,0,115,,200,17.00641
189,20.923077,8,3,3,0,0,0,,200,17.153846
190,21.076923,1,5,1,0,1,0,,200,17.307692
191,21.076923,1,1,5,0,1,0,,200,17.307692
192,21.076923,9,5,2,6,0,116,,200,17.307692
193,21.076923,9,1,4,6,0,117,,200,17.307692
194,21.230769,1,5,1,0,1,0,,200,17.461538
195,21.230769,1,1,5,0,1,0,,200,17.461538
196,21.230769,8,3,3,0,0,0,,200,17.461538
197,21.384615,1,5,1,0,1,0,,200,17.615385
198,21.384615,1,1,5,0,1,0,,200,17.615385
199,21.538462,1,5,1,0,1,0,,200,17.769231
200,21.538462,1,1,5,0,1,0,,200,17.769231
201,21.538462,8,3,3,0,0,0,,200,17.769231
202,21.544872,9,5,2,6,0,116,,200,17.775641
203,21.544872,9,1,4,6,0,117,,200,17.775641
204,21.692308,1,5,2,0,1,0,,200,17.923077
205,21.692308,1,1,4,0,1,0,,200,17.923077
206,21.692308,9,3,3,6,0,118,,200,17.923077
207,21.698718,9,3,3,6,0,118,,200,17.929487
208,21.846154,8,3,3,0,0,0,,200,18.076923
209,22.153846,1,5,1,0,1,0,,200,18.384615
210,22.153846,1,1,5,0,1,0,,200,18.384615
211,22.153846,9,5,2,6,0,119,,200,18.384615
212,22.153846,9,1,4,6,0,120,,200,18.384615
213,22.153846,8,3,3,0,0,0,,200,18.384615
214,22.160256,9,5,2,6,0,119,,200,18.391026
215,22.160256,9,1,4,6,0,120,,200,18.391026
216,22.307692,1,5,2,0,1,0,,200,18.538462
217,22.307692,1,1,4,0,1,0,,200,18.538462
218,22.307692,9,5,1,6,0,121,,200,18.538462
219,22.307692,9,1,5,6,0,122,,200,18.538462
220,22.314103,9,5,1,6,0,121,,200,18.544872
221,22.314103,9,1,5,6,0,122,,200,18.544872
222,22.461538,1,5,1,0,1,0,,200,18.692308
223,22.461538,1,1,5,0,1,0,,200,18.692308
224,22.461538,9,5,2,6,0,123,,200,18.692308
225,22.461538,9,1,4,6,0,124,,200,18.692308
226,22.461538,8,3,3,0,0,0,,200,18.692308
227,22.467949,9,5,2,6,0,123,,200,18.698718
228,22.467949,9,1,4,6,0,124,,200,18.698718
229,22.615385,1,5,2,0,1,0,,200,18.846154
230,22.615385,1,1,4,0,1,0,,200,18.846154
231,22.615385,9,5,1,6,0,125,,200,18.846154
232,22.615385,9,1,5,6,0,126,,200,18.846154
233,22.621795,9,5,1,6,0,125,,200,18.852564
234,22.621795,9,1,5,6,0,126,,200,18.852564
235,22.769231,1,5,1,0,1,0,,200,19
236,22.769231,1,1,5,0,1,0,,200,19
237,22.769231,9,5,2,6,0,127,,200,19
238,22.769231,9,1,4,6,0,128,,200,19
239,22.769231,8,3,3,0,0,0,,200,19
240,22.775641,9,5,2,6,0,127,,200,19.00641
241,22.775641,9,1,4,6,0,128,,200,19.00641
242,22.923077,1,5,2,0,1,0,,200,19.153846
243,22.923077,1,1,4,0,1,0,,200,19.153846
244,22.923077,9,5,1,6,0,129,,200,19.153846
245,22.923077,9,1,5,6,0,130,,200,19.153846
246,22.929487,9,5,1,6,0,129,,200,19.160256
247,22.929487,9,1,5,6,0,130,,200,19.160256
248,23.076923,8,3,3,0,0,0,,200,19.307692
249,23.230769,1,5,1,0,1,0,,200,19.461538
250,23.230769,1,1,5,0,1,0,,200,19.461538
251,23.230769,9,5,2,6,0,256,,200,19.461538
252,23.230769,9,1,4,6,0,257,,200,19.461538
253,23.237179,9,5,2,6,0,256,,200,19.467949
254,23.237179,9,1,4,6,0,257,,200,19.467949
255,23.384615,8,3,3,0,0,0,,200,19.615385
256,23.538462,1,5,1,0,1,0,,200,19.769231
257,23.538462,1,1,5,0,1,0,,200,19.769231
258,23.538462,9,5,2,6,0,131,,200,19.769231
259,23.538462,9,1,4,6,0,132,,200,19.769231
260,23.692308,1,5,1,0,1,0,,200,19.923077
261,23.692308,1,1,5,0,1,0,,200,19.923077
262,23.692308,8,3,3,0,0,0,,200,19.923077
263,23.846154,1,5,1,0,1,0,,200,20.076923
264,23.846154,1,1,5,0,1,0,,200,20.076923
265,24,1,5,1,0,1,0,,200,20.230769
266,24,1,1,5,0,1,0,,200,20.230769
267,24,8,3,3,0,0,0,,200,20.230769
268,24.00641,9,5,2,6,0,131,,200,20.237179
269,24.00641,9,1,4,6,0,132,,200,20.237179
270,24.153846,1,5,2,0,1,0,,200,20.384615
271,24.153846,1,1,4,0,1,0,,200,20.384615
272,24.153846,9,3,3,6,0,133,,200,20.384615
273,24.160256,9,3,3,6,0,133,,200,20.391026
274,24.307692,8,3,3,0,0,0,,200,20.538462
275,24.615385,2,5,1,0,1,0,,200,20.846154
276,24.615385,2,1,5,0,1,0,,200,20.846154
277,24.615385,9,5,2,6,0,137,,200,20.846154
278,24.615385,9,1,4,6,0,138,,200,20.846154
279,24.615385,8,3,3,0,0,0,,200,20.846154
280,24.769231,2,5,1,0,1,0,,200,21
281,24.769231,2,1,5,0,1,0,,200,21
282,24.769231,9,5,2,6,0,137,,200,21
283,24.769231,9,1,4,6,0,138,,200,21
284,24.923077,2,1,5,0,1,0,,200,21.153846
285,24.923077,2,5,1,0,1,0,,200,21.153846
286,24.923077,9,5,2,6,0,139,,200,21.153846
287,24.923077,9,1,4,6,0,140,,200,21.153846
288,24.923077,8,3,3,0,0,0,,200,21.153846
289,25.076923,2,1,5,0,1,0,,200,21.307692
290,25.076923,2,5,1,0,1,0,,200,21.307692
291,25.076923,9,5,2,6,0,139,,200,21.307692
292,25.076923,9,1,4,6,0,140,,200,21.307692
293,25.230769,1,5,1,0,1,0,,200,21.461538
294,25.230769,1,1,5,0,1,0,,200,21.461538
295,25.230769,9,5,2,6,0,134,,200,21.461538
296,25.230769,9,1,4,6,0,135,,200,21.461538
297,25.230769,8,3,3,0,0,0,,200,21.461538
298,25.237179,9,5,2,6,0,134,,200,21.467949
299,25.237179,9,1,4,6,0,135,,200,21.467949
300,25.384615,1,5,2,0,1,0,,200,21.615385
301,25.384615,1,1,4,0,1,0,,200,21.615385
302,25.384615,9,3,3,6,0,136,,200,21.615385
303,25.391026,9,3,3,6,0,136,,200,21.621795
304,25.538462,8,3,3,0,0,0,,200,21.769231
305,25.692308,1,5,1,0,1,0,,200,21.923077
306,25.692308,1,1,5,0,1,0,,200,21.923077
307,25.692308,9,5,2,6,0,143,,200,21.923077
308,25.692308,9,1,4,6,0,144,,200,21.923077
309,25.698718,9,5,2,6,0,143,,200,21.929487
310,25.698718,9,1,4,6,0,144,,200,21.929487
311,25.846154,8,3,3,0,0,0,,200,22.076923
312,26,1,5,1,0,1,0,,200,22.230769
313,26,1,1,5,0,1,0,,200,22.230769
314,26,9,5,2,6,0,145,,200,22.230769
315,26,9,1,4,6,0,146,,200,22.230769
316,26.00641,9,5,2,6,0,145,,200,22.237179
317,26.00641,9,1,4,6,0,146,,200,22.237179
318,26.147436,9,1,4,6,0,142,,200,22.378205
319,26.153846,3,1,5,0,1,68,,200,22.384615
320,26.153846,9,5,2,6,0,141,,200,22.384615
321,26.153846,8,3,3,0,0,0,,200,22.384615
322,26.153846,3,5,1,0,1,69,,200,22.384615
323,26.461538,8,3,3,0,0,0,,200,22.692308
324,26.769231,8,3,3,0,0,0,,200,23
325,26.788462,9,3,3,6,0,141,,200,23.019231
326,26.788462,9,3,3,6,0,142,,200,23.019231
327,27.076923,3,5,2,0,1,69,,200,23.307692
328,27.076923,3,1,4,0,1,68,,200,23.307692
329,27.153846,93,,,0,0,0,,,
330,27.615385,93,,,100,0,0,,,
331,27.692308,1,3,2,1,0,24,,,23.461538
332,27.730769,1,3,1,1,0,24,,,23.5
333,28.307692,93,,,0,0,0,,,
334,28.846154,93,,,100,0,0,,,
335,28.923077,1,3,4,2,0,25,,,24.153846
336,28.961538,1,3,5,2,0,25,,,24.192308
337,29,93,,,0,0,0,,,
338,29.153846,93,,,100,0,0,,,
339,29.230769,1,3,4,2,0,26,,,24.307692
340,29.269231,1,3,5,2,0,26,,,24.346154
341,29.538462,93,,,0,0,0,,,
342,30.692308,93,,,100,0,0,,,
343,30.769231,1,3,2,1,0,27,,,24.692308
344,30.807692,1,3,1,1,0,27,,,24.730769
345,30.846154,93,,,0,0,0,,,
346,31,93,,,100,0,0,,,
347,31.076923,1,3,4,2,0,29,,,24.846154
348,31.115385,1,3,5,2,0,29,,,24.884615
349,31.153846,93,,,0,0,0,,,
350,31.307692,93,,,100,0,0,,,
351,31.384615,1,3,2,1,0,28,,,25
352,31.423077,1,3,1,1,0,28,,,25.038462
353,31.461538,93,,,0,0,0,,,
354,31.615385,93,,,100,0,0,,,
355,31.692308,1,3,4,2,0,30,,,25.153846
356,31.730769,1,3,5,2,0,30,,,25.192308
357,32,93,,,0,0,0,,,
358,32.538462,93,,,100,0,0,,,
359,32.615385,1,3,2,1,0,34,,,25.538462
360,32.653846,1,3,1,1,0,34,,,25.576923
361,32.692308,93,,,0,0,0,,,
362,33.230769,93,,,100,0,0,,,
363,33.455128,9,3,3,70,0,31,,60,25.839744
364,33.461538,9,3,1,70,0,31,,60,25.846154
365,33.461538,9,3,1,70,0,32,,60,25.846154
366,33.538462,1,3,2,0,0,0,,,25.923077
367,33.615385,9,3,3,70,0,33,,60,26
368,33.615385,9,3,3,70,0,32,,60,26
369,33.621795,9,3,1,70,0,33,,60,26.00641
370,33.762821,9,3,4,70,0,18,,60,26.147436
371,33.769231,9,3,2,70,0,18,,60,26.153846
372,33.769231,9,3,2,70,0,19,,60,26.153846
373,33.846154,1,3,3,0,0,0,,,26.230769
374,33.923077,9,3,4,70,0,20,,60,26.307692
375,33.923077,9,3,4,70,0,19,,60,26.307692
376,33.929487,9,3,2,70,0,20,,60,26.314103
377,34.070513,9,3,5,70,0,21,,60,26.455128
378,34.076923,9,3,3,70,0,21,,60,26.461538
379,34.076923,9,3,3,70,0,22,,60,26.461538
380,34.153846,1,3,4,0,0,0,,,26.538462
381,34.230769,9,3,5,70,0,23,,60,26.615385
382,34.230769,9,3,5,70,0,22,,60,26.615385
383,34.237179,9,3,3,70,0,23,,60,26.621795
384,34.461538,1,4,5,0,0,0,,,26.846154
385,34.615385,1,2,1,0,0,0,,,27
386,34.769231,1,4,5,0,0,0,,,27.153846
387,34.923077,1,2,1,0,0,0,,,27.307692
388,35.076923,1,4,5,0,0,0,,,27.461538
389,35.384615,1,3,2,0,0,0,,,27.769231
390,35.538462,2,3,5,0,0,0,,,27.923077
391,35.846154,2,3,5,0,1,0,,,28.230769
392,35.846154,1,3,1,0,1,0,,,28.230769
393,36,2,1,4,0,0,0,,,28.384615
394,36.307692,2,5,2,0,0,0,,,28.692308
395,36.923077,2,5,2,0,1,0,,,29.307692
396,36.923077,2,1,4,0,1,0,,,29.307692
397,37.826923,9,3,1,66,0,56,,30,30.211538
398,37.826923,9,3,5,66,0,57,,30,30.211538
399,37.826923,9,3,3,66,0,58,,30,30.211538
400,37.826923,9,3,3,66,0,59,,30,30.211538
401,37.826923,9,3,3,66,0,61,,30,30.211538
402,37.865385,9,3,2,66,0,56,,30,30.25
403,37.865385,9,3,4,66,0,57,,30,30.25
404,37.865385,9,3,2,66,0,58,,30,30.25
405,37.865385,9,3,4,66,0,59,,30,30.25
406,37.865385,9,3,2,66,0,60,,30,30.25
407,37.942308,9,3,1,66,0,56,,30,30.326923
408,37.942308,9,3,5,66,0,57,,30,30.326923
409,38.019231,9,3,2,66,0,56,,30,30.403846
410,38.019231,9,3,4,66,0,57,,30,30.403846
411,38.019231,1,3,3,0,0,0,30,,30.403846
412,38.096154,9,3,1,66,0,56,,30,30.480769
413,38.096154,9,3,5,66,0,57,,30,30.480769
414,38.173077,9,3,2,66,0,56,,30,30.557692
415,38.173077,9,3,4,66,0,57,,30,30.557692
416,38.173077,9,3,2,66,0,58,,30,30.557692
417,38.173077,9,3,4,66,0,59,,30,30.557692
418,38.173077,9,3,4,66,0,61,,30,30.557692
419,38.211538,9,3,1,66,0,56,,30,30.596154
420,38.211538,9,3,5,66,0,57,,30,30.596154
421,38.211538,9,3,3,66,0,58,,30,30.596154
422,38.211538,9,3,3,66,0,59,,30,30.596154
423,38.211538,9,3,3,66,0,60,,30,30.596154
424,38.916667,2,5,4,0,0,0,-30,,31.301282
425,38.923077,2,4,3,0,0,0,30,,31.307692
426,38.955128,1,5,4,1,0,0,-30,,31.339744
427,38.961538,1,4,3,1,0,398,30,,31.346154
428,39.224359,2,4,3,0,0,0,-30,,31.608974
429,39.230769,2,3,2,0,0,0,30,,31.615385
430,39.262821,1,4,3,1,0,0,-30,,31.647436
431,39.269231,1,3,2,1,0,399,30,,31.653846
432,39.532051,2,3,2,0,0,0,-30,,31.916667
433,39.538462,2,2,1,0,0,0,30,,31.923077
434,39.570513,1,3,2,1,0,0,-30,,31.955128
435,39.576923,1,2,1,1,0,400,30,,31.961538
436,39.884615,1,2,3,0,0,0,,,32.269231
437,40.019231,1,1,2,0,0,0,,,32.403846
438,40.115385,1,3,4,0,0,0,,,32.5
439,40.25,1,2,3,0,0,0,,,32.634615
440,40.384615,1,4,5,0,0,0,,,32.769231
441,40.615385,1,3,4,0,0,0,,,33
442,40.730769,1,4,2,0,0,0,,,33.115385
443,40.769231,93,,,50,0,0,,,
444,41.230769,1,1,1,0,0,0,75,120,33.384615
445,41.846154,1,2,2,0,0,0,75,120,33.692308
446,42.461538,1,3,3,0,0,0,75,120,34
447,43.076923,1,4,4,0,0,0,75,120,34.307692
448,43.692308,1,5,5,0,0,0,75,120,34.615385
449,44.307692,93,,,-40,0,0,,,
450,44.461538,93,,,80,0,0,,,
451,44.615385,93,,,-40,0,0,,,
452,44.769231,93,,,80,0,0,,,
453,44.923077,93,,,-40,0,0,,,
454,45.076923,93,,,80,0,0,,,
455,45.230769,93,,,-40,0,0,,,
456,45.384615,93,,,100,0,0,,,
457,45.538462,1,5,1,0,1,0,,200,35.2
458,45.538462,1,1,5,0,1,0,,200,35.2
459,45.538462,9,5,2,6,0,258,,200,35.2
460,45.538462,9,1,4,6,0,259,,200,35.2
461,45.538462,8,3,3,0,0,0,,200,35.2
462,45.544872,9,5,2,6,0,258,,200,35.20641
463,45.544872,9,1,4,6,0,259,,200,35.20641
464,45.692308,1,5,2,0,1,0,,200,35.353846
465,45.692308,1,1,4,0,1,0,,200,35.353846
466,45.692308,9,5,1,6,0,260,,200,35.353846
467,45.692308,9,1,5,6,0,261,,200,35.353846
468,45.698718,9,5,1,6,0,260,,200,35.360256
469,45.698718,9,1,5,6,0,261,,200,35.360256
470,45.846154,1,5,1,0,1,0,,200,35.507692
471,45.846154,1,1,5,0,1,0,,200,35.507692
472,45.846154,9,5,2,6,0,262,,200,35.507692
473,45.846154,9,1,4,6,0,263,,200,35.507692
