time,lyrics,size
0,, 
2.617,あなたの街の（あなたの街の） 煙突へ出張中（hum hum）,
8.733,お待たせしました !　私来ませり,
17.8,(Ho Ho! HOO!!),
22.3,「おはようございま～す ! \n　イヴ・サンタクロース、ただいま出勤しました ! 」,
30.133,あのね、ここだけの話,
33.35,私の仕事はかけ持ち OK,
36.633,嘘みたいなお話,
39.2,サンタ（Ho!）de アイドル（Ho Ho!） 兼業中　どっちも本業です,
44.083,（Ho Ho! HOO!!）,
47.4,「行ってきま～す ! 」\n（Ho Ho! HOO!!）,
49.617,眠い目擦ってやってくぞ !,
51.033,通勤快速ブリッツェン号 !（ヒヒーン???）,
52.55,ビーチに温泉、遊園地,
54,お給料日ならなお元気,
55.617,地球　あっちからこっちまで,
58.3,サンタ（Ho!）de アイドル（Ho Ho!） 今日も営業中,
63.417,…待っていてくれるかな？,
66.95,荷物が多くて　お待たせ中,
72.85,鈴の音が聞こえたら　街に雪が舞ったら（ah）,
79.067,君のとこまで　もう来ませり,
86.15,「シャン　シャン　シャンシャンシャン」,
87.8,聞こえてるかな？　アイ・I・愛が届く音（HO!!）,
92.017,みんなの（みんなの） 上空を（上空を）,
94.75,今過ぎたよ （Hooo!!）,
97.917,足んない ! 足んない !,
99.567,聖なる夜に　奇跡がもっと起こる音,
104.133,チェックマイク・ボリューム MAX!,
106.333,私はここだよ（ここだよー ! ）,
109.433,あなたの街の（あなたの街の） 煙突へ出張中（hum hum）,
115.617,お待たせしました !（Ho Ho!!） 私来ませり,
125.567,,

