time,lyrics,size
0.00 ,,
3.28 ,むかしむかし、あるところに、お菓子の国がありました。\n（Dan Duwa Dan Dan Duwa ×3）,
9.983 ,これは、そんなある日の物語です。\n（Dan Duwa Dan Dan Duwa ×3）,
12.70 ,これは、そんなある日の物語です。\n（Dan Duwa Wa）,
13.90 ,はじまり、はじまり。\n（Dan Duwa Wa）,
17.05 ,,
18.40 ,おはよう ! お天道様が　にっこり,
24.583 ,おいしい　お菓子並べて　ほっこり,
30.983 ,最初のお客さんは　メレンゲうさぎさん,
37.167 ,あわてて　こう言いました,
41.133 ,「たいへん ! 王子が目を覚まさないの ! 」,
44.75 ,「あらあら、困ったわ。どうしましょう。」,
48.95 ,すると、メレンゲうさぎは言いました。,
52.433 ,「あま～いキスなら目がさめる ! 」,
55.033 ,だけど　そんないきなり　恥ずかしいから,
61.950 ,とりあえず　あま～いお菓子　作っちゃお !,
67.950 ,あまい　キスだなんて,
71.050 ,わたし　できない,
74.333 ,ドキドキがとまらない,
76.650 ,これはなぜかしら？,
80.333 ,あまい　お菓子つくって,
83.433 ,わたし　どうしよう,
86.717 ,焼く前のタルト,
89.233 ,未熟なわたしみたい,
96.467,「甘酸っぱいキスで、僕は目を覚ましました。ありがとう。」,
102.067,「よかったら、このガラス砂糖の靴を履いてみてくれませんか？」,
108.617,娘が、そろそろと足を入れてみると、なんとぴったり !,
114.583,…こうして王子様と　幸せに暮らしました。,
125.183,めでたし、めでたし。,
128.217,,
