0.03333,MOT_mc_bg_black_00,seat100-0,,
0.16665,MOT_mc_speaker_00,temp2,,
0.16665,2,,,,D80
0.16665,3,,,,D80
0.16665,1,,,,D40
0.16665,MOT_mc_light_center_00,l1,,
0.16665,MOT_mc_light_up_00,l1,,
0.16665,MOT_mc_light_under_00,l1,,
0.16665,MOT_all,cut2,,
1.3998599999999999,2,1-2,,,
1.3998599999999999,3,1-2,,,
1.3998599999999999,1,1-2,,,
1.8331499999999998,1,sj2,,,
1.96647,2,lp2,,,
1.96647,3,lp2,,,
2.3331,1,j2-3,,,
2.89971,1,lp3,,,
3.06636,2,2-3,l1,,
3.06636,3,2-3,r1,,
3.19968,1,3-4,,f1,
3.3329999999999997,MOT_mc_bg_black_00,b80-65,,
3.3329999999999997,2,,,,L60
3.3329999999999997,3,,,,L60
3.3329999999999997,1,,,,L0
3.3329999999999997,MOT_mc_special_01,l1_03,,
3.39966,2,lp3,,,
3.39966,3,lp3,,,
3.6662999999999997,1,4-1,,,
4.0329299999999995,1,lp1,,,
4.26624,2,j3-4,,,
4.26624,3,j3-4,,,
4.26624,1,1-2,,,
4.59954,1,sj2,,,
4.86618,2,lp4,,,
4.86618,3,lp4,,,
4.999499999999999,1,lp2,,,
5.53278,1,2-3,l1,,
6.066059999999999,2,4-1,,,
6.13272,1,lp3,l2,,
6.3327,3,4-1,,,
6.83265,2,lp1,,,
6.83265,3,lp1,,,
7.46592,1,sj3,,,
7.79922,1,lp3,,,
8.065859999999999,1,3-4,lb1,,
8.53248,2,1-2,l2,,
8.53248,3,1-2,r2,,
8.59914,1,,lb0,,
8.93244,1,lp4,,,
9.16575,2,2-3,lb1,,
9.16575,3,2-3,rb1,,
9.998999999999999,1,4-1,,,
10.098989999999999,3,w3,,,
10.098989999999999,2,sj3,,,
10.098989999999999,3,sj3,,,
10.3323,1,sj1,,,
10.598939999999999,3,w3,,,
10.598939999999999,2,w3,,,
10.698929999999999,1,lp1,,,
11.06556,2,sj3,,,
11.06556,3,sj3,,,
11.06556,1,1-2,,,
11.43219,1,lp2,,,
11.56551,3,w3,,,
11.56551,2,w3,,,
11.63217,2,sj3,,,
11.63217,3,sj3,,,
12.09879,1,2-3,r1,,
12.132119999999999,3,w3,,,
12.132119999999999,2,w3,,,
12.76539,2,sj3,,,
12.76539,3,sj3,,,
12.79872,1,3-4,rb0,,
13.19868,1,lp4,,,
13.26534,3,w3,,,
13.26534,2,w3,,,
13.36533,2,j3-4,,,
13.36533,3,j3-4,,,
13.79862,1,4-1,,,
14.165249999999999,1,lp1,,,
14.43189,3,w4,,,
14.43189,2,w4,,,
14.565209999999999,1,1-2,,,
14.73186,2,4-1,lb0,,
14.73186,3,4-1,rb0,,
14.93184,1,lp2,,,
15.29847,1,j2-3,,,
15.665099999999999,3,w1,,,
15.665099999999999,2,w1,,,
15.79842,1,lp3,,,
16.46502,2,1-2,,,
16.46502,3,1-2,,,
16.9983,1,3-4,,,
17.09829,2,j2-3,,,
17.364929999999998,3,j2-3,,,
17.63157,1,j4-1,,,
17.79822,MOT_mc_stage_color_00,y-flash,,
17.79822,MOT_mc_special_01,stay,,
17.79822,MOT_mc_bg_black_00,b65-45,,
17.79822,2,,,,L20
17.79822,3,,,,L20
17.79822,MOT_mc_light_center_00,l2,,
17.79822,MOT_mc_light_up_00,l3,,
18.09819,1,1-2,,,
18.164849999999998,2,w3,,,
18.43149,3,w3,,,
18.49815,1,j2-3,,,
18.564809999999998,2,3-4,,,
18.63147,3,3-4,,,
19.03143,1,j3-4,,,
19.49805,2,w4,,,
19.49805,1,lp4,,,
19.564709999999998,3,w4,,,
19.564709999999998,2,j4-1,,,
19.83135,1,4-1,l1,,
20.09799,3,j4-1,,,
20.197979999999998,1,lp1,,,
20.46462,1,,l2,,
20.63127,2,w1,,,
20.69793,2,1-2,,,
20.69793,3,1-2,,,
21.46452,2,sj2,,,
21.46452,3,sj2,,,
21.597839999999998,1,1-2,lb1,,
21.96447,3,w2,,,
21.96447,2,w2,,,
22.06446,2,sj2,,,
22.06446,3,sj2,,,
22.16445,1,lp2,lb0,,
22.56441,3,w2,,,
22.56441,2,w2,,,
23.06436,1,2-3,,,
23.36433,2,2-3,,,
23.36433,3,2-3,,,
23.630969999999998,1,sj3,,,
23.864279999999997,2,sj3,,,
23.864279999999997,3,sj3,,,
24.13092,1,w3,,,
24.19758,1,lp3,,,
24.36423,3,w3,,,
24.36423,2,w3,,,
24.73086,1,3-4,l1,,
25.16415,1,lp4,,,
25.697429999999997,1,sp4-1,,,
26.497349999999997,2,3-4,l1,,
26.497349999999997,3,3-4,r1,,
26.76399,1,sj1,,,
27.13062,1,lp1,,,
27.43059,3,w4,,,
27.43059,2,w4,,,
27.76389,2,4-1,,,
27.76389,3,4-1,,,
27.79722,1,j1-2,,,
28.36383,2,sj1,,,
28.36383,3,sj1,,,
28.530479999999997,1,lp2,,,
28.86378,3,w1,,,
28.86378,2,w1,,,
29.330399999999997,2,1-2,l2,,
29.330399999999997,3,1-2,r2,,
29.36373,1,2-3,,,
29.897009999999998,2,2-3,l3,,
29.897009999999998,3,2-3,r3,,
29.997,1,sj3,,,
30.39696,1,lp3,,,
30.83025,3,w3,,,
30.83025,2,w3,,,
30.86358,2,j3-4,,,
30.86358,3,j3-4,,,
31.03023,1,j3-4,,,
31.363529999999997,2,sj4,,,
31.363529999999997,3,sj4,,,
31.59684,1,lp4,,,
31.86348,3,w4,,,
31.86348,2,w4,,,
31.963469999999997,2,j4-1,,,
31.963469999999997,3,j4-1,,,
31.963469999999997,1,4-1,,,
32.43009,1,lp1,,,
32.9967,2,j1-2,,,
32.9967,3,j1-2,,,
32.9967,1,1-2,lb0,,
33.42999,1,lp2,,,
33.96327,2,2-3,lb2,,
33.96327,3,2-3,rb2,,
33.96327,1,2-3,,,
34.42989,1,lp3,,,
34.89651,3,w3,,,
34.89651,2,w3,,,
35.096489999999996,2,3-4,l3,,
35.096489999999996,3,3-4,r3,,
35.096489999999996,1,3-4,r1,,
35.529779999999995,1,lp4,,,
36.02973,3,w4,,,
36.02973,2,w4,,,
36.09639,2,4-1,l4,,
36.09639,3,4-1,r4,,
36.09639,1,j4-1,,,
36.663,1,lp1,,,
37.02963,3,w1,,,
37.02963,2,w1,,,
37.26294,2,sp1-2,,,
37.26294,3,sp1-2,,,
37.26294,1,sp1-2,,,
37.79622,1,,rb0,,
38.29617,2,sj2,,,
38.29617,3,sj2,,,
38.329499999999996,1,sj2,,,
38.729459999999996,1,lp2,,,
38.796119999999995,3,w2,,,
38.796119999999995,2,w2,,,
38.92944,2,2-3,,,
38.92944,3,2-3,,,
39.196079999999995,1,2-3,,,
39.3294,2,sj3,,,
39.3294,3,sj3,,,
39.82935,3,w3,,,
39.82935,2,w3,,,
39.82935,1,j3-4,,,
