time,lyrics,size
0,,
2.917,まほうのまくらはどこにある？,
11.5,"むにゃむにゃの""とびら""ひらき　たびだつの",
24.867,発見ッ ! ちいさな妖精さん,
28,ここで何してんの？,
31.75,このユメカワな世界はもしかするとおとぎの国？,
39.033,おひさまがぽかぽか…,
42.333,おはなとおひるねー,
45.65,ここちよいゆめがみてみたいの…,
50.067,空飛ぶ気まぐれ綿毛に乗って,
56.683,ふわふわひゅるるらら　すすめー… !  ! \n（すすめー !  ! ）,
63.3,おいで ! 童話の様なワンダーランド,
66.833,まっさらな地図持って,
70.35,二度とページは戻らない,
74.1,ふしぎなたび（一緒に）　たのしもうー…,
77.85,飴玉みたいな月の下　二人で語り合おう,
84.7,ここはねがいかなうばしょ,
88.217,旅は続く　夢の為に,
92.85,「二人の極上の睡眠を求める旅は\nまだまだ続くのであった―……」,
100.35,そんなけさのゆめのおはなし,
106.917,「え ! ？これ全部夢オチって事 ! ？」,
109.783,まほうのまくらはいつも側にあるの,
130.667,, 
