id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,144,0,0
2,0,91,,,,0,0
3,3.529412,1,4,4,0,0,0
4,4.411765,1,2,2,0,0,0
5,5.294118,1,4,4,0,0,0
6,6.176471,1,1,1,0,0,0
7,7.058824,2,5,5,0,0,0
8,7.941176,2,5,5,0,0,0
9,8.823529,2,2,2,0,0,0
10,10.588235,2,2,2,0,0,0
11,12.352941,1,4,4,0,0,0
12,13.235294,1,2,2,0,0,0
13,14.117647,1,4,4,0,0,0
14,15,1,1,1,0,0,0
15,15.882353,1,5,5,0,0,0
16,16.850095,1,2,2,0,0,0
17,17.817837,2,5,5,0,0,0
18,19.753321,2,5,5,0,1,0
19,19.753321,1,1,1,0,1,0
20,21.518027,1,2,2,0,0,0
21,22.40038,1,3,3,0,0,0
22,23.282732,1,4,4,0,0,0
23,24.165085,1,5,5,0,0,0
24,25.047438,1,4,4,0,0,0
25,25.929791,1,1,1,0,0,0
26,26.812144,1,2,2,0,0,0
27,27.253321,1,4,4,0,0,0
28,27.694497,1,2,2,0,0,0
29,28.57685,2,4,4,0,0,0
30,29.459203,2,4,4,0,0,0
31,30.341556,2,2,2,0,0,0
32,31.223909,2,2,2,0,0,0
33,32.106262,1,5,5,0,0,0
34,32.988615,1,2,2,0,0,0
35,33.870968,1,4,4,0,0,0
36,34.312144,1,2,2,0,0,0
37,34.753321,1,4,4,0,0,0
38,35.635674,2,2,2,0,0,0
39,36.518027,2,2,2,0,0,0
40,37.40038,2,4,4,0,0,0
41,38.282732,2,4,4,0,0,0
42,39.165085,2,5,5,0,0,0
43,40.047438,2,5,5,0,0,0
44,40.488615,1,3,3,0,0,0
45,40.929791,1,3,4,0,0,0
46,41.812144,1,3,2,0,0,0
47,42.694497,2,4,4,0,0,0
48,43.57685,2,4,4,0,0,0
49,44.459203,2,2,2,0,0,0
50,45.341556,2,2,2,0,0,0
51,46.223909,1,1,1,0,0,0
52,47.106262,1,4,4,0,0,0
53,47.988615,2,5,5,0,0,0
54,48.870968,2,5,5,0,0,0
55,49.753321,2,2,2,0,0,0
56,50.635674,2,2,2,0,0,0
57,51.518027,2,4,4,0,0,0
58,52.40038,2,4,4,0,0,0
59,53.282732,2,3,3,0,0,0
60,54.165085,2,3,3,0,0,0
61,55.047438,2,5,5,0,0,0
62,55.929791,2,5,5,0,0,0
63,56.812144,1,5,5,0,0,0
64,57.694497,1,3,3,0,0,0
