time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.51
0,2,2,1,,,,-9,0.36
0,3,3,1,,,,9,0.36
0,4,4,1,,,,-18,0.28
0,5,5,1,,,,18,0.28
20.7,,1,,MasterOut,0.05,0,,
20.7,,1,,BUS_0007,0.2,0,,
20.7,,2,,MasterOut,0.05,0,,
20.7,,2,,BUS_0007,0.2,0,,
20.7,,3,,MasterOut,0.05,0,,
20.7,,3,,BUS_0007,0.2,0,,
20.7,,4,,MasterOut,0.05,0,,
20.7,,4,,BUS_0007,0.2,0,,
20.7,,5,,MasterOut,0.05,0,,
20.7,,5,,BUS_0007,0.2,0,,
27.866,,1,,MasterOut,0,1,,
27.866,,1,,BUS_0007,0,0.1,,
27.866,1,1,,,,,0,0.78
40.933,,1,,MasterOut,0.05,0,,
40.933,,1,,BUS_0007,0.2,0,,
41.8,,2,,MasterOut,0,1,,
41.8,,2,,BUS_0007,0,0.1,,
41.8,2,2,,,,,0,0.78
45.54,,2,,MasterOut,0.05,0,,
45.54,,2,,BUS_0007,0.2,0,,
45.911,,3,,MasterOut,0,1,,
45.911,,3,,BUS_0007,0,0.1,,
45.911,3,3,,,,,0,0.78
50.02,,1,,MasterOut,0,1,,
50.02,,1,,BUS_0007,0,0.1,,
50.02,,2,,MasterOut,0,1,,
50.02,,2,,BUS_0007,0,0.1,,
50.02,1,1,,,,,0,0.54
50.02,2,2,,,,,18,0.4
50.02,3,3,,,,,-18,0.4
52.762,,1,,MasterOut,0.05,0,,
52.762,,1,,BUS_0007,0.2,0,,
52.762,,2,,MasterOut,0.05,0,,
52.762,,2,,BUS_0007,0.2,0,,
52.762,,3,,MasterOut,0.05,0,,
52.762,,3,,BUS_0007,0.2,0,,
53.088,,4,,MasterOut,0,1,,
53.088,,4,,BUS_0007,0,0.1,,
53.088,4,4,,,,,0,0.78
55.692,,4,,MasterOut,0.05,0,,
55.692,,4,,BUS_0007,0.2,0,,
55.97,,5,,MasterOut,0,1,,
55.97,,5,,BUS_0007,0,0.1,,
55.97,5,5,,,,,0,0.78
58.693,,4,,MasterOut,0,1,,
58.693,,4,,BUS_0007,0,0.1,,
58.693,4,4,,,,,-9,0.52
58.693,5,5,,,,,9,0.52
62.708,,1,,MasterOut,0,1,,
62.708,,1,,BUS_0007,0,0.1,,
62.708,,2,,MasterOut,0,1,,
62.708,,2,,BUS_0007,0,0.1,,
62.708,,3,,MasterOut,0,1,,
62.708,,3,,BUS_0007,0,0.1,,
62.708,1,1,1,,,,0,0.51
62.708,2,2,1,,,,-9,0.36
62.708,3,3,1,,,,9,0.36
62.708,4,4,1,,,,-18,0.28
62.708,5,5,1,,,,18,0.28
77.832,,1,,MasterOut,0.05,0,,
77.832,,1,,BUS_0007,0.2,0,,
77.832,,2,,MasterOut,0.05,0,,
77.832,,2,,BUS_0007,0.2,0,,
77.832,,3,,MasterOut,0.05,0,,
77.832,,3,,BUS_0007,0.2,0,,
77.832,,4,,MasterOut,0.05,0,,
77.832,,4,,BUS_0007,0.2,0,,
77.832,,5,,MasterOut,0.05,0,,
77.832,,5,,BUS_0007,0.2,0,,
78.032,,1,,MasterOut,0,1,,
78.032,,1,,BUS_0007,0,0.1,,
78.032,,2,,MasterOut,0,1,,
78.032,,2,,BUS_0007,0,0.1,,
78.032,,3,,MasterOut,0,1,,
78.032,,3,,BUS_0007,0,0.1,,
78.032,1,1,,,,,0,0.54
78.032,2,2,,,,,18,0.4
78.032,3,3,,,,,-18,0.4
83.258,,1,,MasterOut,0.05,0,,
83.258,,1,,BUS_0007,0.2,0,,
83.258,,2,,MasterOut,0.05,0,,
83.258,,2,,BUS_0007,0.2,0,,
83.258,,3,,MasterOut,0.05,0,,
83.258,,3,,BUS_0007,0.2,0,,
83.692,,4,,MasterOut,0,1,,
83.692,,4,,BUS_0007,0,0.1,,
83.692,,5,,MasterOut,0,1,,
83.692,,5,,BUS_0007,0,0.1,,
83.692,4,4,,,,,-12,0.54
83.692,5,5,,,,,12,0.54
86.053,,1,,MasterOut,0,1,,
86.053,,1,,BUS_0007,0,0.1,,
86.053,,2,,MasterOut,0,1,,
86.053,,2,,BUS_0007,0,0.1,,
86.053,,3,,MasterOut,0,1,,
86.053,,3,,BUS_0007,0,0.1,,
86.053,1,1,1,,,,0,0.51
86.053,2,2,1,,,,-9,0.36
86.053,3,3,1,,,,9,0.36
86.053,4,4,1,,,,-18,0.28
86.053,5,5,1,,,,18,0.28
