time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,,6,,MasterOut,0,1,,
0,,6,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.51
0,2,2,1,,,,-15,0.36
0,3,3,1,,,,15,0.36
0,4,4,1,,,,-25,0.28
0,5,5,1,,,,25,0.28
0,6,6,1,,,,0,0.76
14.767,,1,,MasterOut,0.05,0,,
14.767,,1,,BUS_0007,0.2,0,,
14.767,,3,,MasterOut,0.05,0,,
14.767,,3,,BUS_0007,0.2,0,,
14.767,,4,,MasterOut,0.05,0,,
14.767,,4,,BUS_0007,0.2,0,,
14.767,,5,,MasterOut,0.05,0,,
14.767,,5,,BUS_0007,0.2,0,,
14.767,2,2,1,,,,0,0.76
30.139,,2,,MasterOut,0.05,0,,
30.139,,2,,BUS_0007,0.2,0,,
30.824,,3,,MasterOut,0,1,,
30.824,,3,,BUS_0007,0,0.1,,
30.824,3,3,1,,,,0,0.76
42.042,,3,,MasterOut,0.05,0,,
42.042,,3,,BUS_0007,0.2,0,,
42.496,,4,,MasterOut,0,1,,
42.496,,4,,BUS_0007,0,0.1,,
42.496,4,4,1,,,,0,0.76
53.214,,4,,MasterOut,0.05,0,,
53.214,,4,,BUS_0007,0.2,0,,
53.962,,5,,MasterOut,0,1,,
53.962,,5,,BUS_0007,0,0.1,,
53.962,5,5,1,,,,0,0.76
62.104,,5,,MasterOut,0.05,0,,
62.104,,5,,BUS_0007,0.2,0,,
62.354,,1,,MasterOut,0,1,,
62.354,,1,,BUS_0007,0,0.1,,
62.354,1,1,1,,,,0,0.76
68.376,,2,,MasterOut,0,1,,
68.376,,2,,BUS_0007,0,0.1,,
68.376,,3,,MasterOut,0,1,,
68.376,,3,,BUS_0007,0,0.1,,
68.376,,4,,MasterOut,0,1,,
68.376,,4,,BUS_0007,0,0.1,,
68.376,,5,,MasterOut,0,1,,
68.376,,5,,BUS_0007,0,0.1,,
68.376,1,1,1,,,,0,0.51
68.376,2,2,1,,,,-15,0.36
68.376,3,3,1,,,,15,0.36
68.376,4,4,1,,,,-25,0.28
68.376,5,5,1,,,,25,0.28
73.692,1,1,1,,,,0,0
73.692,2,2,1,,,,0,0.76
73.692,3,3,1,,,,0,0
73.692,4,4,1,,,,0,0
73.692,5,5,1,,,,0,0
79.403,1,1,1,,,,0,0.51
79.403,2,2,1,,,,-15,0.36
79.403,3,3,1,,,,15,0.36
79.403,4,4,1,,,,-25,0.28
79.403,5,5,1,,,,25,0.28
85.373,,2,,MasterOut,0.05,0,,
85.373,,2,,BUS_0007,0.2,0,,
85.373,,3,,MasterOut,0.05,0,,
85.373,,3,,BUS_0007,0.2,0,,
85.373,1,1,1,,,,0,0.46
85.373,4,4,1,,,,-24,0.42
85.373,5,5,1,,,,24,0.42
96.669,1,1,1,,,,0,0
96.669,4,4,1,,,,0,0
96.669,5,5,1,,,,0,0
96.669,,2,,MasterOut,0,1,,
96.669,,2,,BUS_0007,0,0.1,,
96.669,,3,,MasterOut,0,1,,
96.669,,3,,BUS_0007,0,0.1,,
96.669,2,2,1,,,,-24,0.5
96.669,3,3,1,,,,24,0.5
102.656,1,1,1,,,,0,0.51
102.656,2,2,1,,,,-15,0.36
102.656,3,3,1,,,,15,0.36
102.656,4,4,1,,,,-25,0.28
102.656,5,5,1,,,,25,0.28
