0.03333,MOT_mc_bg_black_00,seat100-0,,
1.69983,MOT_mc_speaker_00,temp1,,
1.69983,MOT_mc_light_under_00,l1,,
1.69983,MOT_mc_light_center_00,l1,,
1.69983,MOT_mc_stage_color_00,l1,,
2.6664,1,sp1-2,,
2.6664,2,sp1-2,l1,
2.6664,3,sp1-2,r1,
2.6664,4,sp1-2,l1,
2.6664,5,sp1-2,r1,
3.9996,1,sj2,,
3.9996,2,sj2,,
3.9996,3,sj2,,
3.9996,4,sj2,,
3.9996,5,sj2,,
4.29957,1,lp2,,
4.29957,2,lp2,,
4.29957,3,lp2,,
4.29957,4,lp2,,
4.29957,5,lp2,,
7.26594,1,2-3,,
7.26594,2,2-3,,
7.26594,3,2-3,,
7.26594,4,2-3,,
7.26594,5,2-3,,
7.56591,1,lp3,,
7.56591,2,lp3,,
7.56591,3,lp3,,
7.56591,4,lp3,,
7.56591,5,lp3,,
9.36573,1,j3-4,,
9.699029999999999,1,lp4,,
10.23231,2,j3-4,,
10.23231,3,j3-4,,
10.53228,2,lp4,,
10.53228,3,lp4,,
10.56561,MOT_mc_light_center_00,l2,,
10.83225,4,j3-4,,
10.83225,5,j3-4,,
11.13222,4,lp4,,
11.13222,5,lp4,,
11.49885,1,4-1,,
11.49885,2,4-1,,
11.49885,3,4-1,,
11.49885,4,4-1,,
11.49885,5,4-1,,
11.832149999999999,1,lp1,,
11.832149999999999,2,lp1,,
11.832149999999999,3,lp1,,
11.832149999999999,4,lp1,,
11.832149999999999,5,lp1,,
13.49865,4,1-2,,
13.49865,5,1-2,,
13.831949999999999,2,1-2,,
13.831949999999999,3,1-2,,
13.931939999999999,1,1-2,,
14.09859,MOT_mc_light_under_00,l2,,
14.19858,1,j2-3,,
14.29857,2,j2-3,,
14.29857,3,j2-3,,
14.39856,4,j2-3,,
14.39856,5,j2-3,,
14.965169999999999,1,3-4,l1,
14.965169999999999,2,3-4,l2,
14.965169999999999,3,3-4,rb0,
14.965169999999999,4,3-4,l2,
14.965169999999999,5,3-4,rb0,
15.3318,1,lp4,,
15.3318,2,lp4,,
15.3318,3,lp4,,
15.3318,4,lp4,,
15.3318,5,lp4,,
16.23171,1,4-1,lb0,
16.23171,2,4-1,lb1,
16.23171,3,4-1,r1,
16.23171,4,4-1,lb1,
16.23171,5,4-1,r1,
16.59834,1,lp1,,
16.59834,2,lp1,,
16.59834,3,lp1,,
16.59834,4,lp1,,
16.59834,5,lp1,,
17.03163,MOT_mc_stage_color_00,l2,,
17.564909999999998,1,1-2,r1,
17.564909999999998,2,1-2,lb0,
17.564909999999998,3,1-2,r2,
17.564909999999998,4,1-2,lb0,
17.564909999999998,5,1-2,r2,
17.93154,1,lp2,,
17.93154,2,lp2,,
17.93154,3,lp2,,
17.93154,4,lp2,,
17.93154,5,lp2,,
17.964869999999998,MOT_mc_speaker_00,temp2,,
18.83145,1,2-3,rb0,
18.83145,2,2-3,l1,
18.83145,3,2-3,rb1,
18.83145,4,2-3,l1,
18.83145,5,2-3,rb1,
19.198079999999997,1,lp3,,
19.198079999999997,2,lp3,,
19.198079999999997,3,lp3,,
19.198079999999997,4,lp3,,
19.198079999999997,5,lp3,,
20.29797,1,sp3-4,,
20.597939999999998,2,sp3-4,,
20.597939999999998,3,sp3-4,,
20.86458,4,sp3-4,,
20.86458,5,sp3-4,,
22.9977,1,hj4,,
24.230909999999998,1,w4,,
24.56421,2,hj4,,
24.56421,3,hj4,,
24.56421,4,hj4,,
24.56421,5,hj4,,
25.664099999999998,1,4-1,,f1
25.79742,5,w4,,
25.79742,4,w4,,
25.79742,3,w4,,
25.79742,2,w4,,
26.43069,1,sj1,,
26.93064,1,w1,,
