time,lyrics,size
0.00 ,,
13.017 ,Hi! Good Morning!!,
15.883 ,準備はいいかい?,
18.683 ,カーテン開けたら　君とのShowタイム,
24.733 ,遊ぼう遊ぼう ! 笑おう笑おう !,
34.550,,
36.00 ,待ってたの　わたしたち,
38.783 ,本当は君のことを　いっぱい期待して,
45.317 ,（いなくならないで ! ）,
47.283 ,最初から何だってできるわけじゃないけれど,
53.117 ,元気をシェアして,
56.167 ,ゼッタイゼッタイゼッタイ成長するんだ,
61.300 ,ちょっとだけのプロフィール,
64.300 ,いつかいっぱい書きたいな,
67.617 ,だから目いっぱいはしゃいじゃって,
70.317,いいの?! いいの??! いいの???!,
74.417,（いいよ !! ）,
75.150,ドレミが君に　遊ぼう遊ぼう,
78.033,キラキラな夢　描こう描こう,
80.883,誘っているよ　かわいいメロディー響かせて,
86.650,ドレミのように　踊ろう踊ろう,
89.517,胸がはずむよ　高く高く,
92.367,このステージが大好きだから,
96.367,手を重ねて一緒に飛び出そう,
100.650,今すぐに,
102.217,遊ぼう遊ぼう ! 楽しい楽しい !,
112.333,,
113.667,How do you feel now??,
116.383,好きになったでしょ?!,
119.550,ずっと続くよ　わたしたちのShowタイム,
127.00,,
