time,lyrics,size
0,,
14.283,Sunny day's Coordinate,
16.049,とびきりのMakeup,
18.700,なりたい自分に一歩近づいて,
22.253,さぁ、にぎやかな街へ行こう,
25.533,新しいCosmetic,
27.517,ずっと憧れていたBoutique,
30.350,知らないトキメキ,
33.167,胸の高鳴り Update,
35.817,流行りの色もこだわりの部分も,
41.817,諦めたりなんてしたくはない主義なの,
48.350,I just wanna MOTTO!,
49.983,Gimme Gimme More!,
51.350,あれもこれも　欲しいものばかりだもん,
55.933,今よりMore まだMOTTO!,
58.833,アガる自分がいい,
60.700,（M・O・T・T・O）今日の私は,
63.500,（M・O・T・T・O）欲張りism,
67.187,今よりMore まだMOTTO!,
69.883,素敵に変わるMotto,
72.294,Baby Baby Don't be shy!,
73.758,Baby Baby Show me shine!,
75.151,Baby Baby ほらMOTTO! MOTTO!,
78.019,Baby Baby Don't be shy!,
79.174,Baby Baby Show me shine!,
81.150,"Go ahead! 1,2,3,4!",
83.683,心から欲しいのは（欲しいのは）,
89.117,最高の自分でしょ（ねぇ、そうでしょう）,
94.050,おしゃれをして　胸張って　踏み出せばほら ,
98.417,未来はそう　動き出していく,
103.069,飛び出せ !,
106.250,I just wanna MOTTO!,
108,Gimme Gimme More!,
109.050,あれもこれも　手に入れちゃおうこれから,
113.767,今よりMore まだMOTTO!,
116.467,アガる明日へと,
118.367,（M・O・T・T・O）今日の私は,
121.233,（M・O・T・T・O）欲張りism,
125.067,今よりMore まだMOTTO!,
127.750,叶えよう夢やMotto,
133.550,,
