0.03333,MOT_mc_bg_black_00,seat100-0,,
2.63307,MOT_control_all,zoom00,,
2.76639,1,1-2,,,
2.76639,2,1-2,,,
2.76639,3,1-2,,,
2.76639,4,1-2,,,
2.76639,5,1-2,,,
2.76639,6,1-2,,,
2.76639,7,1-2,,,
2.9997,MOT_mc_special_02,kirakira,,
3.1330199999999997,1,j2-3,,,
3.1330199999999997,2,j2-3,,,
3.1330199999999997,3,j2-3,,,
3.1330199999999997,4,j2-3,,,
3.1330199999999997,5,j2-3,,,
3.1330199999999997,6,j2-3,,,
3.1330199999999997,7,j2-3,,,
3.39966,MOT_control_all,zoom01,,
3.39966,MOT_mc_special_01,l1,,
3.39966,MOT_all,cut01,,
3.6662999999999997,6,3-4,,,
3.6662999999999997,7,3-4,,,
3.83295,4,3-4,,,
3.83295,5,3-4,,,
3.9996,2,3-4,,,
3.9996,3,3-4,,,
4.16625,1,3-4,,,
4.46622,MOT_mc_special_01,l23,,
4.59954,7,w4,,,
4.59954,6,w4,,,
4.6662,1,4-1,,,
4.6662,2,4-1,,,
4.6662,3,4-1,,,
4.6662,4,4-1,,,
4.6662,5,4-1,,,
4.6662,6,4-1,,,
4.6662,7,4-1,,,
5.16615,1,sj1,,,
5.16615,2,sj1,,,
5.16615,3,sj1,,,
5.16615,4,sj1,,,
5.16615,5,sj1,,,
5.16615,6,sj1,,,
5.16615,7,sj1,,,
5.6661,7,w1,,,
5.6661,6,w1,,,
5.6661,5,w1,,,
5.6661,3,w1,,,
5.6661,4,w1,,,
5.6661,2,w1,,,
5.6661,1,w1,,,
5.86608,MOT_mc_special_01,l45,,
5.966069999999999,1,j1-2,,,
5.966069999999999,2,j1-2,,,
5.966069999999999,3,j1-2,,,
5.966069999999999,4,j1-2,,,
5.966069999999999,5,j1-2,,,
5.966069999999999,6,j1-2,,,
5.966069999999999,7,j1-2,,,
6.49935,6,sj2,,,
6.49935,7,sj2,,,
6.6659999999999995,4,sj2,,,
6.6659999999999995,5,sj2,,,
6.83265,2,sj2,,,
