time,lyrics,size
0,,
5.217,今がずっと夕暮れなんだ,
8.650,勇気出して決めちゃいたいから,
12.517,神様ちょっとおねがい,
15.083,ちょっとだけ続くオレンジタイム,
18.933,"li, li, li, little li, li, li, little（catch　して）",
22.367,why don't you step　彼の事よ（tiny heart）,
25.800,"li, li, li, little li, li, li, little（はやく　はやく）",
30.300,背伸びして　what I do,
32.650,甘くて酸っぱい（lovin'u）,
36.083,ポケットのキャンディ（I tried　ずっと）,
39.517,転がす指先,
41.867,探す　捜す,
44.017,最初の一言は…,
46.583,放課後の　bus stop,
48.667,影が伸びてゆく　焦っている,
52.967,胸を打つ　my beat　速くなった,
56.650,キミを見て　fuwafuwa　しちゃう,
60.083,目をつぶって　sowasowa　しちゃうの,
63.517,伝えたいのに伝えたくないってどゆこと？,
70.317,今がずっと夕暮れなんだ,
73.800,勇気出して決めちゃいたいから,
77.650,神様ちょっとおねがい,
80.217,ちょっとだけ続くオレンジタイム,
84.033,lalala...,
97.800,マジでもっと近づきたいよ,
101.217,勇気だして言葉にしたら,
105.083,神様ずっとおねがい,
107.650,ずっとずっとまだオレンジタイム,
113.500,,
