time,move_type,BPM,color_pattern,color1,color2,color3,color4,color5,width1,width2,width3,width4,width5,3D_move_type,3D_BPM,start_image
0,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,1,0
3.28125,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,128,8
3.75,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,128,0
67.5,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,42.66666667,0
68.90625,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,128,8
69.375,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,42.66666667,0
70.78125,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,128,8
71.25,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,42.66666667,0
72.65625,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,128,8
73.125,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,42.66666667,0
74.53125,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,128,8
75,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,42.66666667,0
76.40625,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,128,8
76.875,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,42.66666667,0
78.28125,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,128,8
78.75,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,42.66666667,0
80.15625,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,128,8
80.625,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,42.66666667,0
82.03125,Uhoi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Uhoi,128,0
82.5,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,0
82.96875,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
83.4375,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
83.90625,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
84.375,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
84.84375,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
85.3125,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
85.78125,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
86.25,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
86.71875,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
87.1875,Oioi,5,Random3,Green03,Purple01,Blue01,,,,,,,,Oioi,224,1
