id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,506,0,0
2,0,91,,,,0,0
3,2.44898,2,2,3,0,0,0
4,2.755102,2,2,3,0,0,0
5,3.061224,2,3,4,0,0,0
6,3.367347,2,3,4,0,0,0
7,3.673469,2,4,5,0,0,0
8,3.979592,2,4,5,0,0,0
9,4.285714,2,4,3,0,0,0
10,4.591837,2,4,3,0,0,0
11,4.897959,1,5,4,0,0,0
12,5.204082,1,4,3,0,0,0
13,5.510204,2,3,2,0,0,0
14,5.816327,2,3,2,0,0,0
15,6.122449,1,2,1,0,0,0
16,6.428571,1,2,3,0,0,0
17,6.734694,1,3,4,0,0,0
18,7.040816,1,3,2,0,0,0
19,7.346939,2,2,3,0,0,0
20,7.653061,2,2,3,0,0,0
21,7.959184,2,3,4,0,0,0
22,8.265306,2,3,4,0,0,0
23,8.571429,1,4,5,0,0,0
24,8.877551,1,4,3,0,0,0
25,9.183673,1,3,2,0,0,0
26,9.489796,1,2,1,0,0,0
27,9.795918,2,5,4,0,1,0
28,9.795918,1,1,2,0,1,0
29,10.102041,2,5,4,0,0,0
30,10.408163,2,4,3,0,0,0
31,10.714286,2,4,3,0,0,0
32,11.020408,1,3,2,0,0,0
33,11.326531,1,2,1,0,1,0
34,11.326531,1,2,3,0,1,0
35,11.632653,1,3,2,0,1,0
36,11.632653,1,3,4,0,1,0
37,11.938776,1,5,3,0,1,0
38,11.938776,1,3,5,0,1,0
39,12.244898,2,5,5,0,1,0
40,12.244898,2,3,4,0,1,0
41,12.857143,2,3,4,0,0,0
42,13.163265,2,5,5,0,1,0
43,13.163265,1,4,3,0,1,0
44,13.469388,1,3,4,0,1,0
45,13.469388,2,5,5,0,1,0
46,13.979592,1,3,2,0,0,0
47,14.387755,2,5,5,0,1,0
48,14.387755,1,3,4,0,1,0
49,14.693878,2,2,1,0,1,0
50,14.693878,1,5,5,0,1,0
51,15,1,5,4,0,0,0
52,15.306122,1,5,3,0,0,0
53,15.612245,1,5,2,0,0,0
54,15.918367,1,2,1,1,0,0
55,16.836735,1,4,2,0,0,0
56,17.142857,2,3,4,0,0,0
57,17.44898,2,3,4,0,0,0
58,17.755102,1,4,3,0,0,0
59,18.061224,1,3,1,0,0,0
60,18.265306,2,5,4,0,0,0
61,18.673469,1,1,2,0,1,0
62,18.673469,2,5,4,0,1,0
63,18.979592,1,2,3,0,0,0
64,19.285714,1,2,4,0,0,0
65,19.591837,1,2,5,0,0,0
66,19.897959,1,3,3,0,0,0
67,20.05102,1,3,4,0,0,0
68,20.357143,1,3,2,0,0,0
69,20.663265,2,3,1,0,0,0
70,21.428571,2,3,1,0,0,0
71,21.734694,1,3,4,0,0,0
72,22.040816,1,3,5,0,0,0
73,22.346939,1,1,2,0,0,0
74,22.5,1,5,5,1,0,3
75,22.538265,1,5,4,1,0,3
76,22.614796,1,5,3,1,0,3
77,22.806122,2,4,4,0,0,0
78,23.112245,1,4,4,1,0,4
79,23.15051,1,4,3,1,0,4
80,23.227041,1,4,2,1,0,4
81,23.571429,1,2,1,0,0,0
82,23.877551,1,3,4,0,0,0
83,24.183673,1,3,5,0,0,0
84,24.489796,2,3,4,0,1,0
85,24.489796,2,3,2,0,1,0
86,24.795918,2,3,4,0,1,0
87,24.795918,2,3,2,0,1,0
88,25.102041,2,2,3,0,1,0
89,25.102041,2,2,1,0,1,0
90,25.408163,2,2,3,0,1,0
91,25.408163,2,2,1,0,1,0
92,25.714286,2,3,5,0,1,0
93,25.714286,2,5,2,0,1,0
94,26.020408,2,3,5,0,1,0
95,26.020408,2,5,2,0,1,0
96,26.632653,1,2,3,0,0,0
97,26.785714,1,4,4,0,0,0
98,26.938776,1,2,1,0,0,0
99,27.244898,1,2,1,0,0,0
100,27.55102,1,1,2,0,0,0
101,27.755102,2,3,3,0,0,0
102,28.061224,1,3,3,1,0,5
103,28.112245,1,4,2,1,0,5
104,29.081633,1,1,2,0,0,0
105,29.387755,1,3,4,0,0,0
