time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.78
0,2,2,1,,,,0,0
0,3,3,1,,,,0,0
0,4,4,1,,,,0,0
0,5,5,1,,,,0,0
11.771,1,1,1,,,,0,0
11.771,2,2,1,,,,0,0.78
21.912,2,2,1,,,,0,0
21.912,3,3,1,,,,0,0.78
32.626,3,3,1,,,,0,0
32.626,4,4,1,,,,0,0.78
42.985,4,4,1,,,,0,0
42.985,5,5,1,,,,0,0.78
52.625,5,5,1,,,,0,0
52.625,2,2,1,,,,-8,0.54
52.625,3,3,1,,,,8,0.54
57.728,1,1,1,,,,0,0.53
57.728,2,2,1,,,,-9,0.39
57.728,3,3,1,,,,9,0.39
57.728,4,4,1,,,,-18,0.3
57.728,5,5,1,,,,18,0.3
71.714,1,1,1,,,,0,0
71.714,2,2,1,,,,0,0
71.714,3,3,1,,,,0,0
71.714,4,4,1,,,,-8,0.54
71.714,5,5,1,,,,8,0.54
81.879,1,1,1,,,,0,0.53
81.879,2,2,1,,,,-9,0.39
81.879,3,3,1,,,,9,0.39
81.879,4,4,1,,,,-18,0.3
81.879,5,5,1,,,,18,0.3
91.872,1,1,1,,,,0,0.78
91.872,2,2,1,,,,0,0
91.872,3,3,1,,,,0,0
91.872,4,4,1,,,,0,0
91.872,5,5,1,,,,0,0
103.215,1,1,1,,,,0,0.53
103.215,2,2,1,,,,-9,0.39
103.215,3,3,1,,,,9,0.39
103.215,4,4,1,,,,-18,0.3
103.215,5,5,1,,,,18,0.3
