time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.2,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.2,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.2,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.2,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.2,,
0,1,1,1,,,,0,0.53
0,2,2,1,,,,0,0
0,3,3,1,,,,0,0
0,4,4,1,,,,-12,0.39
0,5,5,1,,,,12,0.39
22.05,1,1,1,,,,0,0
22.05,4,4,1,,,,0,0
22.05,5,5,1,,,,0,0
22.05,3,3,1,,,,0,0.78
33.59,3,3,1,,,,0,0
33.59,1,1,1,,,,0,0.53
33.59,4,4,1,,,,-12,0.39
33.59,5,5,1,,,,12,0.39
42.062,1,1,1,,,,0,0
42.062,4,4,1,,,,0,0
42.062,5,5,1,,,,0,0
42.062,2,2,1,,,,0,0.78
53.861,2,2,1,,,,0,0
53.861,4,4,1,,,,0,0.78
59.341,4,4,1,,,,0,0
59.341,5,5,1,,,,0,0.78
63.836,5,5,1,,,,0,0
63.836,1,1,1,,,,0,0.78
69.632,1,1,1,,,,0,0.53
69.632,2,2,1,,,,-9,0.39
69.632,3,3,1,,,,9,0.39
69.632,4,4,1,,,,-18,0.3
69.632,5,5,1,,,,18,0.3
86.424,1,1,1,,,,0,0
86.424,2,2,1,,,,0,0
86.424,3,3,1,,,,0,0.78
86.424,4,4,1,,,,0,0
86.424,5,5,1,,,,0,0
92.714,3,3,1,,,,0,0
92.714,2,2,1,,,,0,0.78
96.226,1,1,1,,,,0,0.53
96.226,2,2,1,,,,-9,0.39
96.226,3,3,1,,,,9,0.39
96.226,4,4,1,,,,-18,0.3
96.226,5,5,1,,,,18,0.3
