0.03333,MOT_all,cut1,,
0.03333,MOT_mc_bg_black_00,80,,
2.86638,1,1-4,,
2.86638,2,1-4,,
3.16635,MOT_control_all,zoom1,,
3.16635,MOT_mc_stage_color_00,r-flash,,
3.16635,MOT_mc_bg_black_00,65,,
3.26634,1,w4,,
3.26634,2,w4,,
6.09939,1,4-2,,
6.09939,2,4-2,,
6.49935,1,w2,,
6.49935,2,w2,,
8.13252,MOT_all,cut2,,
8.465819999999999,1,2-3,r1,
8.465819999999999,2,2-3,l1,
8.89911,1,w3,,
8.89911,2,w3,,
9.13242,1,3-4,r2,
9.13242,2,3-4,l2,
9.26574,MOT_control_all,zoom2,,
9.599039999999999,1,w4,,
9.599039999999999,2,w4,,
10.86558,1,4-1,r3,
10.86558,2,4-1,l3,
10.998899999999999,MOT_control_all,zoom3,,
11.23221,1,w1,,
11.23221,2,w1,,
12.432089999999999,1,1-2,,
12.432089999999999,2,1-2,,
12.79872,1,w2,,
12.79872,2,w2,,
13.9986,1,2-3,,
13.9986,2,2-3,,
14.365229999999999,1,w3,,
14.365229999999999,2,w3,,
15.03183,MOT_all,cut3,,
15.19848,1,3-2,r4,
15.19848,2,3-2,l4,
15.59844,1,w2,,
15.59844,2,w2,,
15.89841,MOT_control_all,zoom4,,
15.93174,MOT_mc_light_up_00,l1,,
15.93174,MOT_mc_bg_black_00,b80,,
18.73146,MOT_mc_bg_black_00,b80-45,,
18.73146,MOT_mc_stage_color_00,r-flashSP2,,
18.73146,1,2-1,rb3,
18.73146,2,2-1,lb3,
19.09809,MOT_control_all,zoom5,,
19.13142,1,w1,,
19.13142,2,w1,,
19.164749999999998,1,,rb2,
19.53138,2,,lb2,
19.86468,1,,rb1,
20.197979999999998,2,,lb1,
20.53128,1,1-3,,
20.53128,2,1-3,,
20.86458,1,sp3-4,,
20.86458,2,sp3-4,,
21.73116,MOT_mc_stage_color_00,r-b,,
21.997799999999998,MOT_control_all,zoom6,,
21.997799999999998,1,4-2,lb0,
21.997799999999998,2,,lb0,f1
22.3311,2,1-2,,
22.631069999999998,1,2-3,l1,
22.93104,2,2-3,r1,
23.231009999999998,1,3-4,l2,
23.53098,2,3-4,r2,
23.93094,2,lp4,,
24.39756,2,4-1,rb1,
24.73086,2,lp1,,
25.9974,2,,rb0,
27.59724,2,1-4,,
27.96387,2,4-3,,
28.36383,2,j3-2,,
28.897109999999998,2,lp2,,
30.730259999999998,2,j2-3,,
32.36343,2,3-4,l1,
33.19668,2,4-1,l2,
33.9966,2,1-2,l3,
33.9966,1,1-1,lb0,
34.296569999999996,MOT_all,cut4,,
34.46322,2,w2,,
34.96317,MOT_control_all,zoom7,,
34.96317,1,,,f1
34.96317,2,,l5,b0
35.39646,1,1-2,l1,
35.896409999999996,1,lp2,l2,
36.39636,1,2-1,,
36.39636,2,2-1,,
36.86298,1,1-4,,
37.26294,1,lp4,,
37.26294,2,lp4,,
37.929539999999996,1,4-2,,
38.26284,1,lp2,,
40.329299999999996,1,,l3,
40.762589999999996,1,2-3,,
41.162549999999996,1,lp3,,
42.89571,1,3-4,,
43.36233,1,lp4,,
44.26224,1,,lb2,
44.72886,1,,lb1,
45.16215,1,4-2,,
45.595439999999996,1,lp2,,
46.69533,1,,,b0
46.861979999999996,MOT_all,cut5,,
47.46192,1,,rb0,
47.46192,2,,rb0,b0
47.628569999999996,2,,,f1
47.86188,MOT_control_all,zoom8,,
47.86188,1,lp2,,
47.86188,2,lp2,,
49.16175,1,2-4,,
49.16175,2,2-4,,
49.52838,2,4-3,,
49.52838,1,w4,,
49.92834,2,lp3,,
50.76159,2,,l1,
51.52818,2,,l2,
53.19468,2,3-4,,b0
53.59464,2,w4,,
53.9946,1,lp4,,f1
55.52778,1,4-2,,
55.92774,1,2-3,,
56.29437,1,lp3,,
57.19428,1,,r1,
57.92754,1,3-4,r2,
58.3275,1,w4,,
58.694129999999994,2,,,f1
58.694129999999994,1,sj4,,
59.52738,1,j4-1,,
59.52738,2,j4-1,,
60.06066,1,1-2,,
60.06066,2,1-2,,
60.16065,MOT_mc_speaker_00,l2,,
60.46062,1,sp2-3,,
