0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,1,,,,D60
0.03333,2,,,,D60
0.03333,3,,,,D60
2.6997299999999997,MOT_control_all,zoom01,,
2.6997299999999997,MOT_all,cut01,,
2.73306,MOT_mc_stage_color_00,y-flash,,
2.73306,MOT_mc_bg_black_00,b80-65,,
2.73306,1,1-2,,,L20
2.73306,2,1-2,,,L20
2.73306,3,1-2,,,L20
3.0330299999999997,1,lp2,,,
3.0330299999999997,2,lp2,,,
3.0330299999999997,3,lp2,,,
4.09959,1,2-3,,,
4.09959,2,2-3,,,
4.09959,3,2-3,,,
4.39956,1,lp3,,,
4.39956,2,lp3,,,
4.39956,3,lp3,,,
5.89941,1,3-4,,,
6.19938,2,3-4,,,
6.5660099999999995,3,3-4,,,
6.83265,1,w4,,,
6.8659799999999995,1,lp4,,,
6.8659799999999995,2,lp4,,,
6.8659799999999995,3,lp4,,,
7.332599999999999,1,sj4,,,
7.332599999999999,2,sj4,,,
7.332599999999999,3,sj4,,,
7.532579999999999,1,j4-1,,,
7.532579999999999,2,j4-1,,,
7.532579999999999,3,j4-1,,,
8.03253,1,lp1,,,
8.03253,2,lp1,,,
8.03253,3,lp1,,,
8.765789999999999,2,1-2,,,
9.13242,1,1-2,,,
9.53238,3,1-2,,,
9.699029999999999,2,w2,,,
10.06566,1,w2,,,
10.46562,3,w2,,,
10.46562,1,sj2,,,
10.46562,2,sj2,,,
10.46562,3,sj2,,,
10.798919999999999,1,j2-3,,,
10.798919999999999,2,j2-3,,,
10.798919999999999,3,j2-3,,,
11.16555,1,lp3,,,
11.16555,2,lp3,,,
11.16555,3,lp3,,,
12.36543,1,3-4,,,
12.36543,2,3-4,,,
12.36543,3,3-4,,,
13.29867,3,w4,,,
13.29867,2,w4,,,
13.29867,1,w4,,,
13.46532,1,4-1,,,
13.631969999999999,2,4-1,,,
13.79862,3,4-1,,,
14.19858,1,lp1,,,
14.19858,2,lp1,,,
14.19858,3,lp1,,,
14.53188,1,1-2,r1,,
14.53188,2,1-2,r1,,
14.53188,3,1-2,r1,,
14.89851,1,lp2,,,
14.89851,2,lp2,,,
14.89851,3,lp2,,,
15.365129999999999,1,2-3,rb0,,
15.365129999999999,2,2-3,rb0,,
15.365129999999999,3,2-3,rb0,,
15.73176,1,lp3,,,
15.73176,2,lp3,,,
15.73176,3,lp3,,,
16.56501,1,3-4,l1,,
16.56501,2,3-4,l1,,
16.56501,3,3-4,l1,,
16.96497,1,lp4,,,
16.96497,2,lp4,,,
16.96497,3,lp4,,,
17.964869999999998,1,4-1,lb0,,
17.964869999999998,2,4-1,lb0,,
17.964869999999998,3,4-1,lb0,,
18.364829999999998,1,lp1,,,
18.364829999999998,2,lp1,,,
18.364829999999998,3,lp1,,,
19.364729999999998,1,1-2,r1,,
19.364729999999998,2,1-2,r1,,
19.364729999999998,3,1-2,r1,,
19.6647,1,lp2,,,
19.6647,2,lp2,,,
19.6647,3,lp2,,,
19.86468,1,w2,rb0,,
19.86468,2,w2,rb0,,
19.86468,3,w2,rb0,,
20.164649999999998,1,j2-3,,,
20.164649999999998,2,j2-3,,,
20.164649999999998,3,j2-3,,,
20.597939999999998,1,3-4,l1,,
20.597939999999998,2,3-4,l1,,
20.597939999999998,3,3-4,l1,,
20.89791,1,sj4,,,
20.89791,2,sj4,,,
20.89791,3,sj4,,,
21.197879999999998,1,j4-1,,,
21.197879999999998,2,j4-1,,,
