0.03333,MOT_mc_special_01,stay,,
0.03333,1,sort,-23000,
0.03333,4,sort,-23000,
0.03333,5,sort,-23000,
0.03333,2,sort,-23000,
0.03333,3,sort,-23000,
0.03333,MOT_all,cut01,,
0.06666,MOT_mc_special_01,scene01,,
8.665799999999999,MOT_mc_light_up_00,l1,,
8.665799999999999,MOT_mc_light_under_00,l1,,
8.96577,MOT_mc_light_up_00,l1,,
8.96577,MOT_mc_light_under_00,l1,,
9.39906,MOT_mc_back_00,bg2,,
9.76569,MOT_mc_special_01,scene02,,
19.23141,1,lp1,,
19.23141,2,lp1,,
19.23141,3,lp1,,
21.16455,MOT_all,cut02,,
21.16455,MOT_mc_special_01,scene03,,
21.3312,1,j1-3,,
21.3312,2,j1-3,,
21.3312,3,j1-3,,
21.93114,1,sj3,,
21.93114,2,sj3,,
21.93114,3,sj3,,
22.6644,1,j3-4,,
22.6644,2,j3-4,,
22.6644,3,j3-4,,
23.331,1,sj4,,
23.331,2,sj4,,
23.331,3,sj4,,
24.064259999999997,1,j4-2,,
24.064259999999997,2,j4-2,,
24.064259999999997,3,j4-2,,
24.76419,1,sj2,,
24.76419,2,sj2,,
24.76419,3,sj2,,
25.36413,1,2-1,,
25.36413,2,2-1,,
25.36413,3,2-1,,
25.664099999999998,1,j1-3,,
25.664099999999998,2,j1-3,,
25.664099999999998,3,j1-3,,
26.264039999999998,1,lp3,,
26.264039999999998,2,lp3,,
26.264039999999998,3,lp3,,
26.73066,1,3-4,r1,
26.73066,2,3-4,r1,
26.73066,3,3-4,r1,
27.36393,1,4-2,rb0,
27.36393,2,4-2,rb0,
27.36393,3,4-2,rb0,
28.130519999999997,1,2-1,l1,
28.130519999999997,2,2-1,l1,
28.130519999999997,3,2-1,l1,
28.83045,1,1-4,lb0,
28.83045,2,1-4,lb0,
28.83045,3,1-4,lb0,
29.497049999999998,1,4-3,,
29.497049999999998,2,4-3,,
29.497049999999998,3,4-3,,
30.163649999999997,1,3-1,,
30.163649999999997,2,3-1,,
30.163649999999997,3,3-1,,
30.79692,1,j1-2,,
30.79692,2,j1-2,,
30.79692,3,j1-2,,
31.09689,1,j2-4,,
31.09689,2,j2-4,,
31.09689,3,j2-4,,
31.79682,1,lp4,,
31.79682,2,lp4,,
31.79682,3,lp4,,
31.89681,MOT_mc_back_00,bg5,,
31.930139999999998,MOT_mc_special_01,scene04,,
34.76319,MOT_mc_back_00,bg6,,
45.695429999999995,MOT_mc_special_01,scene05,,
56.29437,MOT_mc_special_01,scene06,,
67.49325,MOT_mc_back_00,bg3,,
67.49325,MOT_mc_light_up_00,l2,,
67.49325,MOT_mc_light_under_00,l2,,
73.19268,MOT_mc_special_01,scene07,,
79.89201,MOT_mc_light_up_00,l3,,
79.89201,MOT_mc_light_under_00,l3,,
80.52528,MOT_mc_back_00,bg4,,
80.92524,MOT_mc_special_01,scene08,,
80.9919,MOT_mc_light_up_00,l4,,
80.9919,MOT_mc_light_under_00,l4,,
92.05745999999999,MOT_mc_special_01,scene09,,
95.39045999999999,MOT_mc_light_up_00,l4,,
95.39045999999999,MOT_mc_light_under_00,l4,,
97.59024,MOT_mc_special_01,scene10,,
102.9897,MOT_mc_special_01,scene11,,
109.78902,MOT_mc_light_up_00,l4,,
109.78902,MOT_mc_light_under_00,l4,,
112.55541,1,lp5,,
112.55541,2,lp5,,
112.55541,3,lp5,,
114.28856999999999,MOT_all,cut03,,
114.28856999999999,MOT_mc_special_01,scene12,,
114.35522999999999,1,j5-7,,
114.35522999999999,2,j5-7,,
114.35522999999999,3,j5-7,,
115.02183,1,j7-8,,
115.02183,2,j7-8,,
115.02183,3,j7-8,,
115.68843,1,j8-6,,
115.68843,2,j8-6,,
115.68843,3,j8-6,,
116.35503,1,j6-7,,
116.35503,2,j6-7,,
116.35503,3,j6-7,,
117.12162,1,j7-5,,
117.12162,2,j7-5,,
117.12162,3,j7-5,,
117.88821,1,j5-8,,
117.88821,2,j5-8,,
117.88821,3,j5-8,,
118.48814999999999,1,sj8,,
118.48814999999999,2,sj8,,
118.48814999999999,3,sj8,,
118.72146,1,j8-7,,
118.72146,2,j8-7,,
118.72146,3,j8-7,,
119.82135,1,7-6,l1,
119.82135,2,7-6,l1,
119.82135,3,7-6,l1,
120.52127999999999,1,6-5,lb0,
120.52127999999999,2,6-5,lb0,
120.52127999999999,3,6-5,lb0,
121.22121,1,5-7,r1,
121.22121,2,5-7,r1,
121.22121,3,5-7,r1,
121.88780999999999,1,7-6,rb0,
121.88780999999999,2,7-6,rb0,
121.88780999999999,3,7-6,rb0,
122.6544,1,6-8,,
122.6544,2,6-8,,
122.6544,3,6-8,,
123.28766999999999,1,j8-5,,
123.28766999999999,2,j8-5,,
123.28766999999999,3,j8-5,,
123.92093999999999,1,sj5,,
123.92093999999999,2,sj5,,
123.92093999999999,3,sj5,,
124.18758,1,j5-7,,
124.18758,2,j5-7,,
124.18758,3,j5-7,,
124.85418,1,lp7,,
124.85418,2,lp7,,
124.85418,3,lp7,,
125.05416,MOT_mc_special_01,scene13,,
