time,lyrics,size
0.00 ,,
12.333 ,くよくよ　していても,
14.61 ,イイ事なんかないっ !,
16.78 ,今日は今日で　頑張ったなら,
20.183 ,パーフェクト !,
21.464 ,心配ご無用 !　大きなココロで,
25.83 ,明日は明日の　風が吹くよ !,
30.29 ,精一杯 !　目一杯 !,
34.73 ,この瞬間を　楽しんじゃおう !,
41.73 ,両手広げて　もっと前進しよう !,
46.15 ,顔上げて　いつも全力でGO!,
50.58 ,ココロの準備OK？,
52.75 ,背伸びしたらリラックス,
55.33 ,空に虹を描いて行こう,
59.96 ,感じるままに　どんどん進んでGO!,
64.38,顔上げて　足並み揃えてGO!,
68.835,胸はって　It's OK!,
71.000,吸って吐いてリラックス,
73.117,明日へ　駆け出して行こう !,
82.383,,
87.000,両手広げて　もっと前進しよう !,
91.56,顔上げて　いつも全力でGO!,
96.217,ココロの準備OK？,
97.98,背伸びしたらリラックス,
100.61,明日の扉　今開けよう,
105.08,立ち止まらず　どんどん進んでGO!,
109.681,顔上げて　足並み揃えてGO!,
114.200,胸はって　It's OK!,
116.368,吸って吐いて絶好調!!!,
118.433,みんなで　どこまでも行こう !,
124.65,,
