0.03333,1,sort,-25000,
0.03333,2,sort,-25000,
0.03333,MOT_all,cut1,,
0.06666,MOT_mc_special_01,scene01,,
3.39966,1,1-2,,
3.39966,2,1-2,,
3.69963,MOT_mc_stage_color_00,r-flash,,
3.73296,1,w2,,
3.73296,2,w2,,
5.13282,1,j2-3,,
5.13282,2,j2-3,,
5.53278,MOT_mc_special_01,scene02,,
5.63277,1,w3,,
5.63277,2,w3,,
8.96577,1,j3-4,,
8.96577,2,j3-4,,
9.39906,MOT_all,cut2,,
9.46572,1,w4,,
9.46572,2,w4,,
12.332099999999999,MOT_mc_stage_color_00,r-b,,
12.39876,1,4-1,,
12.76539,1,j1-2,,
12.96537,MOT_control_all,z4,,
13.26534,1,w2,,
14.265239999999999,2,4-1,,
14.63187,2,j1-2,,
14.865179999999999,MOT_control_all,z3,,
15.13182,2,w2,,
16.16505,1,2-3,,
16.46502,MOT_control_all,z2,,
16.531679999999998,1,j3-4,,
17.03163,1,w4,,
18.03153,2,2-3,,
18.39816,2,j3-4,,
18.6648,MOT_control_all,z1,,
18.89811,2,w4,,
20.29797,1,hj4,,
20.29797,2,hj4,,
20.56461,MOT_mc_special_01,scene02_2,,
20.56461,MOT_control_all,intro,,
20.89791,1,sj4,,
20.89791,2,sj4,,
21.3312,1,4-3,,
21.3312,2,4-3,,
21.6645,1,sp3-4,,
21.6645,2,sp3-4,,
22.397759999999998,1,j4-1,,
22.397759999999998,2,j4-1,,
23.06436,MOT_mc_special_01,scene03,,
23.06436,2,sj1,,
23.331,1,sj1,,
23.59764,2,sj1,,
23.864279999999997,1,sj1,,
24.13092,2,sj1,,
24.39756,1,sj1,,
24.664199999999997,2,sj1,,
24.93084,1,sj1,,
25.19748,2,sj1,,
25.464119999999998,1,sj1,,
25.73076,2,sj1,,
25.9974,1,1-2,,
25.9974,2,1-2,,
26.3307,1,2-3,,
26.3307,2,2-3,,
26.663999999999998,1,lp3,,
26.663999999999998,2,lp3,,
29.6637,2,,,
29.963669999999997,1,3-4,,
30.03033,MOT_mc_special_01,scene04,,
30.363629999999997,1,w4,,
30.363629999999997,2,j3-1,,
31.03023,2,j1-2,,
31.86348,2,j2-3,,
32.296769999999995,2,3-4,,
32.73006,2,4-1,,
33.16335,2,lp1,,
35.69643,2,j1-2,,
36.09639,2,lp2,,
37.59624,2,2-3,,
38.06286,2,sj3,,
38.49615,2,sj3,,
38.92944,2,3-4,,
39.42939,2,j4-1,,
39.86268,2,lp1,,
41.36253,2,j1-2,,
41.82915,2,w2,,
42.29577,2,j2-3,,
42.762389999999996,2,w3,,
43.229009999999995,2,j3-4,,
43.69563,2,lp4,,
44.76219,2,,,b0
44.76219,2,sort,-25000,
45.16215,1,4-1,,f1
45.16215,1,sort,-25000,
45.195479999999996,2,4-1,,
45.295469999999995,MOT_mc_special_01,scene04_2,,
45.295469999999995,MOT_control_all,zoom00,,
45.295469999999995,MOT_all,cut3,,
45.595439999999996,1,lp1,,
45.595439999999996,2,w1,,
46.028729999999996,1,j1-2,,
46.52868,1,sj2,,
47.09529,1,j2-3,,
47.52858,1,3-4,,
47.96187,1,4-1,,
48.39516,1,lp1,,
50.928239999999995,1,j1-2,,
50.928239999999995,2,1-3,,
51.328199999999995,1,lp2,,
51.328199999999995,2,w3,,
52.76139,1,2-3,,
52.994699999999995,MOT_control_all,zoom01,,
53.22801,1,sj3,,
53.69463,1,sj3,,
54.161249999999995,1,3-4,,
54.627869999999994,1,j4-1,,
55.09449,1,lp1,,
56.594339999999995,1,j1-2,,
57.060959999999994,1,w2,,
57.52758,1,j2-3,,
57.9942,1,w3,,
57.9942,2,3-2,,
58.46082,1,j3-4,,
58.46082,2,w2,,
58.96077,1,lp4,,
59.927339999999994,1,4-1,,b0
59.927339999999994,1,sort,-25000,
60.293969999999995,1,w1,,
60.52728,MOT_mc_special_01,scene05,,
60.52728,MOT_control_all,zoom02,,
71.82615,MOT_mc_special_01,scene07,,
76.02573,MOT_mc_special_01,scene08,,
77.52557999999999,MOT_mc_special_01,scene09,,
92.95737,MOT_mc_special_01,scene13,,
94.85718,MOT_mc_special_01,scene14,,
96.42369,MOT_mc_special_01,scene15,,
105.68943,MOT_mc_special_01,scene17,,
106.38936,MOT_mc_special_01,scene18,,
108.32249999999999,MOT_mc_light_under_00,l2,,
108.88910999999999,MOT_mc_special_01,scene19,,
113.95527,MOT_mc_special_01,scene20,,
122.78772,MOT_mc_light_under_00,l1,,
