0.03333,MOT_all,cut1,,
0.03333,1,,,,D20
0.03333,2,,,,D20
0.03333,3,,,,D20
0.03333,4,,,,D20
0.03333,5,,,,D20
0.03333,MOT_mc_special_01,cut2_01,,
3.36633,1,1-2,,,
3.36633,2,1-2,,,
3.36633,3,1-2,,,
3.36633,4,1-2,,,
3.36633,5,1-2,,,
3.4329899999999998,MOT_control_all,cut1,,
3.59964,1,lp2,,,
3.59964,2,lp2,,,
3.59964,3,lp2,,,
3.59964,4,lp2,,,
3.59964,5,lp2,,,
4.899509999999999,1,2-3,,,
4.899509999999999,2,2-3,,,
4.899509999999999,3,2-3,,,
4.899509999999999,4,2-3,,,
4.899509999999999,5,2-3,,,
5.199479999999999,1,lp3,,,
5.199479999999999,2,lp3,,,
5.199479999999999,3,lp3,,,
5.199479999999999,4,lp3,,,
5.199479999999999,5,lp3,,,
6.73266,4,3-4,,,
6.83265,2,3-4,,,
6.932639999999999,1,3-4,,,
7.032629999999999,3,3-4,,,
7.132619999999999,5,3-4,,,
7.432589999999999,1,4-1,,,
7.432589999999999,2,4-1,,,
7.432589999999999,3,4-1,,,
7.432589999999999,4,4-1,,,
7.432589999999999,5,4-1,,,
7.732559999999999,1,lp1,,,
7.732559999999999,2,lp1,,,
7.732559999999999,3,lp1,,,
7.732559999999999,4,lp1,,,
7.732559999999999,5,lp1,,,
8.665799999999999,1,1-2,,,
8.665799999999999,2,1-2,,,
8.665799999999999,3,1-2,,,
8.665799999999999,4,1-2,,,
8.665799999999999,5,1-2,,,
8.96577,1,lp2,,,
8.96577,2,lp2,,,
8.96577,3,lp2,,,
8.96577,4,lp2,,,
8.96577,5,lp2,,,
9.03243,1,,,b-1,
9.03243,2,,,b-1,
9.03243,3,,,b-1,
9.03243,4,,,b-1,
9.03243,5,,,b-1,
9.26574,1,2-3,,,
9.26574,2,2-3,,,
9.26574,3,2-3,,,
9.26574,4,2-3,,,
9.26574,5,2-3,,,
9.53238,1,3-4,,,
9.53238,2,3-4,,,
9.53238,3,3-4,,,
9.53238,4,3-4,,,
9.53238,5,3-4,,,
9.83235,1,,,f0,
9.83235,2,,,f0,
9.83235,3,,,f0,
9.83235,4,,,f0,
9.83235,5,,,f0,
10.03233,1,,,,L0
10.03233,1,4-1,,f1,
10.36563,1,lp1,,,
10.46562,5,w4,,,
10.46562,4,w4,,,
10.46562,3,w4,,,
10.46562,2,w4,,,
11.76549,1,1-2,,,
11.9988,1,lp2,,,
13.39866,1,2-3,,,
13.49865,4,4-1,,,
13.49865,2,4-1,,,
13.49865,3,4-1,,,
13.49865,5,4-1,,,
13.69863,1,lp3,,,
14.43189,5,w1,,,
14.43189,4,w1,,,
14.43189,3,w1,,,
14.43189,2,w1,,,
16.06506,1,3-4,,,
16.531679999999998,1,4-1,,,
16.9983,1,1-2,,,
16.9983,2,1-2,,,
16.9983,3,1-2,,,
16.9983,4,1-2,,,
16.9983,5,1-2,,,
17.26494,1,lp2,,,
17.93154,5,w2,,,
17.93154,4,w2,,,
17.93154,3,w2,,,
17.93154,2,w2,,,
18.69813,1,2-3,,,
18.69813,2,2-3,,,
18.69813,3,2-3,,,
18.69813,4,2-3,,,
18.69813,5,2-3,,,
18.964769999999998,1,lp3,,,
19.43139,1,3-4,,,
19.63137,5,w3,,,
19.63137,4,w3,,,
19.63137,3,w3,,,
19.63137,2,w3,,,
19.69803,1,lp4,,,
20.997899999999998,1,4-1,,,
21.26454,1,1-2,,,
21.26454,2,3-4,,,
21.26454,3,3-4,,,
21.26454,4,3-4,,,
21.26454,5,3-4,,,
21.53118,1,lp2,,,
22.031129999999997,1,sp2-3,,,
22.197779999999998,5,w4,,,
22.197779999999998,4,w4,,,
22.197779999999998,3,w4,,,
22.197779999999998,2,w4,,,
22.631069999999998,1,3-4,,,
22.631069999999998,2,4-1,,,
22.631069999999998,3,4-1,,,
22.631069999999998,4,4-1,,,
22.631069999999998,5,4-1,,,
23.56431,5,w1,,,
23.56431,4,w1,,,
23.56431,3,w1,,,
23.56431,2,w1,,,
23.56431,1,w4,,,
23.664299999999997,MOT_control_all,cut2,,
23.76429,1,,,,D20
23.76429,4,,,,L0
23.76429,4,,,f1,
23.76429,1,,,b0,
25.49745,4,1-2,,,
25.79742,4,lp2,,,
27.13062,4,2-3,,,
27.23061,1,4-1,,,
27.23061,2,1-2,,,
27.23061,3,1-2,,,
27.23061,5,1-2,,,
27.43059,4,lp3,,,
28.16385,5,w2,,,
28.16385,3,w2,,,
28.16385,2,w2,,,
28.16385,1,w1,,,
29.697029999999998,4,3-4,,,
30.163649999999997,4,4-1,,,
30.63027,1,1-2,,,
30.63027,2,2-3,,,
30.63027,3,2-3,,,
30.63027,4,1-2,,,
30.63027,5,2-3,,,
30.89691,4,lp2,,,
31.563509999999997,5,w3,,,
31.563509999999997,3,w3,,,
31.563509999999997,2,w3,,,
31.563509999999997,1,w2,,,
32.3301,1,2-3,,,
32.3301,2,3-4,,,
32.3301,3,3-4,,,
32.3301,4,2-3,,,
32.3301,5,3-4,,,
32.59674,4,lp3,,,
32.96337,4,3-4,,,
33.23001,4,lp4,,,
33.26334,5,w4,,,
33.26334,3,w4,,,
33.26334,2,w4,,,
33.26334,1,w3,,,
34.62987,4,4-1,,,
34.89651,1,3-4,,,
34.89651,2,4-1,,,
34.89651,3,4-1,,,
34.89651,4,1-2,,,
34.89651,5,4-1,,,
35.16315,4,lp2,,,
35.6631,4,sp2-3,,,
35.82975,5,w1,,,
35.82975,3,w1,,,
35.82975,2,w1,,,
35.82975,1,w4,,,
36.26304,1,4-1,,,
36.26304,2,1-2,,,
36.26304,3,1-2,,,
36.26304,4,3-4,,,
36.26304,5,1-2,,,
37.19628,5,w2,,,
37.19628,4,w4,,,
37.19628,3,w2,,,
37.19628,2,w2,,,
37.19628,1,w1,,,
37.36293,MOT_control_all,cut3,,
37.39626,4,,,,D20
37.39626,5,,,,L0
37.39626,5,,,f1,
37.39626,4,4-1,,b0,
38.09619,5,2-3,,,
38.329499999999996,4,w1,,,
38.362829999999995,5,lp3,,,
40.72926,5,3-4,,,
40.9959,5,lp4,,,
42.52908,5,4-1,,,
42.795719999999996,5,1-2,,,
43.06236,5,lp2,,,
43.52898,1,1-2,,,
43.52898,2,2-3,,,
43.52898,3,2-3,,,
43.52898,4,1-2,,,
43.52898,5,2-3,,,
44.09559,5,3-4,,,
44.26224,MOT_control_all,cut4,,
44.36223,5,,,b0,
44.462219999999995,4,w2,,,
44.462219999999995,3,w3,,,
44.462219999999995,2,w3,,,
44.462219999999995,1,w2,,,
44.462219999999995,5,,,,D20
44.462219999999995,2,,,,L0
44.462219999999995,2,,,f1,
44.862179999999995,2,3-4,,,
45.02883,5,w4,,,
45.12882,2,lp4,,,
47.12862,2,4-1,,,
47.42859,2,1-2,,,
47.695229999999995,2,lp2,,,
48.495149999999995,2,2-3,,,
48.76179,2,lp3,,,
49.39506,MOT_control_all,cut5,,
49.39506,2,w3,,b0,
49.46172,2,,,,D20
49.46172,3,,,,L0
49.46172,3,,,f1,
49.62837,3,3-4,,,
49.89501,3,lp4,,,
51.9948,3,4-1,,,
52.928039999999996,3,w1,,,
53.69463,MOT_control_all,cut6,,
53.69463,4,,,f1,
53.69463,2,,,f1,
53.69463,1,,,f1,
53.69463,5,,,f1,
54.127919999999996,1,,,,L0
54.127919999999996,2,,,,L0
54.127919999999996,4,,,,L0
54.127919999999996,5,,,,L0
54.127919999999996,1,,,f2,
54.127919999999996,2,,,f2,
54.127919999999996,3,,,f2,
54.127919999999996,4,,,f2,
54.127919999999996,5,,,f2,
54.6612,MOT_mc_special_02,cut2_01,,
54.6612,1,2-3,,,
54.6612,2,3-4,,,
54.6612,3,1-2,,,
54.6612,4,2-3,,,
54.6612,5,4-1,,,
54.994499999999995,1,lp3,,,
54.994499999999995,2,lp4,,,
54.994499999999995,3,lp2,,,
54.994499999999995,4,lp3,,,
54.994499999999995,5,lp1,,,
56.161049999999996,1,3-4,,,
56.161049999999996,2,4-1,,,
56.161049999999996,3,2-3,,,
56.161049999999996,4,3-4,,,
56.161049999999996,5,1-2,,,
56.49435,1,4-1,,,
56.49435,2,1-2,,,
56.49435,3,3-4,,,
56.49435,4,4-1,,,
56.49435,5,2-3,,,
56.82765,1,lp1,,,
56.82765,2,lp2,,,
56.82765,3,lp4,,,
56.82765,4,lp1,,,
56.82765,5,lp3,,,
57.09429,1,1-2,,,
58.02753,1,lp2,,,
58.02753,2,2-3,,,
58.02753,3,4-1,,,
58.02753,4,1-2,,,
58.02753,5,3-4,,,
58.3275,2,lp3,,,
58.3275,3,lp1,,,
58.3275,4,lp2,,,
58.3275,5,lp4,,,
58.86078,1,2-3,,,
58.86078,2,3-4,,,
58.86078,3,1-2,,,
58.86078,4,2-3,,,
58.86078,5,4-1,,,
59.19408,1,lp3,,,
59.19408,2,lp4,,,
59.19408,3,lp2,,,
59.19408,4,lp3,,,
59.19408,5,lp1,,,
59.794019999999996,1,3-4,,,
59.794019999999996,2,4-1,,,
59.794019999999996,3,2-3,,,
59.794019999999996,4,3-4,,,
59.794019999999996,5,1-2,,,
60.12732,1,lp4,,,
60.12732,2,lp1,,,
60.12732,3,lp3,,,
60.12732,4,lp4,,,
60.12732,5,lp2,,,
60.56061,1,4-1,,,
60.56061,2,1-2,,,
60.56061,3,3-4,,,
60.56061,4,4-1,,,
60.56061,5,2-3,,,
60.89391,1,lp1,,,
60.89391,2,lp2,,,
60.89391,3,lp4,,,
60.89391,4,lp1,,,
60.89391,5,lp3,,,
61.36053,1,1-2,l1,,
61.36053,2,2-3,l1,,
61.36053,3,4-1,l1,,
61.36053,4,1-2,l1,,
61.36053,5,3-4,l1,,
61.62717,1,lp2,,,
61.62717,2,lp3,,,
61.62717,3,lp1,,,
61.62717,4,lp2,,,
61.62717,5,lp4,,,
62.227109999999996,1,2-3,l2,,
62.227109999999996,2,3-4,l2,,
62.227109999999996,3,1-2,l2,,
62.227109999999996,4,2-3,l2,,
62.227109999999996,5,4-1,l2,,
62.49375,1,lp3,,,
62.49375,2,lp4,,,
62.49375,3,lp2,,,
62.49375,4,lp3,,,
62.49375,5,lp1,,,
63.426989999999996,1,3-4,lb1,,
63.426989999999996,2,4-1,lb1,,
63.426989999999996,3,2-3,lb1,,
63.426989999999996,4,3-4,lb1,,
63.426989999999996,5,1-2,lb1,,
63.893609999999995,1,4-1,lb0,,
63.893609999999995,2,1-2,lb0,,
63.893609999999995,3,3-4,lb0,,
63.893609999999995,4,4-1,lb0,,
63.893609999999995,5,2-3,lb0,,
64.26024,1,lp1,,,
64.26024,2,lp2,,,
64.26024,3,lp4,,,
64.26024,4,lp1,,,
64.26024,5,lp3,,,
64.76019,1,1-2,,,
64.76019,2,2-3,,,
64.76019,3,4-1,,,
64.76019,4,1-2,,,
64.76019,5,3-4,,,
65.12682,1,lp2,,,
65.12682,2,lp3,,,
65.12682,3,lp1,,,
65.12682,4,lp2,,,
65.12682,5,lp4,,,
66.56000999999999,4,2-3,,,
66.62666999999999,2,3-4,,,
66.69333,1,2-3,,,
66.75999,3,1-2,,,
66.82665,5,4-1,,,
67.42658999999999,1,j3-4,,,
67.42658999999999,2,j4-1,,,
67.42658999999999,3,j2-3,,,
67.42658999999999,4,j3-4,,,
67.42658999999999,5,j1-2,,,
68.02653,1,lp4,,,
68.02653,2,lp1,,,
68.02653,3,lp3,,,
68.02653,4,lp4,,,
68.02653,5,lp2,,,
68.22650999999999,4,,,,D20
68.22650999999999,5,,,,D20
68.22650999999999,4,4-1,,b1,
68.22650999999999,5,2-3,,b1,
68.22650999999999,1,4-1,,,
68.22650999999999,2,1-2,,,
68.22650999999999,3,3-4,,,
68.29317,MOT_control_all,cut7,,
68.49315,1,lp1,,,
68.49315,2,lp2,,,
68.49315,3,lp4,,,
69.02642999999999,1,sp1-2,,,
69.02642999999999,2,sp2-3,,,
69.02642999999999,3,sp4-1,,,
69.15975,5,w3,,,
69.15975,4,w1,,,
69.89301,4,1-2,,,
69.89301,5,3-4,,,
70.19297999999999,1,lp2,,,
70.19297999999999,2,lp3,,,
70.19297999999999,3,lp1,,,
70.45962,4,2-3,,,
70.45962,5,4-1,,,
70.99289999999999,1,2-3,,,
70.99289999999999,2,3-4,,,
70.99289999999999,3,1-2,,,
70.99289999999999,4,3-4,,,
70.99289999999999,5,1-2,,,
71.39286,1,lp3,,,
71.39286,2,lp4,,,
71.39286,3,lp2,,,
71.82615,1,3-4,,,
71.82615,2,4-1,,,
71.82615,3,2-3,,,
71.82615,4,4-1,,,
71.82615,5,2-3,,,
72.3261,1,lp4,,,
72.3261,2,lp1,,,
72.3261,3,lp3,,,
72.75939,5,w3,,,
72.75939,4,w1,,,
73.25934,1,,lw2,,
73.25934,2,,lw2,,
73.25934,3,,lw2,,
73.25934,4,,lw2,,
73.25934,5,,lw2,,
74.09259,1,4-1,lwb0,,
74.09259,2,1-2,lwb0,,
74.09259,3,3-4,lwb0,,
74.09259,4,1-2,lwb0,,
74.09259,5,3-4,lwb0,,
74.52588,1,lp1,,,
74.52588,2,lp2,,,
74.52588,3,lp4,,,
74.82585,1,1-2,,,
75.02583,5,w4,,,
75.02583,4,w2,,,
75.15915,1,sp2-3,,,
75.15915,2,sp2-3,,,
75.15915,3,sp4-1,,,
75.15915,4,sp2-3,,,
75.15915,5,sp4-1,,,
75.19248,MOT_control_all,cut8,,
77.52557999999999,4,,,,L0
77.52557999999999,5,,,,L0
77.52557999999999,4,,,f2,
77.52557999999999,5,,,f2,
77.95886999999999,4,3-4,,,
77.95886999999999,5,1-2,,,
78.22551,4,lp4,,,
78.22551,5,lp2,,,
78.22551,1,3-4,,,
78.22551,2,3-4,,,
78.22551,3,1-2,,,
79.15875,3,w2,,,
79.15875,2,w4,,,
79.15875,1,4-1,,,
79.15875,2,4-1,,,
79.15875,3,2-3,,,
79.15875,4,4-1,,,
79.15875,5,2-3,,,
79.52538,1,lp1,,,
79.52538,2,lp1,,,
79.52538,3,lp3,,,
79.52538,4,lp1,,,
79.52538,5,lp3,,,
79.79202,1,1-2,,,
80.02533,2,1-2,,,
80.02533,3,3-4,,,
80.25864,4,1-2,,,
80.25864,5,3-4,,,
80.25864,1,lp2,,,
80.59194,4,lp2,,,
80.59194,5,lp4,,,
80.59194,2,lp2,,,
80.59194,3,lp4,,,
80.92524,1,2-3,,,
80.92524,2,2-3,,,
80.92524,3,4-1,,,
80.92524,4,2-3,,,
80.92524,5,4-1,,,
81.29187,1,lp3,,,
81.29187,2,lp3,,,
81.29187,3,lp1,,,
81.29187,4,lp3,,,
81.29187,5,lp1,,,
81.82515,MOT_control_all,cut9,,
81.82515,1,sp3-4,,,
81.82515,2,sp3-4,,,
81.82515,3,sp1-2,,,
81.82515,4,sp3-4,,,
81.82515,5,sp1-2,,,
82.9917,1,4-1,,,
82.9917,2,4-1,,,
82.9917,3,2-3,,,
82.9917,4,4-1,,,
82.9917,5,2-3,,,
83.29167,1,1-2,,,
83.29167,2,1-2,,,
83.29167,3,3-4,,,
83.29167,4,1-2,,,
83.29167,5,3-4,,,
83.79162,1,sj2,,,
84.02493,2,sj2,,,
84.02493,3,sj4,,,
84.02493,1,lp2,,,
84.22491,5,w4,,,
84.22491,4,w2,,,
84.25824,4,sj2,,,
84.25824,5,sj4,,,
84.25824,2,lp2,,,
84.25824,3,lp4,,,
84.49154999999999,4,lp2,,,
84.49154999999999,5,lp4,,,
84.75819,1,2-3,,,
84.75819,2,2-3,,,
84.75819,3,4-1,,,
84.75819,4,2-3,,,
84.75819,5,4-1,,,
85.02483,1,lp3,,,
85.02483,2,lp3,,,
85.02483,3,lp1,,,
85.02483,4,lp3,,,
85.02483,5,lp1,,,
85.59143999999999,2,,rw2,,
85.59143999999999,4,,rw2,,
85.59143999999999,3,,lw2,,
85.59143999999999,5,,lw2,,
86.42469,1,3-4,,,
86.42469,2,3-4,,,
86.42469,3,1-2,,,
86.42469,4,3-4,,,
86.42469,5,1-2,,,
86.92464,1,4-1,,,
86.92464,2,4-1,,,
86.92464,3,2-3,,,
86.92464,4,4-1,,,
86.92464,5,2-3,,,
87.29127,1,1-2,,,
87.29127,2,1-2,,,
87.29127,3,3-4,,,
87.29127,4,1-2,,,
87.29127,5,3-4,,,
87.59124,1,sp2-3,,,
87.59124,2,sp2-3,,,
87.59124,3,sp4-1,,,
87.59124,4,sp2-3,,,
87.59124,5,sp4-1,,,
88.3245,3,,lwb0,,
88.3245,5,,lwb0,,
88.3245,2,,rwb0,,
88.3245,4,,rwb0,,
88.62447,1,3-4,,,
88.62447,2,3-4,,,
88.62447,3,1-2,,,
88.62447,4,3-4,,,
88.62447,5,1-2,,,
89.05776,4,j4-1,,,
89.39106,2,j4-1,,,
89.39106,4,lp1,,,
89.55771,5,w2,,,
89.55771,3,w2,,,
89.55771,1,w4,,,
89.72435999999999,1,j4-1,,,
89.72435999999999,2,lp1,,,
90.05766,3,j2-3,,,
90.05766,1,lp1,,,
90.39095999999999,5,j2-3,,,
90.39095999999999,3,lp3,,,
90.85758,1,1-2,,,
90.85758,2,1-2,,,
90.85758,3,3-4,,,
90.85758,4,1-2,,,
90.85758,5,3-4,,,
91.19087999999999,1,lp2,,,
91.19087999999999,2,lp2,,,
91.19087999999999,3,lp4,,,
91.19087999999999,4,lp2,,,
91.19087999999999,5,lp4,,,
91.55751,1,2-3,,,
91.55751,2,2-3,,,
91.55751,3,4-1,,,
91.55751,4,2-3,,,
91.55751,5,4-1,,,
91.95747,1,lp3,,,
91.95747,2,lp3,,,
91.95747,3,lp1,,,
91.95747,4,lp3,,,
91.95747,5,lp1,,,
92.42408999999999,4,3-4,,,
92.52408,2,3-4,,,
92.62406999999999,1,3-4,,,
92.72406,3,1-2,,,
92.82405,5,1-2,,,
93.15735,1,lp4,,,
93.15735,2,lp4,,,
93.15735,3,lp2,,,
93.15735,4,lp4,,,
93.15735,5,lp2,,,
93.45732,1,4-1,,,
93.45732,2,4-1,,,
93.45732,3,2-3,,,
93.45732,4,4-1,,,
93.45732,5,2-3,,,
93.72395999999999,1,lp1,,,
93.72395999999999,2,lp1,,,
93.72395999999999,3,lp3,,,
93.72395999999999,4,lp1,,,
93.72395999999999,5,lp3,,,
94.15724999999999,1,sj1,,,
94.15724999999999,2,sj1,,,
94.15724999999999,3,sj3,,,
94.15724999999999,4,sj1,,,
94.15724999999999,5,sj3,,,
94.65719999999999,5,w3,,,
94.65719999999999,4,w1,,,
94.65719999999999,3,w3,,,
94.65719999999999,2,w1,,,
94.65719999999999,1,w1,,,
94.72386,1,1-2,,,
94.85718,2,1-2,,,
94.85718,3,3-4,,,
94.9905,4,1-2,,,
94.9905,5,3-4,,,
95.42379,1,lp2,,,
95.42379,2,lp2,,,
95.42379,3,lp4,,,
95.42379,4,lp2,,,
95.42379,5,lp4,,,
95.79042,1,2-3,,,
95.79042,2,2-3,,,
95.79042,3,4-1,,,
95.79042,4,2-3,,,
95.79042,5,4-1,,,
96.09039,1,lp3,,,
96.09039,2,lp3,,,
96.09039,3,lp1,,,
96.09039,4,lp3,,,
96.09039,5,lp1,,,
96.52368,MOT_control_all,cut10,,
96.92363999999999,2,,,,D20
96.92363999999999,3,,,,D20
96.92363999999999,4,,,,D20
96.92363999999999,5,,,,D20
96.92363999999999,2,3-4,,b1,
96.92363999999999,3,1-2,,b1,
96.92363999999999,4,3-4,,b1,
96.92363999999999,5,1-2,,b1,
97.35692999999999,1,3-4,,,
97.62357,MOT_mc_special_01,cut2_02,,
97.62357,MOT_mc_speaker_00,temp1,,
97.62357,1,lp4,,,
97.85687999999999,5,w2,,,
97.85687999999999,4,w4,,,
97.85687999999999,3,w2,,,
97.85687999999999,2,w4,,,
100.12331999999999,1,4-1,,,
100.38996,1,lp1,,,
102.28976999999999,1,1-2,,,
102.65639999999999,1,lp2,,,
103.05636,1,2-3,,,
103.42299,1,lp3,,,
104.08959,MOT_control_all,cut11,,
104.18957999999999,1,,,,D20
104.18957999999999,4,,,,L0
104.18957999999999,5,,,,L0
104.18957999999999,4,,,f2,
104.18957999999999,5,,,f2,
104.18957999999999,1,3-4,,b1,
104.45622,4,4-1,,,
104.45622,5,2-3,,,
104.72286,4,lp1,,,
104.72286,5,lp3,,,
105.12281999999999,1,w4,,,
106.68933,4,1-2,,,
106.68933,5,3-4,,,
106.95597,4,lp2,,,
106.95597,5,lp4,,,
109.48904999999999,4,2-3,,,
109.48904999999999,5,4-1,,,
109.85567999999999,4,3-4,,,
109.85567999999999,5,1-2,,,
110.15565,4,4-1,,,
