time,lyrics,size
0,,
5.311105,What's 純情？　お口に合いますか？,
7.850788,甘ったるいだけじゃ満足しないね,
10.571876,スタンバイはとっくにできてるの,
13.228220,"じゃあ time is now, time is now",
17.820939,,
22.571,メーデーメーデーこんな混線列島,
25.605021,右往左往しても人間ばっか,
28.259834,スワイプ＆タップしても体勢影響なしでlonely,
32.715351,ああもう鬱陶しい,
33.759209,ノイズをさらってよ雷鳴　聞いたことのない爆音で,
36.409808,塵みたいの　埃っぽいの　一掃で黙らせたいね,
39.221599,不明瞭な声援よりもでっかいのくれ,
42.350851,私にステージをくれ,
44.60,"冷淡冷徹な独裁？ no way, 必要な毒。\n最高沸点にこだわりたい　好きにのたまいたいな",
50.01525,独尊唯我なんて大層なこと言ってないの,
52.879715,適宜徹底的　刺しちゃって,
56.170546,a-ha-ha 前例ないけど燃やしつくしちゃえば,
59.774708,跡形だけなくなって歴史になるんだ,
62.813257,そこに立つ私に　ああ　ああ　不可能とかはもうないの,
68.588567,純情があながち劣勢でそれが常識と笑われても知らないんだよ,
73.41,こっちのペースで波乱は続くから,
77.08039,世界にそっと口づけを,
79.15546,燃えるほど　尽きるほど　ステージは熱くなる,
84.597637,だからまだ振り絞れよhoney,
87.953646,ちゃんと声は届くから,
92.282223,,
99.999395,前例ないくらいに燃やしたいんだって,
102.811187,狭い部屋の中だって心　無尽蔵に,
105.804384,膨張してるんだろ,
107.935903,ああ　ああ　不可能とかはもうない,
110.687916,純情なんだよ　それが答えなんだ,
113.633875,適当な理由で口挟むなよ,
115.58095,知らないならちょっと黙ろうか？道を開けろよhoney,
120.161449,世界はもっと昂ぶれる,
126.329249,燃やし尽くして,
131.362577,灼熱にて純情,
136.334887,,
