time,lyrics,size
0.00 ,,
8.217 ,いってきまーっ !,
12.017 ,,
16.23 ,右を見て左　前向いて行くよ,
21.733 ,”楽しいこと”さがそう　ドコにドコにあるの？見つけ出すよ,
26.833 ,ひまわり畑を　かき分けてこんにちは !,
32.517 ,まるで運動会　徒競走レッツゴー♪,
38.19 ,いつかきっと　身長が伸びたら,
44.433 ,見渡し良好　今よりステキなセカイ見えそう,
51.567 ,みんなでお～きな声出してみよう　◎,
57.2 ,もっとお～きな声出せた人　ひまわりの花〇,
63.133 ,ペタペタペタっ　シールを貼ってココロの日記帳が,
70.13 ,お花畑に変わってくよ,
73.84 ,〇描いて　花咲いて　元気のしるし,
80.89 ,,
91.54 ,お～きな声出してみよう　◎,
96.38 ,もっとお～きな声出せた人　ひまわりの花〇,
102.233,ペタペタペタっ　シールを貼ってココロの日記帳が,
109.433,お花畑に変わってくよ,
112.900,〇描いて　〇描いて　花咲いて　元気のしるし,
120.883,じゃんけんぽん　パーを出したら,
123.667,いっぱい咲くよ　ひまわりマーク,
126.600,じゃんけんぽん　ポンっと飛び出せ,
129.133,みんながいる場所へ,
136.179,,
