0.03333,MOT_mc_light_up_00,l1,,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
2.13312,1,sj1,,
2.13312,2,sj1,,
2.13312,3,sj1,,
2.3997599999999997,MOT_mc_stage_color_00,b-flash,,
2.4997499999999997,MOT_mc_light_center_00,l1,,
2.4997499999999997,1,lp1,,
2.4997499999999997,2,lp1,,
2.4997499999999997,3,lp1,,
3.3329999999999997,1,1-2,,
3.3329999999999997,2,1-2,,
3.3329999999999997,3,1-2,,
3.73296,1,2-3,,
3.73296,2,2-3,,
3.73296,3,2-3,,
4.1329199999999995,1,3-4,,
4.1329199999999995,2,3-4,,
4.1329199999999995,3,3-4,,
4.46622,1,hj4,,
4.46622,2,hj4,,
4.46622,3,hj4,,
5.06616,1,lp4,,
5.06616,2,lp4,,
5.06616,3,lp4,,
6.19938,1,4-1,,
6.19938,2,4-1,,
6.19938,3,4-1,,
6.5660099999999995,1,j1-2,,
6.5660099999999995,2,j1-2,,
6.5660099999999995,3,j1-2,,
7.26594,3,2-3,,
7.29927,1,2-3,,
7.332599999999999,2,2-3,,
7.8325499999999995,1,j3-4,,
7.8325499999999995,2,j3-4,,
7.8325499999999995,3,j3-4,,
8.465819999999999,2,4-1,,
8.49915,1,4-1,,
8.53248,3,4-1,,
8.93244,1,sj1,,
8.93244,2,sj1,,
8.93244,3,sj1,,
9.39906,1,1-2,,
9.39906,2,1-2,,
9.39906,3,1-2,,
9.799019999999999,1,2-3,,
9.799019999999999,2,2-3,,
9.799019999999999,3,2-3,,
10.23231,1,lp3,,
10.23231,2,lp3,,
10.23231,3,lp3,,
10.96557,1,3-4,,
10.96557,2,3-4,,
10.96557,3,3-4,,
11.79882,2,j4-1,,
11.832149999999999,1,j4-1,,
11.86548,3,j4-1,,
12.29877,2,1-2,,
12.332099999999999,1,1-2,,
12.36543,3,1-2,,
12.432089999999999,MOT_mc_stage_color_00,b-flash,,
12.832049999999999,1,2-3,,
12.832049999999999,2,2-3,,
12.832049999999999,3,2-3,,
13.531979999999999,2,,l1,
13.531979999999999,3,,l1,
13.59864,1,,r1,
13.76529,3,w3,,
13.76529,1,w3,,
13.76529,2,w3,,
13.865279999999998,2,,lb0,
13.865279999999998,3,,lb0,
13.931939999999999,1,,rb0,
14.23191,1,3-4,,
14.23191,2,3-4,,
14.23191,3,3-4,,
14.565209999999999,1,lp4,,
14.565209999999999,2,lp4,,
14.565209999999999,3,lp4,,
14.89851,2,,r1,
14.89851,3,,r1,
14.965169999999999,1,,l1,
15.265139999999999,2,,rb0,
