time,lyrics,size
0.00 ,,
32.75 ,I've got feeling　突きぬけてく,
36.14 ,街が目、醒ますころ,
39.53 ,朝焼けにくちづけてる　波も抱きしめてる,
46.21 ,Ez Do Dance Ez Do Dance,
49.65 ,踊る君を見てる…,
53.08 ,Ez Do Dance Ez Do Dance,
56.49 ,君だけを見ている…,
61.86 ,,
74.48 ,CRAZY GONNA CRAZY,
77.62 ,雪が降る街並みを,
81.73 ,LOVE YOU GONNA TAKE YOU,
84.96 ,2人踊り続ける,
88.95 ,CRAZY GONNA CRAZY,
92.22 ,星が降る公園を,
96.32 ,LOVE YOU GONNA TAKE YOU,
99.49 ,あざやかに色染めて,
105.419,,
123.395,Anyway you want,
125.355,Anytime you need,
127.375,輝く世界が欲しかったら立ち上がろう,
131.374,Everybody shakes,
133.299,Everytime dAnce,
135.342,ハングリーな精神で動こう,
139.397,Wo-Overnight,
143.391,Wo-Sensation,
147.379,Wo-Overnight,
151.376,Wo-Sensation,
155.111,no no cry more,
156.821,泣かない　想い出　作ったら？,
162.373,この夢こそは !　この恋こそは !　このチャンスだけ逃したくないよ… !,
175.469,yeh yeh yeh yeh yeh,
177.306,wow wow wow wow,
179.173,yeh yeh yeh yeh yeh,
181.027,wow wow wow wow,
182.873,yeh yeh yeh yeh yeh,
184.595,survival dAnce! survival dAnce! trial dAnce!,
192.141,,
