time,lyrics,size
0.00 ,,
12.217,銀河から　降り注ぐ　ギャラクシーパワー,
18.243,ハートに装着　ブレイヴトリガー,
24.333,平和とか　シュミじゃない　邪悪タイフーン,
30.383,世界征服　たくらみ中,
35.000,,
36.317,輝ける　この世界　汚す者,
42.400,何人たりとも　ユルサナイ !,
48.417,燃えろ ! いたずら,
51.467,これが正義だ !,
54.883,戦いは続く,
57.503,ヒーローヴァーサスレイナンジョー,
63.333,,
65.163,行くぜ ! 変身 ! for ジャスティス,
70.067,くらえ ! ちょっかい ! It's エンドレス,
74.317,,
79.050,ふつふつと退屈がくすぶるわ,
85.067,両腕唸れ　エンペラーバズーカ,
89.683,,
91.150,流星の　力宿す　ジャスティスセイバー,
97.217,闇の世界を　切り刻む,
101.833,,
103.150,荒ぶった　世界こそ　パラダイス,
109.233,平和なだけじゃツマラナイ !,
115.267,守りたいんだ !,
118.300,乱したいだけ,
121.717,戦いは続く,
124.417,ヒーローヴァーサスレイナンジョー,
129.167,,
