time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,0,,
0,,2,,BUS_0007,0,0,,
0,1,1,1,,,,0,0.78
0,2,2,1,,,,0,0
30.756,,2,,MasterOut,0,1,,
30.756,,2,,BUS_0007,0,0.1,,
30.756,1,1,1,,,,0,0
30.756,2,2,1,,,,0,0.78
40.582,1,1,1,,,,0,0.74
40.582,2,2,1,,,,0,0
47.766,1,1,1,,,,0,0
47.766,2,2,1,,,,0,0.74
54.963,1,1,1,,,,0,0.78
54.963,2,2,1,,,,0,0
64.948,1,1,1,,,,0,0
64.948,2,2,1,,,,0,0.78
74.528,1,1,1,,,,0,0.74
74.528,2,2,1,,,,0,0
84.021,1,1,1,,,,0,0
84.021,2,2,1,,,,0,0.74
89.184,1,1,1,,,,0,0.74
89.184,2,2,1,,,,0,0
93.839,1,1,1,,,,0,0
93.839,2,2,1,,,,0,0.74
