id,sec,type,startPos,finishPos,status,sync,groupId,visible,size,distance
1,0,100,0,0,652,0,0,81,,
2,0,91,,,,0,0,,,0
3,0,93,,,100,0,0,,,
4,2.222222,1,5,2,0,0,0,,,2.222222
5,2.777778,1,5,2,0,0,0,,,2.777778
6,3.333333,1,5,2,0,1,0,,,3.333333
7,3.333333,1,4,3,0,1,0,25,,3.333333
8,3.888889,1,5,2,0,1,0,,,3.888889
9,3.888889,1,4,3,0,1,0,25,,3.888889
10,4.444444,1,1,4,0,0,0,,,4.444444
11,5,1,1,4,0,0,0,,,5
12,5.555556,1,1,4,0,1,0,,,5.555556
13,5.555556,1,2,3,0,1,0,25,,5.555556
14,6.111111,1,1,4,0,1,0,,,6.111111
15,6.111111,1,2,3,0,1,0,25,,6.111111
16,6.666667,2,1,1,0,1,0,,,6.666667
17,6.666667,1,4,3,0,1,0,,,6.666667
18,6.672454,1,2,3,0,0,0,-99,,6.672454
19,6.678241,9,5,3,98,0,19,,200,6.678241
20,6.851852,1,5,5,1,0,7,,,6.851852
21,6.944444,1,5,4,1,0,7,,,6.944444
22,7.222222,1,3,4,0,0,0,,,7.222222
23,7.5,1,3,4,0,0,0,,,7.5
24,7.777778,1,2,3,0,0,0,,,7.777778
25,7.962963,1,5,5,1,0,1,,,7.962963
26,8.055556,1,5,4,1,0,1,,,8.055556
27,8.240741,2,2,3,0,0,0,,,8.240741
28,8.518519,2,2,3,0,1,0,,,8.518519
29,8.518519,1,1,1,2,1,2,,,8.518519
30,8.518519,9,5,5,97,0,19,,10,8.518519
31,8.611111,1,1,2,2,0,2,,,8.611111
32,8.796296,2,5,5,0,1,0,,,8.796296
33,8.796296,1,4,3,0,1,0,,,8.796296
34,8.802083,1,2,3,0,0,0,-99,,8.802083
35,8.80787,9,1,3,98,0,20,,200,8.80787
36,9.074074,1,1,1,2,0,8,,,9.074074
37,9.166667,1,1,2,2,0,8,,,9.166667
38,9.444444,1,3,2,0,0,0,,,9.444444
39,9.722222,1,3,2,0,0,0,,,9.722222
40,10,1,4,3,0,0,0,,,10
41,10.185185,1,1,1,2,0,5,,,10.185185
42,10.277778,1,1,2,2,0,5,,,10.277778
43,10.462963,2,4,3,0,0,0,,,10.462963
44,10.740741,1,5,5,1,1,3,,,10.740741
45,10.740741,2,4,3,0,1,0,,,10.740741
46,10.740741,9,1,1,73,0,20,,10,10.740741
47,10.833333,1,5,4,1,0,3,,,10.833333
48,11.018519,2,1,1,0,1,0,,,11.018519
49,11.018519,1,4,3,0,1,0,,,11.018519
50,11.024306,1,2,3,0,0,0,-99,,11.024306
51,11.030093,9,5,3,98,0,28,,200,11.030093
52,11.296296,1,5,5,1,0,9,,,11.296296
53,11.388889,1,5,4,1,0,9,,,11.388889
54,11.666667,1,3,4,0,0,0,,,11.666667
55,11.944444,1,3,4,0,0,0,,,11.944444
56,12.222222,1,2,3,0,0,0,,,12.222222
57,12.407407,1,5,5,1,0,6,,,12.407407
58,12.5,1,5,4,1,0,6,,,12.5
59,12.685185,2,2,3,0,0,0,,,12.685185
60,12.962963,1,1,1,2,1,4,,,12.962963
61,12.962963,2,2,3,0,1,0,,,12.962963
62,12.96875,9,5,5,97,0,28,,10,12.96875
63,13.055556,1,1,2,2,0,4,,,13.055556
64,13.240741,2,5,5,0,1,0,,,13.240741
65,13.240741,1,4,3,0,1,0,,,13.240741
66,13.246528,1,2,3,0,0,0,-99,,13.246528
67,13.252315,9,1,3,98,0,29,,200,13.252315
68,13.518519,1,1,1,2,0,10,,,13.518519
69,13.611111,1,1,2,2,0,10,,,13.611111
70,13.888889,1,3,2,0,0,0,,,13.888889
71,14.166667,2,5,5,0,1,0,,,14.166667
72,14.166667,1,3,2,0,1,0,,,14.166667
73,14.166667,9,1,1,97,0,29,,10,14.166667
74,14.444444,2,2,3,0,1,0,,,14.444444
75,14.444444,2,4,5,0,1,0,,,14.444444
76,14.722222,2,2,3,0,1,0,,,14.722222
77,14.722222,2,4,5,0,1,0,,,14.722222
78,14.756944,8,4,4,0,0,0,-99,,14.756944
79,14.791667,8,4,3,0,0,0,-99,,14.791667
80,14.826389,8,4,2,0,0,0,-99,,14.826389
81,14.861111,8,4,1,0,0,0,-99,,14.861111
82,14.861111,8,5,5,0,0,0,-99,,14.861111
83,14.895833,8,5,4,0,0,0,-99,,14.895833
84,14.930556,8,5,3,0,0,0,-99,,14.930556
85,14.965278,8,5,2,0,0,0,-99,,14.965278
86,15,2,2,1,0,1,0,,,15
87,15,2,4,3,0,1,0,,,15
88,15.277778,2,2,1,0,1,0,,,15.277778
89,15.277778,2,4,3,0,1,0,,,15.277778
90,15.555556,1,3,3,0,1,0,25,,15.555556
91,15.555556,1,1,5,0,1,0,25,,15.555556
92,15.561343,1,2,4,0,0,0,-25,,15.561343
93,15.833333,1,3,1,0,0,0,,,15.833333
94,16.111111,1,3,3,0,1,0,25,,16.111111
95,16.111111,1,1,5,0,1,0,25,,16.111111
96,16.116898,1,2,4,0,0,0,-25,,16.116898
97,16.388889,1,3,1,0,0,0,,,16.388889
98,16.666667,1,3,2,0,1,0,,,16.666667
99,16.666667,1,3,4,0,1,0,,,16.666667
100,16.851852,1,3,2,0,0,0,,,16.851852
101,16.944444,1,4,5,0,0,0,,,16.944444
102,17.12963,2,5,1,0,1,0,25,,17.12963
103,17.12963,2,3,3,0,1,0,25,,17.12963
104,17.135417,2,4,2,0,0,0,-25,,17.135417
105,17.5,2,5,1,0,1,0,25,,17.5
106,17.5,2,3,3,0,1,0,25,,17.5
107,17.505787,2,4,2,0,0,0,-25,,17.505787
108,17.777778,1,4,2,0,1,0,25,,17.777778
109,17.777778,1,2,4,0,1,0,25,,17.777778
110,17.783565,1,3,3,0,0,0,-25,,17.783565
111,18.055556,1,3,1,0,0,0,,,18.055556
112,18.333333,1,2,4,0,1,0,25,,18.333333
113,18.333333,1,4,2,0,1,0,25,,18.333333
114,18.33912,1,3,3,0,0,0,-25,,18.33912
115,18.611111,1,3,1,0,0,0,,,18.611111
116,18.888889,1,3,2,0,1,0,,,18.888889
117,18.888889,1,3,4,0,1,0,,,18.888889
118,19.074074,1,2,1,0,0,0,,,19.074074
119,19.166667,1,3,4,0,0,0,,,19.166667
120,19.351852,2,4,2,0,0,0,,,19.351852
121,19.444444,1,3,3,0,0,0,,,19.444444
122,19.62963,1,4,4,2,0,17,,,19.62963
123,19.722222,2,4,2,0,1,0,,,19.722222
124,19.722222,1,4,5,2,1,17,,,19.722222
125,19.907407,1,3,2,0,0,0,,,19.907407
126,20,2,2,4,0,0,0,,,20
127,20.277778,2,2,4,0,1,0,,,20.277778
128,20.277778,1,3,1,0,1,0,,,20.277778
129,20.555556,2,4,2,0,0,0,,,20.555556
130,20.833333,2,4,2,0,1,0,,,20.833333
131,20.833333,1,3,5,0,1,0,,,20.833333
132,21.111111,2,3,3,0,1,0,25,,21.111111
133,21.111111,2,1,5,0,1,0,25,,21.111111
134,21.116898,2,2,4,0,0,0,-25,,21.116898
135,21.388889,2,3,3,0,1,0,25,,21.388889
136,21.388889,2,1,5,0,1,0,25,,21.388889
137,21.388889,8,3,1,0,0,0,40,,21.388889
138,21.394676,1,3,1,0,1,0,-40,,21.394676
139,21.394676,2,2,4,0,1,0,-25,,21.394676
140,21.666667,2,5,1,0,1,0,25,,21.666667
141,21.666667,2,3,3,0,1,0,25,,21.666667
142,21.672454,2,4,2,0,0,0,-25,,21.672454
143,21.944444,2,3,3,0,1,0,25,,21.944444
144,21.944444,2,5,1,0,1,0,25,,21.944444
145,21.944444,8,3,5,0,0,0,40,,21.944444
146,21.950231,1,3,5,0,1,0,-40,,21.950231
147,21.950231,2,4,2,0,1,0,-25,,21.950231
148,22.222222,1,3,1,0,1,0,,,22.222222
149,22.222222,1,3,5,0,1,0,,,22.222222
150,22.407407,1,1,2,0,0,0,,,22.407407
151,22.5,1,3,4,0,0,0,,,22.5
152,22.685185,1,2,1,0,0,0,,,22.685185
153,22.777778,1,4,3,0,0,0,,,22.777778
154,22.962963,1,4,2,0,1,0,25,,22.962963
155,22.962963,1,2,4,0,1,0,25,,22.962963
156,22.96875,1,3,3,0,0,0,-25,,22.96875
157,23.240741,1,3,1,0,1,0,,,23.240741
158,23.240741,1,3,5,0,1,0,,,23.240741
159,23.518519,1,2,3,0,0,0,,,23.518519
160,23.611111,1,4,5,0,0,0,,,23.611111
161,23.796296,1,3,2,0,0,0,,,23.796296
162,23.888889,1,5,4,0,0,0,,,23.888889
163,24.074074,1,4,2,0,1,0,25,,24.074074
164,24.074074,1,2,4,0,1,0,25,,24.074074
165,24.079861,1,3,3,0,0,0,-25,,24.079861
166,24.444444,1,1,5,0,1,0,25,,24.444444
167,24.444444,1,3,3,0,1,0,25,,24.444444
168,24.450231,1,2,4,0,0,0,-25,,24.450231
169,24.722222,1,3,1,0,0,0,,,24.722222
170,25,1,3,3,0,1,0,25,,25
171,25,1,1,5,0,1,0,25,,25
172,25.005787,1,2,4,0,0,0,-25,,25.005787
173,25.277778,1,3,1,0,0,0,,,25.277778
174,25.555556,1,3,2,0,1,0,,,25.555556
175,25.555556,1,3,4,0,1,0,,,25.555556
176,25.740741,1,3,2,0,0,0,,,25.740741
