time,lyrics,size
0.00 ,,
12.80 ,川の水を注ぎます,
18.30 ,やっと出来たこの器に,
23.233 ,溢れて踊る　光る水飛沫,
28.800 ,まるで喜んでるみたい,
34.217 ,迷い悩む過ぎた日々\n（霧の中　彷徨って）,
37.483 ,迷い悩む過ぎた日々\n（足りない何かを　大事な何かを）,
39.483 ,土とろくろだけを見てた\n（足りない何かを　大事な何かを）,
42.967 ,土とろくろだけを見てた\n（捜して　無口なまま　流離う私に）,
44.517 ,離れなければ　視えない答えに\n（捜して　無口なまま　流離う私に）,
48.217 ,離れなければ　視えない答えに\n（出会えた　他の世界）,
50.183 ,ずっと気づかずにいたから\n（きっと翼をくれたの）,
55.717 ,それはこの世に一つ,
60.200 ,言葉にはならない自分の証,
65.517 ,華やかじゃない　いびつだけれど,
70.933 ,想いを封じ込めた,
73.567,この両手で　ただ,
78.333,くるくると　流るる季節を想う,
82.500,春夏秋冬　生まれる願いを廻して,
90.117,縷々と　流るる月日を想う,
93.167,揺らめく川面に浮かぶ　星屑を掬い上げてた,
99.000,ひたむきさを土に込めて,
101.250,今は違う場所で見てる光,
109.454,ここにもあると知ったの,
114.200,新しい夢に　夢に,
120.867,教えられて,
128.011,,
