time,lyrics,size
0.00 ,,
2.62 ,素晴らしき世界に今日も乾杯,
5.37 ,街に飛び交う笑い声も,
7.98 ,見て見ぬフリしてるだけの作りもんさ,
12.45 ,気が触れそうだ,
14.02 ,クラクラするほどの良い匂いが,
16.62 ,ツンと刺した鼻の奥,
18.83 ,目を覚ます本能のまま,
20.93 ,今日は誰の番だ？,
23.75 ,この世界で何が出来るのか,
27.60 ,僕には何が出来るのか,
30.48 ,ただその真っ黒な目から,
33.29 ,涙溢れ落ちないように,
36.63 ,願う未来に何度でもずっと,
39.46 ,喰らいつく,
40.52 ,この間違いだらけの世界の中,
44.74 ,君には笑ってほしいから,
47.922,もう誰も傷付けない,
50.221,強く強くなりたいんだよ,
52.856,僕が僕でいられるように,
59.276,,
65.581,今日も,
66.291,答えのない世界の中で,
69.099,願ってるんだよ,
70.712,不器用だけれど,
72.477,いつまでも君とただ,
75.836,笑っていたいから,
78.108,跳ねる心臓が,
79.849,体揺らし叫ぶんだよ,
82.52,今こそ動き出せ,
86.003,弱い自分を何度でもずっと,
88.859,喰らい尽くす,
89.927,この間違いだらけの世界の中,
94.164,君には笑ってほしいから,
97.322,もう誰も泣かないよう,
99.598,強く強くなりたいんだよ,
102.291,僕が僕でいられるように,
110.124,,
116.456,ただ君を守るそのために,
119.312,走る走る走るんだよ,
122.017,僕の中の僕を超える,
128.449,,
