time,lyrics,size
0.00 ,,
17.583 ,What to do What do What do,
21.00 ,What do Be my be my baby,
24.633 ,What to do What do What do,
28.13 ,What do,
30.83 ,不埒なCANVASに,
34.433 ,気がついたら描いている,
37.917 ,君の顔や　くちびる,
41.367 ,つきあえたなら　どうかなって,
45.083 ,半分は廃墟だ　ガラス細工　高いビル,
51.933 ,隙間を突き抜ける飛行機雲が　かっこいいな,
59.10 ,すりかわっていく時間や街で,
62.467 ,ぼんやりすわっていたメリーゴーラウンド,
65.95 ,何度も同じ場所だけをまわってた,
72.917 ,シュッとして　真剣になって,
76.55 ,もっとなんか変えてゆきたいんだ,
80.133 ,僕は　ちっぽけなとこで悩んでたねって,
84.967,笑い飛ばして,
86.817,勇気だして　ぶつかってみる,
90.51,1回くらいの告白で,
93.617,世界が塗りかわるとは思わないけど,
99.00,始めなくちゃ,
101.667,君が好きだよ,
105.717,この惑星で,
108.00,What to do What do What do,
111.433,What do Be my be my baby,
115.083,What to do What do What do,
118.56,What do,
122.000,僕と　つきあって,
126.600,,
