time,charapos,busid,busvalue,effectname,effecttime,effectvalue,panning,volume
0,,1,,MasterOut,0,1,,
0,,1,,BUS_0007,0,0.1,,
0,,2,,MasterOut,0,1,,
0,,2,,BUS_0007,0,0.1,,
0,,3,,MasterOut,0,1,,
0,,3,,BUS_0007,0,0.1,,
0,,4,,MasterOut,0,1,,
0,,4,,BUS_0007,0,0.1,,
0,,5,,MasterOut,0,1,,
0,,5,,BUS_0007,0,0.1,,
0,1,1,1,,,,0,0.51
0,2,2,1,,,,-9,0.36
0,3,3,1,,,,9,0.36
0,4,4,1,,,,-18,0.28
0,5,5,1,,,,18,0.28
26.981,1,1,1,,,,12,0.54
26.981,2,2,1,,,,-12,0.54
26.981,3,3,1,,,,0,0
26.981,4,4,1,,,,0,0
26.981,5,5,1,,,,0,0
43.284,1,1,1,,,,0,0
43.284,2,2,1,,,,0,0
43.284,3,3,1,,,,6,0.5
43.284,4,4,1,,,,-12,0.48
43.284,5,5,1,,,,12,0.4
50.336,1,1,1,,,,0,0.53
50.336,2,2,1,,,,-9,0.39
50.336,3,3,1,,,,9,0.39
50.336,4,4,1,,,,-18,0.3
50.336,5,5,1,,,,18,0.3
