0.03333,MOT_control_all,zoom1,,
0.03333,MOT_all,cut1,,
0.03333,1,,,,D40
0.03333,2,,,,D40
0.03333,3,,,,D40
0.03333,4,,,,D40
0.03333,5,,,,D40
1.9998,1,sp1-2,,,
2.03313,2,sp1-2,,,
2.03313,3,sp1-2,,,
2.0664599999999997,4,sp1-2,,,
2.0664599999999997,5,sp1-2,,,
3.29967,1,j2-3,,,
3.29967,2,j2-3,,,
3.29967,3,j2-3,,,
3.29967,4,j2-3,,,
3.29967,5,j2-3,,,
3.4329899999999998,1,,,,L0
3.4329899999999998,2,,,,L0
3.4329899999999998,3,,,,L0
3.4329899999999998,4,,,,L0
3.4329899999999998,5,,,,L0
3.5663099999999996,MOT_mc_stage_color_00,r-flash,,
3.6662999999999997,1,3-4,,,
3.6662999999999997,2,3-4,,,
3.6662999999999997,3,3-4,,,
3.6662999999999997,4,3-4,,,
3.6662999999999997,5,3-4,,,
4.06626,1,j4-1,,,
4.06626,2,j4-1,,,
4.06626,3,j4-1,,,
4.06626,4,j4-1,,,
4.06626,5,j4-1,,,
4.46622,1,1-2,,,
4.46622,2,1-2,,,
4.46622,3,1-2,,,
4.46622,4,1-2,,,
4.46622,5,1-2,,,
4.86618,1,2-3,,,
4.86618,2,2-3,,,
4.86618,3,2-3,,,
4.86618,4,2-3,,,
4.86618,5,2-3,,,
5.26614,1,lp3,,,
5.26614,2,lp3,,,
5.26614,3,lp3,,,
5.26614,4,lp3,,,
5.26614,5,lp3,,,
5.56611,1,hj3,,,
5.56611,2,hj3,,,
5.56611,3,hj3,,,
5.56611,4,hj3,,,
5.56611,5,hj3,,,
5.966069999999999,MOT_mc_stage_color_00,b-flash,,
6.13272,1,lp3,,,
6.13272,2,lp3,,,
6.13272,3,lp3,,,
6.13272,4,lp3,,,
6.13272,5,lp3,,,
7.09929,1,j3-4,,,
7.132619999999999,2,j3-4,,,
7.132619999999999,3,j3-4,,,
7.16595,4,j3-4,,,
7.16595,5,j3-4,,,
7.632569999999999,1,j4-1,,,
7.6659,2,j4-1,,,
7.6659,3,j4-1,,,
7.69923,4,j4-1,,,
7.69923,5,j4-1,,,
8.23251,1,1-2,,,
8.23251,2,1-2,,,
8.23251,3,1-2,,,
8.23251,4,1-2,,,
8.23251,5,1-2,,,
8.63247,1,lp2,,,
8.63247,2,lp2,,,
8.63247,3,lp2,,,
8.63247,4,lp2,,,
8.63247,5,lp2,,,
9.56571,1,j2-3,,,
9.56571,2,j2-3,,,
9.56571,3,j2-3,,,
9.56571,4,j2-3,,,
9.56571,5,j2-3,,,
9.96567,4,sp3-4,,,
9.998999999999999,2,sp3-4,,,
10.03233,1,sp3-4,,,
10.06566,3,sp3-4,,,
10.098989999999999,5,sp3-4,,,
10.83225,1,j4-1,,,
10.83225,2,j4-1,,,
10.83225,3,j4-1,,,
10.83225,4,j4-1,,,
10.83225,5,j4-1,,,
11.23221,1,lp1,,,
11.23221,2,lp1,,,
11.23221,3,lp1,,,
11.23221,4,lp1,,,
11.23221,5,lp1,,,
11.43219,4,1-2,,,
11.43219,5,1-2,,,
11.86548,3,1-2,,,
11.86548,2,1-2,,,
12.29877,1,1-2,,,
12.36543,5,w2,,,
12.36543,4,w2,,,
12.79872,3,w2,,,
12.79872,2,w2,,,
13.232009999999999,1,w2,,,
13.26534,1,2-3,,,
13.26534,2,2-3,,,
13.26534,3,2-3,,,
13.26534,4,2-3,,,
13.26534,5,2-3,,,
13.69863,3,sj3,,,
14.19858,3,w3,,,
14.19858,2,w3,,,
14.19858,1,w3,,,
14.19858,5,w3,,,
14.19858,4,w3,,,
14.23191,3,sj3,,,
14.69853,3,3-4,,,
15.065159999999999,3,j4-1,,,
15.465119999999999,3,1-2,,,
15.965069999999999,3,sj2,,,
16.46502,3,w2,,,
16.49835,3,sj2,,,
16.9983,3,w2,,,
17.03163,3,j2-3,,,
17.46492,3,lp3,,,
18.09819,3,3-4,r1,,
18.6648,3,4-1,rb0,,
19.26474,3,1-2,r1,,
19.83135,3,2-3,rb0,,
20.46462,3,sp3-4,,,
21.631169999999997,3,j4-1,,,
22.031129999999997,3,hj1,,,
22.53108,3,lp1,,,
23.13102,2,j3-4,,,
23.59764,2,sj4,,,
24.09759,2,w4,,,
24.13092,2,sj4,,,
24.59754,2,4-1,,,
24.9975,2,j1-2,,,
25.43079,2,2-3,,,
25.864079999999998,2,sp3-4,,,
26.79732,2,j4-1,,,
27.16395,2,1-2,,,
27.16395,3,1-2,,,
27.53058,2,lp2,,,
27.53058,3,lp2,,,
28.530479999999997,2,j2-3,,,
28.79712,3,2-3,,,
29.16375,2,j3-4,,,
29.39706,3,3-4,,,
29.697029999999998,2,4-1,l1,,
29.79702,3,lp4,,,
30.03033,2,1-2,lb0,,
30.363629999999997,2,2-3,,,
30.69693,2,lp3,,,
31.06356,2,3-4,,,
31.06356,3,4-1,,,
31.39686,2,lp4,,,
31.39686,3,lp1,,,
32.39676,1,3-4,,,
32.79672,1,j4-1,,,
33.26334,1,sj1,,,
33.76329,1,w1,,,
33.79662,1,sj1,,,
34.263239999999996,1,1-2,,,
34.663199999999996,1,j2-3,,,
35.063159999999996,2,4-1,,,
35.063159999999996,3,1-2,,,
35.063159999999996,1,3-4,,,
35.463119999999996,2,lp1,,,
35.463119999999996,3,lp2,,,
35.463119999999996,1,lp4,,,
35.929739999999995,1,j4-1,,,
36.52968,4,3-4,,,
36.52968,5,3-4,,,
36.52968,1,j1-2,,,
36.96297,4,sj4,,,
36.96297,5,sj4,,,
36.96297,1,lp2,,,
37.46292,5,w4,,,
37.46292,4,w4,,,
37.529579999999996,1,j2-3,,,
37.529579999999996,2,j1-2,,,
37.529579999999996,3,j2-3,,,
37.529579999999996,4,j4-1,,,
37.529579999999996,5,j4-1,,,
38.362829999999995,4,1-2,,,
38.362829999999995,5,1-2,,,
38.59614,3,w3,,,
38.59614,2,w2,,,
38.59614,1,w3,,,
38.69613,4,j2-3,,,
38.69613,5,j2-3,,,
39.46272,2,2-3,,,
39.46272,3,3-4,,,
39.76269,5,w3,,,
39.76269,4,w3,,,
39.79602,2,j3-4,,,
39.79602,3,j4-1,,,
40.72926,1,j3-4,,,
40.72926,2,j4-1,,,
40.72926,3,j1-2,,,
40.72926,4,j3-4,,,
40.72926,5,j3-4,,,
41.09589,1,sp4-1,,,
41.09589,2,sp1-2,,,
41.09589,3,sp2-3,,,
41.09589,4,sp4-1,,,
41.09589,5,sp4-1,,,
42.362429999999996,1,j1-2,,,
42.362429999999996,2,j2-3,,,
42.362429999999996,3,j3-4,,,
42.362429999999996,4,j1-2,,,
42.362429999999996,5,j1-2,,,
42.59574,1,,,,D20
42.59574,2,,,,D20
42.59574,3,,,,D20
42.59574,4,,,,D20
42.59574,5,,,,D20
42.762389999999996,MOT_mc_bg_black_00,b40,,
42.762389999999996,1,,,,D40
42.762389999999996,2,,,,D40
42.762389999999996,3,,,,D40
42.762389999999996,4,,,,D40
42.762389999999996,5,,,,D40
42.762389999999996,1,sort,-500,
42.762389999999996,2,sort,-500,
42.762389999999996,3,sort,-500,
43.06236,1,2-3,,,
43.06236,2,3-4,,,
43.06236,3,4-1,,,
43.06236,4,2-3,,,
43.06236,5,2-3,,,
43.39566,1,hj3,,,
43.39566,2,hj4,,,
43.39566,3,hj1,,,
43.39566,4,hj3,,,
43.39566,5,hj3,,,
43.79562,MOT_mc_bg_black_00,b40-0,,
43.86228,MOT_mc_stage_color_00,b-flash,,
43.86228,1,,,,L0
43.86228,2,,,,L0
43.86228,3,,,,L0
43.86228,4,,,,L0
43.86228,5,,,,L0
43.92894,1,lp3,,,
43.92894,2,lp4,,,
43.92894,3,lp1,,,
43.92894,4,lp3,,,
43.92894,5,lp3,,,
44.62887,1,3-4,,,
